date,u,y1,y2
2020-11-17 14:55:00.031,0.1304347826086956,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:02.090,0.1304347826086956,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:07.026,0.1304347826086956,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:09.023,0.1304347826086956,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:11.025,0.1304347826086956,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:13.098,0.1304347826086956,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:16.083,0.1304347826086956,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:19.025,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:23.030,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:25.079,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:28.021,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:30.025,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:32.088,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:35.025,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:37.082,0.5217391304347826,0.8614762386248735,0.3684210526315789
2020-11-17 14:55:40.026,0.5217391304347826,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:42.014,0.5217391304347826,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:43.098,0.5217391304347826,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:44.047,0.5217391304347826,0.8624873609706774,0.3684210526315789
2020-11-17 14:55:46.023,0.5217391304347826,0.8634984833164813,0.3684210526315789
2020-11-17 14:55:48.071,0.5217391304347826,0.8645096056622851,0.3684210526315789
2020-11-17 14:55:51.002,0.5217391304347826,0.8655207280080889,0.3684210526315789
2020-11-17 14:55:53.025,0.5217391304347826,0.8655207280080889,0.3684210526315789
