date,u,y1,y2
2020-11-17 06:00:01.006,0.8951406649616369,0.0,0.5789473684210527
2020-11-17 06:00:01.086,0.8951406649616369,0.0,0.5789473684210527
2020-11-17 06:00:03.030,0.8951406649616369,0.002022244691607611,0.5789473684210527
2020-11-17 06:00:04.015,0.8951406649616369,0.002022244691607611,0.5789473684210527
2020-11-17 06:00:04.095,0.8951406649616369,0.004044489383215333,0.5789473684210527
2020-11-17 06:00:06.047,0.8951406649616369,0.006066734074822944,0.5789473684210527
2020-11-17 06:00:07.012,0.8951406649616369,0.006066734074822944,0.5789473684210527
2020-11-17 06:00:08.035,0.8951406649616369,0.009100101112234582,0.5789473684210527
2020-11-17 06:00:09.007,0.8951406649616369,0.009100101112234582,0.5789473684210527
2020-11-17 06:00:10.028,0.8951406649616369,0.011122345803842193,0.5789473684210527
2020-11-17 06:00:11.009,0.8951406649616369,0.013144590495449915,0.5789473684210527
2020-11-17 06:00:11.077,0.8951406649616369,0.013144590495449915,0.5789473684210527
2020-11-17 06:00:13.075,0.8951406649616369,0.016177957532861442,0.5789473684210527
2020-11-17 06:00:14.059,0.8951406649616369,0.018200202224469164,0.5789473684210527
2020-11-17 06:00:15.045,0.8951406649616369,0.018200202224469164,0.5789473684210527
2020-11-17 06:00:16.039,0.8951406649616369,0.020222446916076768,0.5789473684210527
2020-11-17 06:00:17.005,0.8951406649616369,0.020222446916076768,0.5789473684210527
2020-11-17 06:00:18.034,0.8951406649616369,0.023255813953488302,0.5789473684210527
2020-11-17 06:00:19.002,0.8951406649616369,0.023255813953488302,0.5789473684210527
2020-11-17 06:00:20.034,0.8951406649616369,0.025278058645096024,0.5789473684210527
2020-11-17 06:00:21.012,0.8951406649616369,0.027300303336703743,0.5789473684210527
2020-11-17 06:00:21.082,0.8951406649616369,0.027300303336703743,0.5789473684210527
2020-11-17 06:00:23.024,0.8951406649616369,0.030333670374115163,0.5789473684210527
2020-11-17 06:00:24.062,0.8951406649616369,0.032355915065722995,0.5789473684210527
