data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 00:03:01,51,43,37,1023,-0.21,0.52,0.96,-0.43,-0.00,0.64,4.27,3.08,-0.07,2,Plug
20/2021/04 00:03:04,40,25,38,1023,-1.99,0.51,1.00,-0.33,0.01,0.61,4.11,6.45,-0.07,2,Plug
20/2021/04 00:03:07,40,23,37,1023,-0.51,0.51,0.99,-0.41,-0.01,0.63,3.78,6.98,0.71,2,Plug
20/2021/04 00:03:10,38,26,37,1023,-0.47,0.52,0.96,-0.45,0.02,0.65,3.19,3.92,-1.28,2,Plug
20/2021/04 00:03:13,43,29,37,1023,-0.04,0.51,0.93,-0.43,0.02,0.64,2.91,4.20,-2.02,2,Plug
20/2021/04 00:03:16,60,46,38,1023,0.90,0.51,1.01,-0.41,-0.01,0.64,3.82,3.42,-0.60,2,Plug
20/2021/04 00:03:19,42,27,37,1023,-0.33,0.51,1.04,-0.37,-0.00,0.63,4.14,3.78,0.09,2,Plug
20/2021/04 00:03:22,36,22,36,1023,-1.71,0.54,0.97,-0.36,0.02,0.62,3.85,5.15,-0.45,2,Plug
20/2021/04 00:03:25,42,29,38,1023,-0.15,0.51,0.98,-0.43,0.00,0.62,3.24,3.65,-1.42,2,Plug
20/2021/04 00:03:28,58,48,37,1023,-0.76,0.51,0.97,-0.44,0.02,0.67,3.63,2.55,-0.79,2,Plug
20/2021/04 00:03:31,49,40,38,1023,-1.43,0.51,1.05,-0.42,-0.00,0.62,4.06,2.96,-0.41,2,Plug
20/2021/04 00:03:34,40,23,37,1023,0.61,0.51,0.99,-0.32,0.01,0.57,4.64,6.15,0.44,2,Plug
20/2021/04 00:03:37,41,30,38,1023,-1.92,0.51,0.98,-0.40,-0.01,0.63,4.29,0.37,0.34,2,Plug
20/2021/04 00:03:40,42,28,38,1023,-0.25,0.51,1.01,-0.38,0.01,0.63,3.79,5.31,-0.82,2,Plug
20/2021/04 00:03:43,45,29,37,1023,-0.20,0.51,0.96,-0.43,-0.01,0.66,3.18,5.35,-1.45,2,Plug
20/2021/04 00:03:46,44,32,37,1023,-0.08,0.51,0.99,-0.45,0.01,0.66,3.22,4.43,-1.34,2,Plug
20/2021/04 00:03:49,46,33,38,1023,-0.02,0.51,0.94,-0.45,0.02,0.63,3.26,3.90,-1.69,2,Plug
20/2021/04 00:03:52,45,33,38,1023,0.23,0.52,0.94,-0.43,0.01,0.64,3.38,2.98,-1.36,2,Plug
20/2021/04 00:03:55,52,39,38,1023,-2.00,0.51,0.99,-0.40,-0.02,0.64,4.52,1.51,-0.44,2,Plug
20/2021/04 00:03:58,44,31,37,1023,-2.00,0.51,0.99,-0.43,0.00,0.66,4.15,2.50,-0.18,2,Plug
20/2021/04 00:04:01,41,27,38,1023,-2.00,0.51,0.91,-0.47,-0.01,0.65,3.87,5.03,0.34,2,Plug
20/2021/04 00:04:04,46,28,38,1023,0.12,0.51,0.97,-0.39,0.01,0.63,3.53,4.82,-0.63,2,Plug
20/2021/04 00:04:07,44,32,38,1023,-0.94,0.51,0.94,-0.45,0.03,0.64,2.55,9.08,-1.24,2,Plug
20/2021/04 00:04:10,44,31,37,1023,0.07,0.51,0.94,-0.42,0.01,0.64,3.16,4.39,-2.07,2,Plug
20/2021/04 00:04:13,51,37,37,1023,-0.60,0.50,0.97,-0.45,0.00,0.65,3.63,2.79,-1.02,2,Plug
20/2021/04 00:04:16,49,35,38,1023,-1.69,0.51,0.94,-0.40,-0.01,0.65,4.57,3.24,-1.04,2,Plug
20/2021/04 00:04:19,42,27,39,1023,-1.29,0.51,0.92,-0.40,0.00,0.63,4.25,3.79,-0.40,2,Plug
20/2021/04 00:04:22,43,30,38,1023,-1.93,0.51,0.94,-0.38,0.01,0.62,3.89,4.63,-0.43,2,Plug
20/2021/04 00:04:25,47,28,37,1023,-0.23,0.50,1.02,-0.37,0.00,0.62,4.09,4.35,0.40,2,Plug
20/2021/04 00:04:28,43,33,37,1023,-0.45,0.51,0.94,-0.44,0.01,0.66,3.21,3.20,-1.29,2,Plug
