data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 14:01:07,47,36,30,1023,-0.95,0.40,0.70,-0.39,-0.01,0.63,4.08,3.05,-0.15,1,Estratificado
21/2021/04 14:01:10,39,25,30,1023,0.42,0.40,0.68,-0.41,0.00,0.62,4.05,3.35,-0.21,1,Estratificado
21/2021/04 14:01:13,36,18,32,1023,1.11,0.38,0.68,-0.39,-0.01,0.61,3.71,4.54,-0.93,1,Estratificado
21/2021/04 14:01:16,26,15,32,1023,0.43,0.39,0.71,-0.42,0.03,0.64,3.19,4.46,-0.98,1,Estratificado
21/2021/04 14:01:19,34,22,31,1023,0.11,0.39,0.69,-0.44,-0.01,0.64,2.98,3.33,-1.11,1,Estratificado
21/2021/04 14:01:22,36,22,30,1023,-0.27,0.39,0.68,-0.43,-0.02,0.64,3.32,3.14,-1.08,1,Estratificado
21/2021/04 14:01:25,50,38,32,1023,-2.00,0.38,0.60,-0.44,0.00,0.65,3.33,3.18,-0.95,1,Estratificado
21/2021/04 14:01:28,42,33,31,1023,-0.68,0.39,0.66,-0.41,-0.02,0.63,4.08,2.44,-0.31,1,Estratificado
21/2021/04 14:01:31,31,15,30,1023,0.19,0.39,0.69,-0.38,-0.00,0.62,3.76,4.82,-0.61,1,Estratificado
21/2021/04 14:01:34,35,19,32,1023,-0.38,0.38,0.69,-0.42,0.00,0.64,3.08,4.28,-1.08,1,Estratificado
21/2021/04 14:01:37,33,19,31,1023,-0.11,0.38,0.68,-0.43,0.01,0.64,3.12,3.82,-1.03,1,Estratificado
