data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
18/2021/04 20:59:38,45,38,31,1023,-0.42,0.38,0.94,-0.39,-0.02,0.59,3.25,2.79,-0.15,4,Estratificado
18/2021/04 20:59:41,33,17,31,1023,-0.37,0.38,0.95,-0.36,0.01,0.60,3.76,4.83,-0.56,4,Estratificado
18/2021/04 20:59:44,34,22,32,1023,-0.09,0.38,0.89,-0.42,0.02,0.66,3.05,4.97,-1.66,4,Estratificado
18/2021/04 20:59:47,52,39,32,1023,0.52,0.38,0.84,-0.45,0.01,0.66,3.74,1.61,-0.76,4,Estratificado
18/2021/04 20:59:50,33,18,32,1023,-1.35,0.38,0.88,-0.37,-0.01,0.61,4.19,5.07,-0.43,4,Estratificado
18/2021/04 20:59:53,37,19,32,1023,-0.14,0.38,0.90,-0.42,-0.01,0.66,2.93,4.71,-1.12,4,Estratificado
18/2021/04 20:59:56,44,31,31,1023,-1.46,0.38,0.91,-0.46,-0.01,0.66,3.24,2.80,-1.12,4,Estratificado
18/2021/04 20:59:59,46,38,33,1023,2.00,0.38,0.84,-0.42,-0.04,0.65,3.66,3.73,-0.34,4,Estratificado
18/2021/04 21:00:02,34,17,31,1023,-0.26,0.38,0.86,-0.38,0.00,0.62,4.38,2.84,0.09,4,Estratificado
18/2021/04 21:00:05,30,22,32,1023,-1.94,0.37,0.92,-0.36,0.06,0.61,4.45,3.66,-0.26,4,Estratificado
18/2021/04 21:00:08,36,25,31,1023,-0.37,0.38,0.95,-0.38,0.02,0.64,2.82,5.34,-1.78,4,Estratificado
18/2021/04 21:00:11,35,29,32,1023,-0.50,0.37,0.89,-0.39,0.01,0.66,3.92,-3.40,-2.00,4,Estratificado
18/2021/04 21:00:14,36,19,31,1023,0.11,0.37,0.93,-0.40,0.02,0.62,3.97,2.27,-0.42,4,Estratificado
18/2021/04 21:00:17,41,23,31,1023,-0.50,0.37,0.97,-0.40,-0.01,0.62,3.55,5.34,-0.78,4,Estratificado
