data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 00:19:45,46,32,37,1023,-0.63,0.52,0.93,-0.43,0.01,0.64,3.40,3.80,-1.08,3,Plug
20/2021/04 00:19:45,65,44,37,1023,-0.65,0.52,1.07,-0.41,0.00,0.66,4.15,3.65,-0.18,3,Plug
20/2021/04 00:19:45,43,27,37,1023,0.04,0.50,1.00,-0.38,-0.00,0.62,4.21,3.98,-0.21,3,Plug
20/2021/04 00:19:45,42,27,36,1023,-0.14,0.51,1.02,-0.43,0.01,0.64,3.64,3.30,-1.14,3,Plug
20/2021/04 00:19:45,61,39,37,1023,-0.12,0.52,1.00,-0.41,-0.00,0.65,3.97,2.76,-0.71,3,Plug
20/2021/04 00:19:45,42,26,36,1023,-0.04,0.51,0.93,-0.44,0.10,0.69,2.82,7.87,0.72,3,Plug
20/2021/04 00:19:47,34,31,37,1023,-2.00,0.52,1.02,-0.44,0.01,0.66,3.27,4.09,-0.10,3,Plug
20/2021/04 00:19:50,48,35,37,1023,0.79,0.50,1.04,-0.43,-0.01,0.65,3.25,2.73,-1.11,3,Plug
20/2021/04 00:19:53,48,44,37,1023,0.03,0.51,1.03,-0.44,0.00,0.66,4.15,3.05,-0.37,3,Plug
20/2021/04 00:19:56,43,30,38,1023,-0.13,0.50,0.93,-0.36,-0.01,0.61,3.56,5.04,-0.82,3,Plug
20/2021/04 00:19:59,43,30,35,1023,-0.00,0.51,1.02,-0.43,-0.01,0.65,3.21,5.22,-1.22,3,Plug
20/2021/04 00:20:02,48,34,37,1023,-0.73,0.51,1.04,-0.47,-0.02,0.65,3.18,2.97,-1.30,3,Plug
20/2021/04 00:20:05,56,35,36,1023,-0.49,0.51,0.98,-0.44,-0.03,0.65,3.79,3.18,-0.63,3,Plug
20/2021/04 00:20:08,37,23,36,1017,-2.00,0.50,1.06,-0.36,0.07,0.61,4.23,4.47,-0.66,3,Plug
20/2021/04 00:20:11,37,24,37,1023,-1.12,0.50,1.01,-0.61,0.15,0.66,2.38,2.37,1.05,3,Plug
20/2021/04 00:20:14,47,38,36,1023,-1.81,0.50,1.06,-0.45,0.01,0.66,3.17,2.39,-1.50,3,Plug
20/2021/04 00:20:17,45,33,36,1023,0.33,0.50,0.96,-0.38,0.01,0.66,4.12,4.22,0.19,3,Plug
20/2021/04 00:20:20,43,32,38,1023,-0.40,0.52,1.02,-0.38,0.00,0.60,3.85,4.73,-0.61,3,Plug
20/2021/04 00:20:23,41,32,36,1023,0.19,0.50,1.00,-0.39,0.01,0.65,3.34,3.77,-1.31,3,Plug
