data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
22/2021/04 02:16:55,61,47,57,1006,-0.89,0.23,0.69,-0.41,0.02,0.64,3.78,1.88,-0.39,4,Estratificado
22/2021/04 02:16:58,59,47,56,1016,0.35,0.23,0.72,-0.43,-0.00,0.63,3.56,4.82,-0.43,4,Estratificado
22/2021/04 02:17:01,60,44,57,1011,-0.56,0.24,0.59,-0.41,-0.05,0.61,4.22,-0.19,-1.09,4,Estratificado
22/2021/04 02:17:04,64,50,57,1012,-0.84,0.22,0.69,-0.40,0.04,0.62,3.97,3.22,-0.56,4,Estratificado
22/2021/04 02:17:07,60,46,57,1013,-2.00,0.22,0.58,-0.41,-0.00,0.64,3.22,3.92,-0.96,4,Estratificado
22/2021/04 02:17:10,64,50,57,1009,-0.10,0.23,0.66,-0.42,-0.01,0.65,3.87,2.89,-0.99,4,Estratificado
22/2021/04 02:17:13,62,49,57,1013,-1.72,0.23,0.59,-0.40,-0.02,0.63,4.19,4.19,-0.42,4,Estratificado
22/2021/04 02:17:16,62,48,59,1011,1.72,0.23,0.57,-0.43,-0.00,0.64,3.45,2.91,-1.18,4,Estratificado
22/2021/04 02:17:19,62,52,57,1009,-0.33,0.24,0.62,-0.41,-0.01,0.64,4.24,3.16,-0.59,4,Estratificado
22/2021/04 02:17:22,62,48,58,1014,-0.06,0.22,0.59,-0.43,0.03,0.64,3.40,4.33,-1.40,4,Estratificado
22/2021/04 02:17:25,62,49,58,1008,-0.59,0.22,0.59,-0.42,-0.02,0.64,3.89,2.75,-0.88,4,Estratificado
22/2021/04 02:17:28,63,51,56,1012,0.02,0.23,0.53,-0.38,0.00,0.61,3.82,4.25,-0.66,4,Estratificado
22/2021/04 02:17:31,61,47,56,1013,-1.18,0.22,0.65,-0.45,0.00,0.65,3.37,3.37,-0.83,4,Estratificado
22/2021/04 02:17:34,63,51,57,1010,0.36,0.23,0.60,-0.41,-0.01,0.64,3.93,3.34,-0.60,4,Estratificado
22/2021/04 02:17:37,60,49,56,1012,0.09,0.23,0.61,-0.39,-0.01,0.62,3.88,4.22,-0.52,4,Estratificado
22/2021/04 02:17:40,62,46,57,1012,-0.97,0.23,0.60,-0.42,0.01,0.62,3.42,2.66,-1.19,4,Estratificado
22/2021/04 02:17:43,62,49,56,1010,-0.02,0.23,0.66,-0.42,0.02,0.63,4.14,2.47,-0.27,4,Estratificado
22/2021/04 02:17:46,60,48,57,1014,-0.09,0.23,0.67,-0.42,0.02,0.64,3.52,4.82,-0.88,4,Estratificado
22/2021/04 02:17:49,61,46,55,1010,-0.01,0.24,0.54,-0.46,0.00,0.62,3.55,0.53,-1.17,4,Estratificado
22/2021/04 02:17:52,62,49,57,1012,-2.00,0.22,0.53,-0.35,-0.01,0.59,4.53,2.98,-0.46,4,Estratificado
22/2021/04 02:17:55,62,50,57,1014,0.40,0.22,0.70,-0.46,0.01,0.65,3.17,3.29,-1.12,4,Estratificado
22/2021/04 02:17:58,60,47,56,1007,-0.00,0.22,0.54,-0.40,-0.00,0.62,4.45,2.69,-0.31,4,Estratificado
22/2021/04 02:18:01,62,48,57,1019,0.75,0.22,0.64,-0.41,0.01,0.62,3.37,4.85,-0.85,4,Estratificado
22/2021/04 02:18:04,60,48,56,1003,-0.76,0.22,0.59,-0.43,0.00,0.66,3.89,2.40,-0.67,4,Estratificado
22/2021/04 02:18:07,61,48,57,1014,0.03,0.22,0.55,-0.39,0.01,0.61,3.97,4.47,-0.66,4,Estratificado
22/2021/04 02:18:10,61,47,56,1014,-0.39,0.22,0.58,-0.44,0.00,0.64,2.97,4.35,-1.73,4,Estratificado
22/2021/04 02:18:13,62,48,56,1008,0.15,0.22,0.69,-0.41,-0.01,0.64,4.34,3.18,-0.17,4,Estratificado
22/2021/04 02:18:16,62,47,57,1014,-0.85,0.22,0.55,-0.44,0.04,0.66,2.89,4.69,-1.19,4,Estratificado
22/2021/04 02:18:19,61,48,57,1009,-0.05,0.22,0.52,-0.40,-0.02,0.64,4.34,2.27,-0.47,4,Estratificado
22/2021/04 02:18:22,61,49,55,1020,-0.32,0.23,0.57,-0.41,0.00,0.63,3.77,4.82,-0.50,4,Estratificado
22/2021/04 02:18:25,62,49,58,1009,-0.27,0.22,0.68,-0.44,0.03,0.65,3.98,2.05,-0.84,4,Estratificado
22/2021/04 02:18:28,65,48,57,1014,0.12,0.22,0.50,-0.39,0.02,0.62,4.07,4.30,-0.50,4,Estratificado
22/2021/04 02:18:31,63,49,59,1012,-0.05,0.22,0.56,-0.45,0.01,0.65,3.31,2.59,-0.88,4,Estratificado
22/2021/04 02:18:34,62,50,56,1012,0.18,0.22,0.64,-0.42,0.03,0.61,3.85,3.27,-0.76,4,Estratificado
22/2021/04 02:18:37,62,49,57,1014,0.42,0.22,0.69,-0.44,-0.05,0.64,3.20,4.27,-0.95,4,Estratificado
22/2021/04 02:18:40,61,50,57,1006,-0.37,0.22,0.58,-0.44,0.01,0.66,3.88,2.20,-0.79,4,Estratificado
22/2021/04 02:18:43,63,50,57,1016,0.16,0.22,0.59,-0.38,0.02,0.61,4.11,4.82,-0.48,4,Estratificado
22/2021/04 02:18:46,65,53,59,1013,2.00,0.22,0.44,-0.40,-0.04,0.58,4.15,1.11,-1.81,4,Estratificado
22/2021/04 02:18:49,62,49,58,1007,-0.47,0.22,0.69,-0.40,0.00,0.63,4.30,3.10,-0.53,4,Estratificado
22/2021/04 02:18:52,63,49,57,1019,-0.26,0.22,0.44,-0.41,0.03,0.63,3.41,4.63,-0.22,4,Estratificado
22/2021/04 02:18:55,58,50,57,1010,0.01,0.22,0.72,-0.44,0.00,0.66,3.61,2.60,-0.98,4,Estratificado
22/2021/04 02:18:58,64,49,58,1010,-0.23,0.22,0.47,-0.39,-0.02,0.66,3.50,5.55,-0.44,4,Estratificado
22/2021/04 02:19:01,62,50,56,1013,0.37,0.22,0.66,-0.45,0.01,0.64,3.39,3.40,-1.32,4,Estratificado
22/2021/04 02:19:04,61,48,57,1005,1.03,0.21,0.68,-0.41,-0.02,0.63,4.26,2.56,-0.40,4,Estratificado
22/2021/04 02:19:07,62,50,58,1023,-0.61,0.22,0.55,-0.42,0.06,0.70,3.33,5.95,0.21,4,Estratificado
22/2021/04 02:19:10,61,49,56,1010,0.11,0.22,0.71,-0.45,0.01,0.66,3.83,2.79,-0.85,4,Estratificado
22/2021/04 02:19:13,64,52,58,1011,-0.53,0.23,0.53,-0.36,0.00,0.60,4.40,4.24,-0.40,4,Estratificado
22/2021/04 02:19:16,61,47,57,1013,0.58,0.22,0.68,-0.46,-0.00,0.67,3.27,3.41,-1.02,4,Estratificado
22/2021/04 02:19:19,62,49,57,1007,-0.69,0.22,0.46,-0.42,0.01,0.53,4.34,3.24,-0.35,4,Estratificado
