data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 21:13:10,70,57,65,1013,-0.16,0.17,0.25,-0.41,-0.00,0.64,3.82,3.43,-0.53,2,Estratificado
21/2021/04 21:13:13,71,58,64,1014,0.02,0.16,0.41,-0.40,0.00,0.62,3.76,4.71,-0.61,2,Estratificado
21/2021/04 21:13:16,69,57,65,1013,-0.32,0.17,0.39,-0.47,0.00,0.66,2.93,3.64,-1.08,2,Estratificado
21/2021/04 21:13:19,73,62,67,1008,-0.13,0.16,0.31,-0.40,0.01,0.64,3.80,3.24,-0.65,2,Estratificado
21/2021/04 21:13:22,72,60,66,1013,-0.23,0.16,0.36,-0.40,0.00,0.62,3.92,4.94,-0.82,2,Estratificado
21/2021/04 21:13:25,73,59,66,1012,-0.54,0.16,0.29,-0.46,0.01,0.65,3.08,3.78,-1.10,2,Estratificado
21/2021/04 21:13:28,73,61,67,1010,-0.37,0.16,0.19,-0.42,-0.01,0.65,3.66,2.89,-0.69,2,Estratificado
21/2021/04 21:13:31,74,63,68,1011,-0.22,0.16,0.44,-0.41,-0.00,0.63,4.19,4.31,-0.30,2,Estratificado
21/2021/04 21:13:34,71,57,65,1016,-0.25,0.16,0.29,-0.43,0.01,0.64,3.63,4.23,-0.61,2,Estratificado
21/2021/04 21:13:37,72,58,67,1014,-0.15,0.15,0.26,-0.42,-0.03,0.62,3.69,3.20,-1.18,2,Estratificado
21/2021/04 21:13:40,71,59,66,1012,-0.07,0.16,0.32,-0.43,-0.00,0.64,3.56,3.81,-0.88,2,Estratificado
21/2021/04 21:13:43,74,63,67,1012,-0.17,0.15,0.36,-0.40,-0.00,0.62,3.87,3.98,-0.53,2,Estratificado
21/2021/04 21:13:46,73,58,66,1017,-0.27,0.16,0.34,-0.42,0.01,0.63,3.58,4.37,-0.47,2,Estratificado
21/2021/04 21:13:49,69,56,65,1013,-0.96,0.15,0.23,-0.43,-0.01,0.63,3.21,3.11,-1.23,2,Estratificado
21/2021/04 21:13:52,72,59,64,1010,-0.16,0.16,0.38,-0.40,0.01,0.64,3.91,3.17,-0.38,2,Estratificado
21/2021/04 21:13:55,74,59,66,1013,-0.08,0.16,0.31,-0.39,0.00,0.61,3.92,4.60,-0.75,2,Estratificado
21/2021/04 21:13:58,72,57,66,1013,0.01,0.17,0.33,-0.44,-0.01,0.63,3.33,3.82,-1.10,2,Estratificado
21/2021/04 21:14:01,69,58,66,1011,-0.94,0.17,0.23,-0.43,-0.01,0.64,3.37,2.82,-0.85,2,Estratificado
21/2021/04 21:14:04,73,60,64,1012,0.10,0.15,0.35,-0.39,0.00,0.62,3.95,3.91,-0.39,2,Estratificado
21/2021/04 21:14:07,69,57,66,1015,-0.58,0.16,0.28,-0.43,-0.00,0.65,3.31,4.47,-0.76,2,Estratificado
21/2021/04 21:14:10,72,58,66,1012,0.06,0.16,0.37,-0.42,-0.01,0.64,3.56,2.66,-1.17,2,Estratificado
21/2021/04 21:14:13,71,60,66,1012,-0.04,0.18,0.26,-0.40,-0.01,0.62,4.00,3.85,-0.66,2,Estratificado
21/2021/04 21:14:16,72,59,67,1012,0.24,0.18,0.47,-0.43,0.01,0.63,3.18,4.75,-0.75,2,Estratificado
21/2021/04 21:14:19,73,60,67,1011,0.90,0.16,0.20,-0.41,0.01,0.62,3.59,2.96,-1.04,2,Estratificado
21/2021/04 21:14:22,71,61,65,1011,-0.25,0.15,0.19,-0.40,-0.01,0.64,4.15,3.22,-0.41,2,Estratificado
21/2021/04 21:14:25,72,58,66,1012,-0.39,0.15,0.33,-0.40,0.00,0.63,3.68,4.11,-0.64,2,Estratificado
21/2021/04 21:14:28,70,56,66,1014,0.68,0.15,0.42,-0.42,0.00,0.63,3.54,3.54,-0.77,2,Estratificado
21/2021/04 21:14:31,72,57,66,1012,-0.08,0.16,0.20,-0.40,0.01,0.62,3.68,2.73,-1.05,2,Estratificado
21/2021/04 21:14:34,72,58,66,1012,-0.99,0.18,0.28,-0.40,-0.01,0.63,3.97,3.83,-0.51,2,Estratificado
21/2021/04 21:14:37,74,61,67,1014,1.03,0.15,0.22,-0.39,0.00,0.61,3.94,4.59,-0.81,2,Estratificado
21/2021/04 21:14:40,69,55,64,1014,-0.14,0.14,0.46,-0.44,0.01,0.65,3.33,4.26,-1.21,2,Estratificado
21/2021/04 21:14:43,72,59,66,880,0.13,0.14,0.31,-0.41,-0.01,0.64,3.75,3.34,-0.60,2,Estratificado
21/2021/04 21:14:46,70,58,64,1012,0.36,0.15,0.18,-0.38,0.02,0.61,3.69,4.53,-0.69,2,Estratificado
21/2021/04 21:14:49,71,56,66,1013,0.16,0.14,0.21,-0.44,0.00,0.65,3.46,3.93,-0.95,2,Estratificado
21/2021/04 21:14:52,73,57,65,1012,-0.08,0.14,0.47,-0.43,0.00,0.65,3.66,2.65,-0.77,2,Estratificado
21/2021/04 21:14:55,71,59,66,1012,-0.06,0.14,0.13,-0.40,-0.01,0.63,3.95,3.64,-0.39,2,Estratificado
21/2021/04 21:14:58,68,56,65,1015,0.09,0.14,0.27,-0.41,0.01,0.63,3.32,4.49,-0.49,2,Estratificado
21/2021/04 21:15:01,70,58,66,1012,-0.08,0.14,0.31,-0.43,0.01,0.64,3.21,3.15,-1.02,2,Estratificado
21/2021/04 21:15:04,70,56,64,1011,0.90,0.14,0.38,-0.40,-0.00,0.65,3.96,3.20,-0.39,2,Estratificado
21/2021/04 21:15:07,73,61,68,1011,-0.16,0.14,0.26,-0.38,0.01,0.61,4.16,4.17,-0.43,2,Estratificado
21/2021/04 21:15:10,73,60,67,1013,0.09,0.14,0.34,-0.42,0.02,0.63,3.56,4.97,-0.51,2,Estratificado
