data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 21:06:28,71,60,66,1005,-0.18,0.21,0.22,-0.44,0.01,0.64,4.05,2.85,-0.22,1,Estratificado
21/2021/04 21:06:28,72,60,66,1009,0.22,0.21,0.39,-0.39,0.00,0.61,3.64,4.85,-0.86,1,Estratificado
21/2021/04 21:06:28,71,58,66,1009,0.00,0.22,0.27,-0.42,0.00,0.64,3.31,4.50,-0.97,1,Estratificado
21/2021/04 21:06:28,72,59,67,1008,-0.04,0.22,0.39,-0.41,-0.02,0.62,3.27,3.24,-1.05,1,Estratificado
21/2021/04 21:06:31,73,60,67,1004,0.00,0.21,0.30,-0.36,-0.00,0.63,4.00,3.50,-0.28,1,Estratificado
21/2021/04 21:06:34,71,60,65,1008,0.01,0.21,0.33,-0.40,0.01,0.63,3.96,3.63,-0.37,1,Estratificado
21/2021/04 21:06:37,71,58,66,1009,0.04,0.21,0.29,-0.41,-0.00,0.62,3.82,4.51,-0.81,1,Estratificado
21/2021/04 21:06:40,66,55,65,1009,0.02,0.21,0.36,-0.42,0.00,0.65,3.31,4.94,-1.26,1,Estratificado
21/2021/04 21:06:43,69,55,65,1009,0.04,0.21,0.26,-0.41,0.00,0.63,3.37,3.20,-1.15,1,Estratificado
21/2021/04 21:06:46,72,61,67,1005,0.16,0.20,0.31,-0.41,-0.01,0.63,3.81,3.18,-0.45,1,Estratificado
21/2021/04 21:06:49,73,61,66,1009,-0.36,0.20,0.27,-0.42,0.02,0.62,3.98,3.85,-0.47,1,Estratificado
21/2021/04 21:06:52,72,59,66,1011,-1.04,0.19,0.29,-0.43,0.00,0.63,3.49,4.89,-0.84,1,Estratificado
21/2021/04 21:06:55,71,58,68,1009,-0.04,0.19,0.34,-0.44,-0.00,0.63,3.43,3.36,-1.20,1,Estratificado
21/2021/04 21:06:58,72,59,66,1007,0.11,0.19,0.24,-0.44,-0.01,0.66,3.63,2.80,-0.84,1,Estratificado
21/2021/04 21:07:01,74,63,68,1008,-0.17,0.19,0.29,-0.40,0.00,0.64,4.11,3.54,-0.46,1,Estratificado
21/2021/04 21:07:04,72,59,64,1009,0.05,0.19,0.22,-0.40,0.00,0.62,3.96,4.47,-0.54,1,Estratificado
21/2021/04 21:07:07,71,57,65,1014,-0.65,0.19,0.25,-0.42,0.00,0.63,3.73,4.61,-0.80,1,Estratificado
21/2021/04 21:07:10,70,56,65,1010,0.13,0.19,0.29,-0.44,0.00,0.66,3.36,3.69,-0.83,1,Estratificado
21/2021/04 21:07:13,70,59,67,1008,-0.15,0.19,0.29,-0.41,0.00,0.62,3.47,2.86,-0.75,1,Estratificado
21/2021/04 21:07:16,72,59,66,1008,0.53,0.19,0.20,-0.43,-0.01,0.64,3.60,2.53,-0.95,1,Estratificado
21/2021/04 21:07:19,72,60,65,1009,0.26,0.18,0.34,-0.43,-0.00,0.65,4.05,3.34,-0.38,1,Estratificado
