data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
18/2021/04 21:08:24,41,15,32,1023,0.09,0.38,0.94,-0.31,0.01,0.64,3.30,11.14,-2.64,5,Golfada
18/2021/04 21:08:27,39,29,33,1023,-0.39,0.38,1.00,-0.43,0.01,0.63,3.44,4.50,-1.50,5,Golfada
18/2021/04 21:08:30,31,17,31,1023,0.05,0.38,1.02,-0.39,0.01,0.62,4.34,3.08,-0.20,5,Golfada
18/2021/04 21:08:33,33,22,34,1023,0.45,0.38,0.94,-0.34,0.03,0.68,3.40,8.40,-0.63,5,Golfada
18/2021/04 21:08:36,48,39,31,1023,-0.46,0.39,0.97,-0.44,0.00,0.66,3.75,2.73,-0.43,5,Golfada
18/2021/04 21:08:39,34,17,31,1023,-0.15,0.38,0.92,-0.38,0.01,0.62,3.89,4.75,-0.29,5,Golfada
18/2021/04 21:08:42,34,23,31,1023,-0.42,0.38,0.98,-0.41,0.02,0.64,3.34,2.81,-1.60,5,Golfada
18/2021/04 21:08:45,45,34,32,1023,0.12,0.38,0.96,-0.43,0.01,0.65,3.79,2.34,-0.66,5,Golfada
18/2021/04 21:08:48,31,15,31,1023,0.35,0.38,1.03,-0.39,0.01,0.63,4.02,4.61,-0.56,5,Golfada
18/2021/04 21:08:51,36,23,32,1023,0.43,0.38,0.99,-0.40,0.00,0.61,3.54,4.40,-0.72,5,Golfada
18/2021/04 21:08:54,41,33,32,1023,-0.30,0.38,1.05,-0.42,0.01,0.64,3.93,2.58,-0.17,5,Golfada
18/2021/04 21:08:57,32,14,31,1023,-0.62,0.38,0.95,-0.38,0.04,0.66,3.93,3.05,-0.46,5,Golfada
18/2021/04 21:09:00,54,39,31,1023,-0.87,0.38,1.04,-0.44,0.00,0.66,3.64,3.08,-0.71,5,Golfada
18/2021/04 21:09:03,32,17,32,1023,-0.03,0.38,1.01,-0.40,0.04,0.64,3.59,3.94,-0.74,5,Golfada
18/2021/04 21:09:06,39,24,32,1023,-1.10,0.38,0.96,-0.41,0.00,0.64,3.17,4.42,-1.16,5,Golfada
18/2021/04 21:09:09,38,27,32,1023,-2.00,0.38,0.95,-0.46,0.03,0.70,4.14,2.07,-0.48,5,Golfada
18/2021/04 21:09:12,21,16,32,1023,0.39,0.38,1.01,-0.37,0.02,0.63,3.56,4.85,-0.48,5,Golfada
18/2021/04 21:09:15,36,23,31,1023,0.14,0.37,0.99,-0.43,-0.01,0.64,3.33,4.47,-1.11,5,Golfada
18/2021/04 21:09:18,49,36,32,1023,-0.34,0.38,1.05,-0.44,-0.01,0.67,4.48,2.82,-0.59,5,Golfada
18/2021/04 21:09:21,33,17,32,1023,-0.47,0.38,0.92,-0.41,0.02,0.65,4.14,4.34,0.01,5,Golfada
18/2021/04 21:09:24,36,22,32,1023,-0.06,0.38,1.01,-0.41,-0.01,0.63,3.28,4.40,-1.08,5,Golfada
18/2021/04 21:09:27,49,40,33,1023,-1.04,0.37,1.00,-0.43,0.00,0.65,3.40,1.81,-0.68,5,Golfada
18/2021/04 21:09:30,31,17,32,1023,-2.00,0.37,1.05,-0.39,0.07,0.65,4.82,1.98,0.34,5,Golfada
18/2021/04 21:09:33,33,21,31,1023,-2.00,0.37,0.97,-0.41,0.02,0.65,3.47,4.69,-0.92,5,Golfada
18/2021/04 21:09:36,54,38,32,1023,-1.13,0.38,0.89,-0.44,-0.01,0.66,3.47,2.45,-0.56,5,Golfada
18/2021/04 21:09:39,32,18,32,1023,-2.00,0.38,1.02,-0.24,0.00,0.65,4.15,6.37,-0.35,5,Golfada
18/2021/04 21:09:42,37,22,32,1023,-1.16,0.37,1.06,-0.40,-0.01,0.64,3.27,3.11,-1.15,5,Golfada
18/2021/04 21:09:45,52,37,32,1023,-0.81,0.38,1.01,-0.42,0.01,0.63,3.18,6.61,-0.62,5,Golfada
18/2021/04 21:09:48,34,16,32,1023,-0.47,0.37,0.93,-0.37,0.00,0.63,3.92,3.98,-0.44,5,Golfada
18/2021/04 21:09:51,35,22,31,1023,-0.25,0.37,1.05,-0.41,-0.00,0.65,3.43,3.91,-0.93,5,Golfada
18/2021/04 21:09:54,46,33,31,1023,-0.46,0.38,0.96,-0.42,0.05,0.65,3.87,2.53,-0.31,5,Golfada
18/2021/04 21:09:57,44,13,31,1023,0.04,0.38,1.00,-0.36,0.03,0.63,3.16,4.96,-1.83,5,Golfada
