data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 18:27:07,66,55,53,1023,-0.49,0.38,1.05,-0.44,-0.02,0.66,3.50,2.97,-0.73,4,Estratificado
21/2021/04 18:27:07,70,60,52,1023,0.31,0.38,1.00,-0.43,-0.02,0.65,3.80,2.66,-0.67,4,Estratificado
21/2021/04 18:27:07,61,40,52,1023,0.26,0.39,0.97,-0.41,0.04,0.63,3.50,4.25,-0.44,4,Estratificado
21/2021/04 18:27:07,53,47,53,1023,-1.87,0.39,0.97,-0.31,-0.03,0.57,4.31,4.57,-0.19,4,Estratificado
21/2021/04 18:27:10,66,54,52,1023,-0.20,0.37,0.95,-0.04,-0.23,0.42,4.11,0.80,-0.50,4,Estratificado
21/2021/04 18:27:13,63,46,54,1023,2.00,0.37,1.04,-0.40,-0.02,0.62,3.86,3.24,-0.08,4,Estratificado
21/2021/04 18:27:16,56,44,54,1023,-0.34,0.37,0.96,-0.41,-0.03,0.62,3.55,4.69,-0.50,4,Estratificado
21/2021/04 18:27:19,60,46,55,1023,-1.13,0.37,0.96,-0.41,0.04,0.64,3.07,3.98,-1.55,4,Estratificado
21/2021/04 18:27:22,70,57,54,1023,-1.09,0.37,0.90,-0.43,-0.06,0.66,4.26,0.48,-0.29,4,Estratificado
21/2021/04 18:27:25,58,45,54,1022,-2.00,0.37,1.02,-0.46,0.03,0.64,3.89,4.17,-0.50,4,Estratificado
21/2021/04 18:27:28,59,46,53,1023,-0.60,0.37,0.98,-0.40,0.01,0.63,3.71,4.88,-0.69,4,Estratificado
21/2021/04 18:27:31,63,50,55,1023,0.03,0.37,0.94,-0.43,0.03,0.64,3.08,4.64,-1.26,4,Estratificado
21/2021/04 18:27:34,60,53,52,1023,-0.80,0.37,0.97,-0.43,0.09,0.65,3.42,2.87,-0.62,4,Estratificado
21/2021/04 18:27:37,66,62,55,1023,0.31,0.37,0.99,-0.42,-0.03,0.63,3.78,3.67,-0.48,4,Estratificado
21/2021/04 18:27:40,55,38,54,1023,-1.40,0.36,0.95,-0.39,-0.01,0.61,4.18,3.63,0.04,4,Estratificado
21/2021/04 18:27:43,59,47,55,1023,-2.00,0.37,0.96,-0.38,-0.00,0.62,3.37,5.11,-0.63,4,Estratificado
21/2021/04 18:27:46,58,47,53,1023,2.00,0.39,0.90,-0.42,0.01,0.64,3.10,4.97,-1.18,4,Estratificado
21/2021/04 18:27:49,60,48,52,1023,-0.18,0.36,0.99,-0.42,-0.01,0.63,3.24,3.78,-1.12,4,Estratificado
21/2021/04 18:27:52,78,59,53,1023,0.13,0.36,0.98,-0.43,0.00,0.64,3.59,2.70,-0.63,4,Estratificado
21/2021/04 18:27:55,61,48,53,1023,0.05,0.36,0.98,-0.43,0.03,0.62,4.50,3.63,-0.67,4,Estratificado
21/2021/04 18:27:58,58,43,54,1023,1.95,0.36,0.94,-0.42,0.09,0.65,3.83,3.65,0.11,4,Estratificado
21/2021/04 18:28:01,57,45,51,1023,0.11,0.36,1.06,-0.45,-0.01,0.63,2.82,5.18,-1.35,4,Estratificado
21/2021/04 18:28:04,64,56,53,1023,0.32,0.38,0.93,-0.45,-0.04,0.64,3.26,2.74,-0.86,4,Estratificado
21/2021/04 18:28:07,59,46,53,1023,-0.29,0.37,0.95,-0.43,-0.02,0.64,4.12,2.56,-0.24,4,Estratificado
21/2021/04 18:28:10,58,43,52,1023,0.24,0.36,0.91,-0.42,-0.01,0.64,4.39,5.84,-1.18,4,Estratificado
21/2021/04 18:28:13,62,50,53,1023,-0.11,0.37,0.99,-0.43,-0.02,0.64,3.01,3.47,-1.24,4,Estratificado
21/2021/04 18:28:16,67,56,52,1023,-0.38,0.36,0.96,-0.42,-0.00,0.64,3.50,2.89,-0.87,4,Estratificado
21/2021/04 18:28:19,56,43,53,1018,0.23,0.36,0.86,-0.41,-0.00,0.63,3.56,3.31,-0.36,4,Estratificado
21/2021/04 18:28:22,59,44,52,1023,-0.60,0.40,0.97,-0.38,-0.01,0.61,3.73,4.20,-0.76,4,Estratificado
21/2021/04 18:28:25,58,48,54,1023,0.25,0.36,0.90,-0.43,0.04,0.64,3.16,4.43,-1.05,4,Estratificado
