data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 18:28:28,61,47,52,1023,-0.31,0.36,0.96,-0.38,-0.01,0.59,3.18,3.69,-2.00,4,Estratificado
21/2021/04 18:28:31,66,58,53,1023,1.34,0.36,0.94,-0.40,0.09,0.63,4.08,1.65,-0.40,4,Estratificado
21/2021/04 18:28:34,59,45,52,1023,1.17,0.36,0.89,-0.42,-0.02,0.65,4.21,2.24,-0.25,4,Estratificado
21/2021/04 18:28:37,58,43,54,1023,-2.00,0.37,0.98,-0.42,0.05,0.63,4.63,2.98,1.50,4,Estratificado
21/2021/04 18:28:40,53,47,54,1023,-0.27,0.37,1.07,-0.40,-0.01,0.64,3.27,3.66,-0.90,4,Estratificado
21/2021/04 18:28:43,60,50,53,1023,-0.30,0.37,0.84,-0.40,-0.01,0.60,3.02,3.99,-1.76,4,Estratificado
21/2021/04 18:28:46,62,52,52,1023,0.20,0.36,1.06,-0.43,0.04,0.65,3.58,3.24,-0.52,4,Estratificado
21/2021/04 18:28:49,56,42,53,1023,-0.04,0.36,0.98,-0.38,0.02,0.62,3.87,4.56,-0.35,4,Estratificado
21/2021/04 18:28:52,56,45,53,1023,0.23,0.36,0.95,-0.43,0.02,0.63,3.21,6.95,-0.81,4,Estratificado
21/2021/04 18:28:55,62,50,54,1023,0.99,0.36,0.99,-0.26,-0.15,0.51,4.56,2.03,-1.17,4,Estratificado
21/2021/04 18:28:58,66,57,53,1023,-0.64,0.37,1.03,-0.44,-0.07,0.65,3.77,2.56,-0.77,4,Estratificado
21/2021/04 18:29:01,63,45,53,1023,1.95,0.36,0.98,-0.41,0.00,0.64,3.87,3.40,-0.25,4,Estratificado
21/2021/04 18:29:04,60,45,53,1023,-0.43,0.36,0.94,-0.38,0.01,0.63,3.75,4.92,-0.85,4,Estratificado
21/2021/04 18:29:07,65,50,54,1023,-0.46,0.36,0.92,-0.44,0.02,0.64,3.29,4.09,-0.90,4,Estratificado
21/2021/04 18:29:10,61,53,55,1023,-1.32,0.36,0.94,-0.42,-0.03,0.63,3.42,2.83,-1.24,4,Estratificado
21/2021/04 18:29:13,61,52,53,1023,0.03,0.36,0.91,-0.41,0.00,0.64,3.61,3.74,-0.33,4,Estratificado
21/2021/04 18:29:16,55,39,52,1023,0.02,0.36,1.00,-0.41,-0.00,0.63,3.97,3.67,-0.13,4,Estratificado
21/2021/04 18:29:19,59,47,55,1023,0.57,0.36,1.02,-0.41,0.02,0.63,3.50,4.64,-0.46,4,Estratificado
21/2021/04 18:29:22,62,50,53,1023,1.14,0.37,0.89,-0.48,-0.01,0.65,2.96,5.70,-0.96,4,Estratificado
21/2021/04 18:29:25,69,60,56,1023,2.00,0.36,1.03,-0.44,-0.02,0.64,3.86,2.81,-0.40,4,Estratificado
21/2021/04 18:29:28,56,39,52,1023,0.77,0.36,0.93,-0.43,0.01,0.66,4.60,2.49,1.03,4,Estratificado
21/2021/04 18:29:31,61,49,52,1023,-0.70,0.36,0.95,-0.43,0.00,0.64,2.97,4.42,-1.31,4,Estratificado
21/2021/04 18:29:34,68,51,54,1023,-2.00,0.36,0.99,-0.43,-0.01,0.64,3.75,2.38,-0.39,4,Estratificado
21/2021/04 18:29:37,66,45,54,1023,-2.00,0.36,1.00,-0.41,-0.06,0.64,3.67,2.03,-0.99,4,Estratificado
21/2021/04 18:29:40,65,55,55,1023,0.34,0.36,0.87,-0.44,-0.01,0.62,3.63,2.49,-0.76,4,Estratificado
21/2021/04 18:29:43,57,42,55,1015,-0.52,0.36,0.95,-0.53,0.03,0.80,2.21,-2.36,-1.02,4,Estratificado
21/2021/04 18:29:46,59,43,53,1023,-0.49,0.36,0.96,-0.40,-0.01,0.65,3.63,4.42,-0.31,4,Estratificado
21/2021/04 18:29:49,65,57,53,1023,-1.62,0.36,0.99,-0.43,0.01,0.66,3.53,2.24,-0.75,4,Estratificado
21/2021/04 18:29:52,60,42,55,1023,-0.95,0.36,0.91,-0.41,0.00,0.62,4.75,0.95,0.75,4,Estratificado
21/2021/04 18:29:55,52,45,52,1023,0.33,0.36,0.95,-0.43,0.02,0.64,3.25,4.37,-0.81,4,Estratificado
21/2021/04 18:29:58,61,48,52,1023,-1.17,0.36,1.04,-0.42,-0.02,0.63,3.21,3.50,-1.11,4,Estratificado
21/2021/04 18:30:01,73,56,53,1023,0.21,0.36,0.88,-0.42,0.01,0.63,3.58,3.08,-1.17,4,Estratificado
21/2021/04 18:30:04,56,40,53,1023,0.40,0.36,0.87,-0.41,0.01,0.64,4.21,3.81,-0.40,4,Estratificado
21/2021/04 18:30:07,62,47,55,1023,0.34,0.37,0.94,-0.40,0.02,0.62,3.34,5.14,-0.70,4,Estratificado
