data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 16:31:37,96,83,101,1023,-0.14,0.37,1.16,-0.41,-0.01,0.64,3.61,2.47,-0.45,3,Estratificado
19/2021/04 16:31:37,79,62,101,1022,-0.16,0.30,0.86,-0.39,-0.01,0.64,3.96,2.36,-0.60,3,Estratificado
19/2021/04 16:31:37,90,63,103,1023,-0.10,0.34,0.81,-0.42,0.04,0.68,3.48,-1.89,-2.73,3,Estratificado
19/2021/04 16:31:37,82,68,103,1023,-0.03,0.29,0.52,-0.36,-0.01,0.64,3.13,4.04,-0.78,3,Estratificado
19/2021/04 16:31:37,87,76,101,1023,0.26,0.28,0.73,-0.39,0.02,0.64,3.32,3.34,-0.53,3,Estratificado
19/2021/04 16:31:37,85,69,99,1023,-0.18,0.29,0.61,-0.45,-0.00,0.66,3.30,1.93,-0.45,3,Estratificado
19/2021/04 16:31:37,80,69,103,1023,-1.24,0.28,0.67,-0.38,0.00,0.63,3.22,3.88,-0.37,3,Estratificado
19/2021/04 16:31:37,84,72,102,1023,-0.41,0.28,0.69,-0.40,0.02,0.64,2.69,5.05,-1.19,3,Estratificado
19/2021/04 16:31:39,85,77,99,1023,-0.01,0.29,0.62,-0.42,0.01,0.65,2.92,2.44,-1.10,3,Estratificado
19/2021/04 16:31:42,85,70,103,1023,-0.41,0.28,0.68,-0.44,0.01,0.66,3.10,2.12,-0.64,3,Estratificado
19/2021/04 16:31:45,85,63,101,1023,-2.00,0.28,0.63,-0.39,0.02,0.63,3.26,3.93,-0.30,3,Estratificado
19/2021/04 16:31:48,82,66,102,1023,-0.80,0.28,0.64,-0.38,0.00,0.65,3.25,4.82,-1.23,3,Estratificado
19/2021/04 16:31:51,86,75,101,1023,-1.17,0.29,0.61,-0.45,-0.01,0.65,2.48,3.34,-1.37,3,Estratificado
19/2021/04 16:31:54,94,83,101,1023,-0.10,0.28,0.68,-0.44,-0.01,0.66,3.09,1.56,-0.19,3,Estratificado
19/2021/04 16:31:57,75,61,100,1023,0.17,0.28,0.70,-0.38,-0.01,0.64,3.22,3.08,-0.60,3,Estratificado
19/2021/04 16:32:00,73,62,103,1023,-1.03,0.28,0.56,-0.36,-0.02,0.62,3.23,4.92,-0.65,3,Estratificado
19/2021/04 16:32:03,82,69,103,1023,-1.49,0.28,0.74,0.00,0.00,0.00,0.00,0.00,0.00,3,Estratificado
19/2021/04 16:32:06,96,86,101,1023,-0.11,0.30,0.54,-0.39,-0.00,0.65,2.53,4.64,-1.21,3,Estratificado
19/2021/04 16:32:09,79,65,103,1023,-1.07,0.29,0.69,-0.39,0.02,0.64,3.27,2.77,-0.44,3,Estratificado
19/2021/04 16:32:12,66,61,101,1023,-0.71,0.28,0.60,-0.37,0.03,0.63,3.18,5.05,-0.49,3,Estratificado
