data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 16:53:48,122,109,110,1023,1.96,0.41,0.72,-0.43,0.01,0.66,3.08,2.31,-0.38,2,Estratificado
19/2021/04 16:53:51,125,114,118,1023,-1.70,0.40,0.79,-0.39,0.01,0.64,3.12,3.00,-0.37,2,Estratificado
19/2021/04 16:53:54,124,114,115,1023,-0.03,0.40,0.74,-0.39,0.01,0.64,2.54,4.12,-1.41,2,Estratificado
19/2021/04 16:53:57,135,124,123,1023,-1.48,0.41,0.73,-0.35,-0.00,0.62,3.01,2.49,-1.01,2,Estratificado
19/2021/04 16:54:00,129,114,121,1023,-0.35,0.40,0.74,-0.43,0.00,0.64,3.37,4.81,-0.01,2,Estratificado
19/2021/04 16:54:03,205,195,197,1023,0.28,0.40,0.78,-0.44,0.02,0.65,2.68,4.98,-0.66,2,Estratificado
19/2021/04 16:54:06,138,116,114,1023,0.23,0.40,0.78,-0.43,0.01,0.66,2.44,3.26,-1.33,2,Estratificado
19/2021/04 16:54:09,126,115,112,1022,0.18,0.40,0.75,-0.45,-0.02,0.65,3.02,1.63,0.06,2,Estratificado
19/2021/04 16:54:12,106,91,103,1019,0.10,0.40,0.78,-0.38,-0.01,0.62,3.01,3.78,-0.64,2,Estratificado
19/2021/04 16:54:15,102,90,94,1023,0.79,0.40,0.73,-0.29,0.02,0.66,2.58,2.49,-1.47,2,Estratificado
19/2021/04 16:54:18,106,96,90,1023,0.09,0.40,0.82,-0.44,0.01,0.66,3.22,1.79,-0.46,2,Estratificado
