data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 17:16:16,135,122,113,1023,-0.80,0.61,1.16,-0.43,0.01,0.65,4.10,2.13,-0.15,2,Plug
19/2021/04 17:16:16,111,100,107,1023,-0.55,0.61,1.18,-0.39,0.02,0.62,3.26,-1.32,2.01,2,Plug
19/2021/04 17:16:16,117,99,110,1023,-0.54,0.62,1.18,-0.40,0.01,0.64,3.39,4.42,-0.46,2,Plug
19/2021/04 17:16:16,118,105,110,1023,-0.12,0.61,1.17,-0.43,0.00,0.64,2.46,5.09,-1.74,2,Plug
19/2021/04 17:16:16,125,111,109,1023,-0.95,0.61,1.28,-0.43,-0.01,0.64,3.11,3.62,-1.30,2,Plug
19/2021/04 17:16:16,121,106,106,1023,-0.07,0.61,1.24,-0.42,-0.00,0.64,3.71,3.14,-0.39,2,Plug
19/2021/04 17:16:17,116,102,111,1023,-1.91,0.61,1.19,-0.42,-0.03,0.66,4.01,3.60,0.76,2,Plug
19/2021/04 17:16:20,120,108,113,1023,0.45,0.61,1.19,-0.40,0.01,0.63,3.34,3.37,-1.12,2,Plug
19/2021/04 17:16:23,118,108,113,1023,0.18,0.61,1.20,-0.42,0.01,0.64,2.85,4.81,-1.27,2,Plug
19/2021/04 17:16:26,128,118,110,1023,0.04,0.61,1.21,-0.43,0.01,0.65,2.79,2.17,-1.93,2,Plug
19/2021/04 17:16:29,128,113,110,1023,0.22,0.61,1.13,-0.46,-0.01,0.65,3.69,1.10,-0.56,2,Plug
19/2021/04 17:16:32,119,106,113,1023,-1.89,0.61,1.18,-0.41,0.02,0.64,3.58,3.42,-0.45,2,Plug
19/2021/04 17:16:35,119,108,112,1023,-0.48,0.62,1.19,-0.41,0.00,0.64,2.55,4.22,-1.84,2,Plug
19/2021/04 17:16:38,131,121,110,1023,-0.09,0.61,1.22,-0.42,-0.01,0.66,3.68,2.46,-0.92,2,Plug
19/2021/04 17:16:41,115,102,110,1023,-0.40,0.61,1.17,-0.41,-0.00,0.65,3.79,2.73,-0.15,2,Plug
19/2021/04 17:16:44,124,108,113,1023,-0.46,0.61,1.18,-0.38,-0.02,0.62,3.27,4.78,-0.89,2,Plug
19/2021/04 17:16:47,121,111,110,1023,0.24,0.61,1.18,-0.43,-0.02,0.65,3.45,3.40,-0.73,2,Plug
19/2021/04 17:16:50,120,105,110,1023,0.34,0.62,1.15,-0.43,0.03,0.65,3.84,2.21,-0.19,2,Plug
19/2021/04 17:16:53,121,106,110,1023,-0.33,0.61,1.23,-0.40,0.01,0.65,3.29,5.36,-1.60,2,Plug
19/2021/04 17:16:56,122,108,110,1023,0.81,0.61,1.19,-0.42,0.05,0.64,2.74,4.18,-1.60,2,Plug
19/2021/04 17:16:59,124,112,110,1023,0.19,0.62,1.14,-0.47,0.02,0.66,3.88,0.84,0.78,2,Plug
19/2021/04 17:17:02,107,97,107,1023,-1.70,0.62,1.17,-0.37,0.01,0.62,3.48,4.69,-0.46,2,Plug
19/2021/04 17:17:05,115,101,108,1023,-0.87,0.62,1.10,-0.41,0.20,0.61,1.66,7.08,-0.76,2,Plug
19/2021/04 17:17:08,138,116,107,1023,-0.36,0.62,1.19,-0.44,0.01,0.67,3.84,2.62,-0.60,2,Plug
19/2021/04 17:17:11,119,104,113,1023,-0.54,0.61,1.28,-0.39,0.02,0.63,3.53,4.32,-0.21,2,Plug
19/2021/04 17:17:14,119,107,111,1023,-1.87,0.61,1.25,-0.42,0.02,0.64,2.55,4.27,-2.05,2,Plug
19/2021/04 17:17:17,115,103,107,1023,-1.56,0.61,1.19,-0.46,-0.01,0.66,4.10,2.11,0.51,2,Plug
19/2021/04 17:17:20,114,102,107,1023,0.22,0.61,1.27,-0.39,0.03,0.64,3.20,4.78,-0.94,2,Plug
19/2021/04 17:17:23,126,111,113,1023,-0.74,0.61,1.20,-0.41,0.01,0.65,2.73,4.34,-1.76,2,Plug
19/2021/04 17:17:26,127,115,107,1023,-1.26,0.61,1.20,-0.45,0.03,0.63,3.79,0.02,-0.79,2,Plug
19/2021/04 17:17:29,108,99,107,1023,-0.37,0.62,1.23,-0.40,0.02,0.64,3.63,4.12,-0.34,2,Plug
19/2021/04 17:17:32,119,107,113,1023,-0.39,0.62,1.18,-0.40,0.01,0.63,3.20,3.21,-0.78,2,Plug
19/2021/04 17:17:35,125,116,108,1023,-1.91,0.62,1.12,-0.43,0.04,0.65,3.03,3.89,-0.99,2,Plug
