data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 17:17:38,121,107,111,1023,0.03,0.61,1.22,-0.42,0.02,0.65,3.66,2.77,-0.34,2,Plug
19/2021/04 17:17:41,119,102,113,1023,0.05,0.61,1.15,-0.45,0.01,0.67,3.46,5.84,0.47,2,Plug
19/2021/04 17:17:44,122,112,111,1023,0.17,0.61,1.20,-0.44,0.00,0.66,2.65,3.76,-1.24,2,Plug
19/2021/04 17:17:47,117,101,108,1023,-0.06,0.63,1.18,-0.45,-0.01,0.66,3.70,3.11,-0.18,2,Plug
19/2021/04 17:17:50,128,106,112,1023,0.40,0.62,1.16,-0.39,0.03,0.62,3.53,4.24,-0.98,2,Plug
19/2021/04 17:17:53,118,103,108,1023,1.47,0.62,1.19,-0.38,0.01,0.63,2.89,5.15,-1.82,2,Plug
19/2021/04 17:17:56,136,121,113,1023,-1.85,0.61,1.17,-0.44,0.01,0.65,3.76,2.45,-0.40,2,Plug
19/2021/04 17:17:59,120,105,111,1023,0.55,0.61,1.17,-0.41,0.04,0.63,3.36,3.90,-0.79,2,Plug
19/2021/04 17:18:02,116,102,111,1023,-0.07,0.61,1.20,-0.42,0.01,0.65,2.82,4.95,-1.38,2,Plug
19/2021/04 17:18:05,121,109,110,1023,0.22,0.62,1.19,-0.37,0.01,0.63,2.67,3.74,-2.25,2,Plug
19/2021/04 17:18:08,128,116,108,1023,-0.43,0.61,1.19,-0.41,0.01,0.65,3.60,2.24,-0.53,2,Plug
19/2021/04 17:18:11,118,105,113,1023,0.27,0.61,1.22,-0.41,0.01,0.64,3.66,3.47,-0.53,2,Plug
19/2021/04 17:18:14,113,103,108,1023,-1.89,0.62,1.19,-0.44,0.01,0.66,3.41,4.31,-0.86,2,Plug
19/2021/04 17:18:17,124,112,114,1023,-0.76,0.61,1.17,-0.43,-0.01,0.64,3.05,3.92,-0.80,2,Plug
19/2021/04 17:18:20,126,111,108,1023,-0.21,0.61,1.19,-0.43,-0.03,0.65,3.31,3.20,-0.81,2,Plug
19/2021/04 17:18:23,119,106,111,1023,-0.62,0.61,1.21,-0.43,0.03,0.66,3.74,2.13,-0.24,2,Plug
19/2021/04 17:18:26,116,104,108,1023,0.14,0.61,1.19,-0.38,-0.00,0.63,3.56,4.01,-0.39,2,Plug
19/2021/04 17:18:29,124,110,113,1023,0.98,0.62,1.15,-0.41,0.00,0.64,3.12,3.92,-0.93,2,Plug
19/2021/04 17:18:32,120,105,108,1023,-1.89,0.62,1.16,-0.39,0.02,0.63,2.51,3.80,-2.47,2,Plug
19/2021/04 17:18:35,119,107,111,1023,-1.84,0.61,1.17,-0.33,0.18,0.53,3.89,1.37,0.04,2,Plug
19/2021/04 17:18:38,124,112,113,1023,0.32,0.62,1.17,-0.39,-0.02,0.61,3.02,4.02,-1.11,2,Plug
19/2021/04 17:18:41,131,119,110,1023,-1.62,0.62,1.16,-0.44,-0.00,0.66,3.85,1.21,-0.31,2,Plug
19/2021/04 17:18:44,107,100,109,1023,-1.93,0.62,1.18,-0.42,0.04,0.65,3.77,1.86,-0.07,2,Plug
19/2021/04 17:18:47,120,106,112,1023,-0.18,0.62,1.20,-0.40,0.01,0.63,2.69,4.58,-1.43,2,Plug
19/2021/04 17:18:50,140,118,108,1023,-1.88,0.62,1.15,-0.44,-0.00,0.65,3.77,3.26,-0.49,2,Plug
19/2021/04 17:18:53,115,103,108,1023,-1.03,0.61,1.23,-0.39,0.00,0.63,3.76,3.53,-0.40,2,Plug
19/2021/04 17:18:56,123,109,112,1023,0.17,0.61,1.19,-0.40,0.00,0.64,2.86,4.98,-1.37,2,Plug
19/2021/04 17:18:59,131,114,110,1023,-0.45,0.61,1.22,-0.43,-0.02,0.64,3.33,3.23,-0.21,2,Plug
19/2021/04 17:19:02,121,104,111,1023,0.10,0.61,1.23,-0.39,-0.00,0.64,4.09,3.02,0.10,2,Plug
19/2021/04 17:19:05,115,105,111,1023,0.47,0.61,1.20,-0.38,0.00,0.61,3.40,4.65,-0.75,2,Plug
19/2021/04 17:19:08,123,107,114,1023,0.13,0.61,1.09,-0.46,-0.03,0.62,2.47,2.54,2.38,2,Plug
19/2021/04 17:19:11,128,119,111,1023,1.08,0.61,1.21,-0.41,0.12,0.57,3.57,-6.18,-4.85,2,Plug
19/2021/04 17:19:14,116,102,111,1023,0.14,0.61,1.22,-0.41,0.01,0.65,3.62,3.79,-0.33,2,Plug
19/2021/04 17:19:17,118,105,110,1023,0.35,0.61,1.20,-0.39,-0.00,0.62,2.91,5.43,-1.66,2,Plug
