data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 15:28:06,52,43,56,1023,-1.38,0.61,1.23,-0.41,-0.02,0.64,3.75,3.88,-0.82,5,Golfada
20/2021/04 15:28:06,43,28,57,1023,-0.96,0.61,1.28,-0.38,-0.00,0.63,3.97,3.33,-0.10,5,Golfada
20/2021/04 15:28:06,41,26,57,1023,1.44,0.60,1.29,-0.42,0.03,0.63,3.53,3.36,-0.82,5,Golfada
20/2021/04 15:28:06,40,24,56,1023,-2.00,0.61,1.23,-0.44,0.06,0.67,2.82,2.59,-0.43,5,Golfada
20/2021/04 15:28:06,40,27,56,1023,-0.06,0.64,1.30,-0.44,-0.01,0.66,3.06,46.86,-7.85,5,Golfada
20/2021/04 15:28:06,43,29,55,1023,0.20,0.64,1.23,-0.40,0.01,0.64,3.12,4.18,-0.85,5,Golfada
20/2021/04 15:28:06,44,36,56,1023,0.58,0.63,1.26,-0.40,-0.02,0.65,2.79,5.84,-1.00,5,Golfada
20/2021/04 15:28:09,54,47,56,1023,-2.00,0.64,1.27,-0.43,0.00,0.65,3.68,3.92,-0.73,5,Golfada
20/2021/04 15:28:12,52,46,55,1023,0.55,0.61,1.28,-0.41,0.06,0.63,3.10,3.24,-0.74,5,Golfada
20/2021/04 15:28:15,47,36,55,1023,0.54,0.60,1.24,-0.45,-0.00,0.65,3.75,1.76,-0.37,5,Golfada
20/2021/04 15:28:18,43,27,60,1023,2.00,0.60,1.29,-0.47,-0.24,0.65,5.67,-0.37,3.47,5,Golfada
20/2021/04 15:28:21,41,23,56,1023,0.70,0.61,1.36,-0.42,0.05,0.70,1.88,8.16,-2.46,5,Golfada
20/2021/04 15:28:24,44,26,55,1023,0.08,0.60,1.25,-0.42,-0.01,0.61,3.24,3.38,-0.75,5,Golfada
20/2021/04 15:28:27,44,29,56,1023,0.33,0.60,1.31,-0.42,0.00,0.65,2.94,5.94,-1.73,5,Golfada
20/2021/04 15:28:30,52,47,57,1023,-2.00,0.60,1.29,-0.44,0.00,0.65,3.47,1.86,-0.56,5,Golfada
20/2021/04 15:28:33,44,33,56,1023,1.48,0.60,1.30,-0.47,0.02,0.63,3.97,2.08,-0.98,5,Golfada
20/2021/04 15:28:36,39,25,56,1023,-2.00,0.60,1.28,-0.40,0.02,0.63,3.37,4.68,-0.62,5,Golfada
20/2021/04 15:28:39,44,28,55,1023,2.00,0.59,1.23,-0.32,-0.06,0.59,3.41,6.55,-1.92,5,Golfada
20/2021/04 15:28:42,57,46,55,1023,-1.01,0.60,1.32,-0.44,-0.02,0.64,3.33,2.92,-0.76,5,Golfada
20/2021/04 15:28:45,44,26,56,1023,-0.99,0.60,1.26,-0.41,-0.02,0.65,3.36,3.52,-0.43,5,Golfada
20/2021/04 15:28:48,32,21,57,1023,1.87,0.60,1.20,-0.39,0.06,0.65,0.53,8.57,-1.85,5,Golfada
20/2021/04 15:28:51,43,28,56,1023,1.62,0.60,1.29,-0.38,-0.03,0.63,2.87,4.90,-0.86,5,Golfada
20/2021/04 15:28:54,51,48,56,1023,0.17,0.60,1.25,-0.45,0.02,0.64,3.33,1.93,-0.70,5,Golfada
20/2021/04 15:28:57,41,25,56,1023,0.02,0.60,1.29,-0.40,-0.01,0.64,3.69,2.76,-0.63,5,Golfada
20/2021/04 15:29:00,41,24,56,1023,0.25,0.60,1.21,-0.39,0.01,0.65,3.24,3.80,-1.13,5,Golfada
20/2021/04 15:29:03,47,36,55,1023,0.41,0.60,1.24,-0.43,0.00,0.65,3.22,4.09,-1.39,5,Golfada
20/2021/04 15:29:06,50,40,54,1023,1.08,0.60,1.30,-0.44,-0.09,0.64,4.21,0.74,0.78,5,Golfada
20/2021/04 15:29:09,37,24,55,1023,-1.58,0.60,1.27,-0.40,0.01,0.63,3.67,3.02,-0.49,5,Golfada
20/2021/04 15:29:12,33,23,55,1023,-2.00,0.60,1.20,-0.42,0.00,0.66,4.14,3.14,0.22,5,Golfada
20/2021/04 15:29:15,41,28,55,1023,0.24,0.60,1.23,-0.39,0.02,0.64,2.82,4.73,-1.55,5,Golfada
20/2021/04 15:29:18,54,48,56,1023,-0.22,0.60,1.24,-0.40,0.04,0.65,3.66,1.58,-0.21,5,Golfada
20/2021/04 15:29:21,52,41,54,1023,-1.55,0.60,1.23,-0.44,0.01,0.62,2.48,4.81,-1.47,5,Golfada
20/2021/04 15:29:24,40,25,55,1023,-0.05,0.60,1.25,-0.38,-0.00,0.64,3.66,3.21,-1.01,5,Golfada
20/2021/04 15:29:27,41,24,56,1023,-0.01,0.60,1.23,-0.39,0.02,0.63,3.27,4.50,-0.64,5,Golfada
20/2021/04 15:29:30,32,23,56,1023,0.12,0.60,1.25,-0.38,0.03,0.61,3.36,4.71,-1.06,5,Golfada
20/2021/04 15:29:33,42,29,55,1023,-1.05,0.60,1.31,-0.42,-0.01,0.64,2.85,4.40,-1.04,5,Golfada
20/2021/04 15:29:36,44,30,56,1023,0.66,0.60,1.26,-0.41,0.00,0.63,2.85,4.55,-1.38,5,Golfada
20/2021/04 15:29:39,52,46,56,1023,1.31,0.60,1.25,-0.41,-0.02,0.64,2.79,5.34,-0.52,5,Golfada
20/2021/04 15:29:42,53,45,57,1023,1.03,0.59,1.29,-0.46,0.02,0.65,3.46,3.82,-0.45,5,Golfada
20/2021/04 15:29:45,40,26,56,1023,-0.67,0.60,1.26,-0.40,0.01,0.65,3.91,3.44,-0.13,5,Golfada
20/2021/04 15:29:48,40,23,55,1023,-0.18,0.61,1.28,-0.39,0.02,0.65,3.66,3.02,-0.73,5,Golfada
20/2021/04 15:29:51,40,26,54,1023,0.17,0.61,1.22,-0.42,-0.02,0.65,3.05,3.95,-1.02,5,Golfada
20/2021/04 15:29:54,53,40,57,1023,1.02,0.60,1.30,-0.43,-0.00,0.64,2.94,6.02,-1.34,5,Golfada
20/2021/04 15:29:57,49,41,55,1023,1.11,0.61,1.25,-0.41,-0.00,0.64,3.40,2.60,-0.34,5,Golfada
20/2021/04 15:30:00,43,24,55,1023,0.62,0.61,1.20,-0.39,0.03,0.64,3.87,3.64,-0.31,5,Golfada
20/2021/04 15:30:03,40,21,55,1023,-0.43,0.60,1.19,-0.38,-0.02,0.63,3.32,4.75,-0.76,5,Golfada
20/2021/04 15:30:06,46,31,54,1023,0.01,0.61,1.28,-0.41,-0.03,0.63,3.53,3.53,-0.39,5,Golfada
20/2021/04 15:30:09,53,46,56,1023,-0.66,0.60,1.29,-0.42,0.03,0.66,3.19,3.61,-0.41,5,Golfada
20/2021/04 15:30:12,39,24,55,1023,-0.38,0.60,1.23,-0.40,-0.00,0.61,3.50,3.26,-1.30,5,Golfada
20/2021/04 15:30:15,38,23,57,1023,-1.08,0.60,1.23,-0.34,-0.01,0.66,3.73,5.16,-1.65,5,Golfada
20/2021/04 15:30:18,41,26,55,1023,-0.36,0.61,1.29,-0.41,0.02,0.63,3.27,4.11,-0.51,5,Golfada
20/2021/04 15:30:21,47,29,56,1023,-0.05,0.61,1.24,-0.44,0.01,0.66,3.12,3.82,-1.11,5,Golfada
20/2021/04 15:30:24,46,46,55,1023,-0.11,0.60,1.31,-0.41,-0.05,0.64,3.52,2.78,-0.63,5,Golfada
20/2021/04 15:30:27,46,33,54,1023,-0.42,0.61,1.24,-0.43,-0.03,0.63,3.76,2.94,-0.11,5,Golfada
20/2021/04 15:30:30,40,24,55,1023,-0.84,0.60,1.21,-0.40,-0.05,0.64,3.70,3.71,-0.30,5,Golfada
