data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 17:50:34,100,92,96,1023,-1.09,0.73,1.38,-0.33,-0.02,0.55,5.02,2.31,0.34,3,Plug
19/2021/04 17:50:34,101,90,96,1023,-1.26,0.73,1.41,-0.42,0.01,0.65,2.95,4.17,-1.12,3,Plug
19/2021/04 17:50:34,113,100,97,1023,-0.77,0.73,1.33,-0.44,0.01,0.65,3.47,2.44,-0.88,3,Plug
19/2021/04 17:50:34,113,104,97,1023,-1.29,0.72,1.38,-0.46,-0.01,0.65,3.48,2.67,-0.57,3,Plug
19/2021/04 17:50:34,99,87,97,1023,-0.21,0.72,1.37,-0.40,0.01,0.63,3.49,3.71,-0.43,3,Plug
19/2021/04 17:50:34,100,87,94,1023,-0.43,0.73,1.38,-0.42,0.01,0.65,2.79,6.86,-1.73,3,Plug
19/2021/04 17:50:34,111,100,97,1023,0.34,0.73,1.40,-0.40,-0.01,0.66,2.55,5.42,-2.21,3,Plug
19/2021/04 17:50:34,119,107,97,1023,-1.49,0.73,1.37,-0.42,-0.02,0.65,3.98,2.61,-0.20,3,Plug
19/2021/04 17:50:34,98,83,94,1023,-1.42,0.73,1.31,-0.43,-0.00,0.64,3.76,3.39,-0.25,3,Plug
19/2021/04 17:50:34,103,94,106,1023,2.00,0.73,1.32,-0.38,-0.00,0.63,3.35,4.99,-1.27,3,Plug
19/2021/04 17:50:34,100,89,97,1023,-1.59,0.73,1.39,-0.42,0.03,0.65,2.83,5.31,-1.34,3,Plug
19/2021/04 17:50:34,105,92,94,1023,2.00,0.73,1.30,-0.43,-0.03,0.67,3.58,6.32,-1.60,3,Plug
19/2021/04 17:50:34,114,105,94,1023,-0.33,0.73,1.33,-0.41,0.01,0.64,3.36,2.97,-0.82,3,Plug
19/2021/04 17:50:34,110,98,98,1023,0.32,0.72,1.25,-0.52,0.09,0.75,4.71,-1.89,1.89,3,Plug
19/2021/04 17:50:34,104,89,96,1023,-0.33,0.72,1.39,-0.40,0.01,0.66,4.14,3.70,0.47,3,Plug
19/2021/04 17:50:34,99,88,95,1023,0.01,0.72,1.32,-0.41,0.00,0.64,3.05,5.02,-0.73,3,Plug
19/2021/04 17:50:37,110,100,99,1023,-1.97,0.72,1.31,-0.39,-0.10,0.63,4.57,3.69,0.34,3,Plug
19/2021/04 17:50:40,107,104,96,1023,-1.14,0.72,1.39,-0.40,-0.02,0.64,3.94,2.84,-0.32,3,Plug
19/2021/04 17:50:43,102,87,96,1023,0.94,0.72,1.37,-0.39,0.03,0.62,3.34,3.98,-0.53,3,Plug
19/2021/04 17:50:46,103,91,98,1023,-0.44,0.72,1.38,-0.42,0.02,0.64,2.98,4.82,-1.35,3,Plug
19/2021/04 17:50:49,114,102,96,1023,0.99,0.72,1.35,-0.43,-0.00,0.65,2.87,3.57,-1.23,3,Plug
19/2021/04 17:50:52,111,98,96,1023,-1.97,0.72,1.33,-0.40,0.00,0.68,4.06,1.45,1.40,3,Plug
19/2021/04 17:50:55,101,87,96,1023,-0.77,0.72,1.41,-0.41,-0.00,0.64,4.07,2.76,-0.18,3,Plug
19/2021/04 17:50:58,97,86,93,1023,-0.13,0.72,1.40,-0.44,0.03,0.65,3.32,3.40,-1.11,3,Plug
19/2021/04 17:51:01,103,92,95,1023,-0.38,0.72,1.33,-0.42,-0.01,0.64,3.24,4.23,-1.22,3,Plug
19/2021/04 17:51:04,118,109,98,1023,0.06,0.72,1.39,-0.40,0.03,0.65,3.69,2.66,-0.75,3,Plug
19/2021/04 17:51:07,101,85,95,1023,-1.83,0.72,1.32,-0.44,0.01,0.65,3.50,3.97,-0.27,3,Plug
19/2021/04 17:51:10,92,80,93,1023,-1.74,0.72,1.39,-0.38,0.01,0.63,3.22,4.65,-0.98,3,Plug
19/2021/04 17:51:13,102,89,96,1023,-1.08,0.72,1.36,-0.41,0.01,0.64,2.84,5.11,-1.78,3,Plug
19/2021/04 17:51:16,121,109,98,1023,-0.87,0.72,1.39,-0.36,0.02,0.60,3.80,2.34,-0.43,3,Plug
19/2021/04 17:51:19,108,95,98,1023,0.14,0.72,1.34,-0.44,0.01,0.65,4.39,1.58,0.69,3,Plug
19/2021/04 17:51:22,99,83,95,1023,-2.00,0.72,1.32,-0.40,0.02,0.63,3.12,5.10,-1.28,3,Plug
19/2021/04 17:51:25,101,85,95,1023,-0.23,0.72,1.28,-0.41,0.01,0.67,2.24,6.20,-1.92,3,Plug
19/2021/04 17:51:28,110,100,102,1023,2.00,0.72,1.29,-0.42,-0.00,0.65,2.53,3.43,-2.29,3,Plug
19/2021/04 17:51:31,117,107,95,1023,-0.56,0.72,1.30,-0.44,0.01,0.67,3.60,1.54,-0.56,3,Plug
19/2021/04 17:51:34,99,85,95,1023,0.98,0.72,1.35,-0.39,-0.02,0.62,3.60,3.73,-0.77,3,Plug
19/2021/04 17:51:37,102,84,95,1023,-0.66,0.72,1.36,-0.39,-0.03,0.65,3.29,4.66,-0.95,3,Plug
19/2021/04 17:51:40,107,95,96,1023,-1.99,0.72,1.36,-0.36,-0.02,0.61,3.54,2.23,-1.47,3,Plug
19/2021/04 17:51:43,112,99,94,1023,-0.92,0.72,1.38,-0.42,-0.03,0.64,3.67,1.66,-0.02,3,Plug
19/2021/04 17:51:46,102,87,98,1023,0.63,0.72,1.34,-0.42,0.04,0.65,3.24,4.91,-1.05,3,Plug
19/2021/04 17:51:49,101,86,95,1023,-0.11,0.72,1.33,-0.45,0.05,0.64,2.24,4.98,-2.12,3,Plug
