data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 19:18:32,62,50,52,1023,0.17,0.37,0.94,-0.42,-0.02,0.62,2.99,1.88,-1.66,3,Estratificado
21/2021/04 19:18:32,62,52,51,1023,-0.14,0.37,0.78,-0.43,-0.01,0.63,3.89,2.57,-0.09,3,Estratificado
21/2021/04 19:18:32,54,39,54,1023,2.00,0.37,0.80,-0.38,-0.00,0.60,3.95,3.45,-0.34,3,Estratificado
21/2021/04 19:18:34,57,43,52,1023,-0.98,0.37,0.87,-0.42,0.00,0.62,3.20,4.27,-1.25,3,Estratificado
21/2021/04 19:18:37,70,63,52,1023,-0.36,0.38,0.82,-0.42,-0.01,0.63,3.66,2.78,-0.89,3,Estratificado
21/2021/04 19:18:40,61,46,52,1023,-2.00,0.39,0.69,-0.39,0.02,0.61,3.89,4.85,-0.56,3,Estratificado
21/2021/04 19:18:43,59,47,51,1023,-0.02,0.39,0.86,-0.44,-0.03,0.65,3.14,3.55,-0.98,3,Estratificado
21/2021/04 19:18:46,61,49,51,1023,-2.00,0.39,0.91,-0.44,0.01,0.65,4.06,3.45,-0.33,3,Estratificado
21/2021/04 19:18:49,57,43,50,1023,-1.78,0.41,0.90,-0.41,0.00,0.62,3.71,4.34,-0.37,3,Estratificado
21/2021/04 19:18:52,60,47,50,1023,0.14,0.40,0.76,-0.43,-0.01,0.63,3.24,3.89,-1.52,3,Estratificado
21/2021/04 19:18:55,61,55,51,1023,-0.01,0.38,0.76,-0.43,-0.01,0.64,3.80,3.20,-0.61,3,Estratificado
21/2021/04 19:18:58,56,39,51,1023,-0.46,0.37,0.93,-0.38,0.03,0.63,3.66,5.02,-0.75,3,Estratificado
21/2021/04 19:19:01,56,39,51,1023,0.16,0.37,0.87,-0.46,0.04,0.66,2.85,3.70,-1.15,3,Estratificado
21/2021/04 19:19:04,67,58,52,1023,-1.27,0.42,0.79,-0.45,0.03,0.65,2.84,3.69,-1.55,3,Estratificado
21/2021/04 19:19:07,65,56,51,1023,0.13,0.39,0.86,-0.41,-0.01,0.63,4.04,3.02,-0.16,3,Estratificado
21/2021/04 19:19:10,53,39,53,1023,0.34,0.37,0.83,-0.40,0.01,0.63,3.64,4.61,-0.64,3,Estratificado
21/2021/04 19:19:13,58,39,53,1023,0.09,0.38,0.76,-0.43,0.00,0.64,3.24,4.56,-0.96,3,Estratificado
21/2021/04 19:19:16,64,52,52,1023,0.25,0.37,0.85,-0.45,0.01,0.64,3.31,2.87,-1.11,3,Estratificado
21/2021/04 19:19:19,68,55,52,1023,-0.32,0.38,0.84,-0.43,0.00,0.65,3.90,3.10,-0.58,3,Estratificado
21/2021/04 19:19:22,59,45,52,1023,0.87,0.38,0.88,-0.36,-0.01,0.59,4.54,3.64,-0.21,3,Estratificado
