data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 17:41:34,104,91,98,1023,0.02,0.72,1.37,-0.42,0.01,0.64,2.79,4.39,-1.13,2,Plug
19/2021/04 17:41:34,107,94,100,1023,-0.18,0.72,1.30,-0.42,0.01,0.65,3.22,3.60,-0.69,2,Plug
19/2021/04 17:41:34,124,110,111,1023,2.00,0.72,1.29,-0.41,-0.00,0.64,2.90,3.16,-1.54,2,Plug
19/2021/04 17:41:34,117,107,97,1023,0.09,0.72,1.37,-0.41,-0.02,0.66,3.72,2.30,-0.89,2,Plug
19/2021/04 17:41:34,116,105,102,1023,-0.71,0.72,1.36,-0.45,0.01,0.65,3.69,3.95,-0.62,2,Plug
19/2021/04 17:41:34,105,91,99,1023,-0.04,0.71,1.39,-0.38,0.04,0.62,3.63,3.40,-0.52,2,Plug
19/2021/04 17:41:34,96,85,97,1023,0.59,0.71,1.36,-0.39,0.03,0.63,2.86,4.64,-0.94,2,Plug
19/2021/04 17:41:34,111,96,103,1023,0.78,0.71,1.33,-0.42,-0.04,0.66,2.98,4.34,-1.62,2,Plug
19/2021/04 17:41:34,114,107,100,1023,-0.37,0.71,1.31,-0.46,-0.01,0.66,3.05,5.64,-0.79,2,Plug
19/2021/04 17:41:34,116,110,102,1023,-0.72,0.71,1.31,-0.38,-0.00,0.60,3.99,0.98,-0.63,2,Plug
19/2021/04 17:41:35,107,93,97,1023,-0.22,0.72,1.38,-0.45,-0.02,0.68,4.95,-1.42,0.60,2,Plug
19/2021/04 17:41:38,114,91,97,1023,-1.81,0.72,1.37,-0.40,-0.02,0.62,3.58,3.75,-0.21,2,Plug
19/2021/04 17:41:41,101,90,103,1023,0.23,0.70,1.32,-0.39,0.03,0.63,3.75,4.12,-0.37,2,Plug
19/2021/04 17:41:44,108,95,97,1023,-0.24,0.69,1.38,-0.39,-0.02,0.63,2.68,6.04,-2.00,2,Plug
19/2021/04 17:41:47,107,94,100,1023,-0.37,0.69,1.36,-0.43,-0.00,0.65,3.55,0.74,-1.37,2,Plug
19/2021/04 17:41:50,124,112,101,1023,-0.92,0.69,1.40,-0.41,-0.02,0.65,3.74,1.69,-0.79,2,Plug
19/2021/04 17:41:53,106,91,103,1023,-0.51,0.69,1.34,-0.41,-0.01,0.63,4.18,2.08,0.12,2,Plug
19/2021/04 17:41:56,100,87,100,1023,-0.57,0.69,1.33,-0.39,0.04,0.62,3.24,5.34,-0.81,2,Plug
19/2021/04 17:41:59,110,97,103,1023,0.84,0.69,1.34,-0.41,0.01,0.67,2.49,5.32,-1.31,2,Plug
19/2021/04 17:42:02,110,97,100,1023,0.22,0.69,1.27,-0.42,0.01,0.63,3.46,3.45,-1.32,2,Plug
19/2021/04 17:42:05,116,111,100,1023,-0.47,0.69,1.28,-0.43,0.06,0.67,3.47,3.44,0.40,2,Plug
19/2021/04 17:42:08,118,106,98,1023,0.02,0.69,1.34,-0.48,0.00,0.65,3.79,1.83,0.08,2,Plug
19/2021/04 17:42:11,109,99,100,1023,-0.27,0.69,1.39,-0.45,-0.01,0.64,3.76,2.51,-0.03,2,Plug
19/2021/04 17:42:14,105,91,100,1023,-0.82,0.69,1.27,-0.42,0.03,0.65,3.81,2.38,0.34,2,Plug
19/2021/04 17:42:17,104,91,100,1023,-0.61,0.69,1.31,-0.38,-0.03,0.64,4.53,-1.14,1.63,2,Plug
19/2021/04 17:42:20,100,87,99,1023,-1.93,0.69,1.31,-0.42,-0.01,0.63,3.92,3.56,0.05,2,Plug
19/2021/04 17:42:23,97,90,107,1023,-1.96,0.69,1.36,-0.39,0.00,0.58,3.58,5.72,-0.38,2,Plug
19/2021/04 17:42:26,105,93,100,1023,-0.56,0.69,1.36,-0.40,0.01,0.63,2.69,4.82,-1.50,2,Plug
19/2021/04 17:42:29,112,102,98,1023,-0.16,0.69,1.39,-0.43,0.00,0.63,2.41,7.24,-1.47,2,Plug
19/2021/04 17:42:32,117,109,98,1023,0.09,0.69,1.35,-0.42,-0.00,0.63,3.71,3.05,-0.74,2,Plug
19/2021/04 17:42:35,120,106,101,1023,-0.11,0.69,1.35,-0.42,-0.01,0.65,3.49,4.24,0.19,2,Plug
19/2021/04 17:42:38,110,98,102,1023,-1.31,0.69,1.39,-0.42,0.01,0.65,3.74,3.05,0.03,2,Plug
19/2021/04 17:42:41,105,90,100,1023,1.14,0.69,1.36,-0.41,0.01,0.63,3.18,3.00,-0.73,2,Plug
19/2021/04 17:42:44,102,87,97,1023,-0.11,0.69,1.33,-0.41,0.02,0.64,3.89,1.97,-0.51,2,Plug
19/2021/04 17:42:47,102,88,98,1023,-0.17,0.69,1.35,-0.40,0.07,0.64,3.98,2.33,-0.47,2,Plug
19/2021/04 17:42:50,103,90,102,1023,0.76,0.69,1.34,-0.38,-0.01,0.62,3.34,5.00,-0.66,2,Plug
19/2021/04 17:42:53,102,89,104,1023,-0.02,0.69,1.28,-0.43,-0.03,0.65,3.87,2.43,0.39,2,Plug
19/2021/04 17:42:56,109,97,103,1023,0.09,0.69,1.33,-0.44,-0.01,0.64,2.78,4.37,-1.68,2,Plug
19/2021/04 17:42:59,118,113,103,1023,1.28,0.69,1.32,-0.41,0.01,0.65,3.38,2.67,-0.90,2,Plug
19/2021/04 17:43:02,126,109,104,1023,-1.92,0.69,1.38,-0.42,0.05,0.63,3.48,1.68,-1.38,2,Plug
19/2021/04 17:43:05,107,93,98,1023,-0.03,0.69,1.36,-0.42,0.01,0.65,3.65,3.10,-0.64,2,Plug
19/2021/04 17:43:08,106,91,103,1023,-0.97,0.69,1.29,-0.44,-0.01,0.62,4.14,0.12,-0.53,2,Plug
19/2021/04 17:43:11,108,90,103,1023,-1.88,0.69,1.33,-0.42,-0.01,0.65,3.20,4.27,-0.50,2,Plug
19/2021/04 17:43:14,108,95,99,1023,0.34,0.69,1.38,-0.35,-0.01,0.61,3.58,5.14,-0.37,2,Plug
19/2021/04 17:43:17,107,98,100,1023,-0.33,0.69,1.31,-0.41,0.03,0.64,2.56,4.67,-1.30,2,Plug
19/2021/04 17:43:20,107,95,98,1023,-0.03,0.69,1.34,-0.43,0.06,0.63,3.03,3.33,-1.45,2,Plug
19/2021/04 17:43:23,116,110,103,1023,-0.49,0.69,1.31,-0.42,-0.06,0.61,2.92,3.24,-1.33,2,Plug
