data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
22/2021/04 02:23:05,62,50,58,1018,0.26,0.19,0.71,-0.39,0.00,0.59,3.85,4.34,-0.64,5,Estratificado
22/2021/04 02:23:08,61,48,57,1012,-0.07,0.21,0.71,-0.41,0.00,0.61,3.37,3.81,-1.04,5,Estratificado
22/2021/04 02:23:11,62,46,60,1007,0.12,0.20,0.64,-0.41,0.01,0.64,4.09,2.29,-0.27,5,Estratificado
22/2021/04 02:23:14,60,47,59,1021,-0.10,0.20,0.79,-0.40,0.02,0.62,3.60,5.03,-0.29,5,Estratificado
22/2021/04 02:23:17,60,47,60,1013,-1.45,0.19,0.72,-0.45,0.02,0.65,3.18,3.11,-1.19,5,Estratificado
22/2021/04 02:23:20,61,47,60,1009,-0.21,0.21,0.70,-0.43,-0.00,0.65,4.02,2.62,-0.24,5,Estratificado
22/2021/04 02:23:23,60,47,60,1017,-0.36,0.19,0.70,-0.42,0.01,0.64,3.89,3.71,-0.34,5,Estratificado
22/2021/04 02:23:26,58,45,59,1012,-0.09,0.20,0.64,-0.43,-0.03,0.63,3.63,2.79,-1.37,5,Estratificado
22/2021/04 02:23:29,64,51,58,1011,0.81,0.19,0.70,-0.40,-0.02,0.62,4.34,2.75,-0.38,5,Estratificado
22/2021/04 02:23:32,61,48,58,1013,0.08,0.19,0.82,-0.44,0.03,0.63,3.50,4.93,-0.62,5,Estratificado
22/2021/04 02:23:35,60,48,55,1012,-0.55,0.19,0.76,-0.44,0.02,0.68,3.89,2.75,-0.76,5,Estratificado
22/2021/04 02:23:38,62,48,55,1015,0.65,0.19,0.74,-0.37,0.02,0.60,4.18,3.87,-0.38,5,Estratificado
22/2021/04 02:23:41,60,45,56,1013,-0.07,0.19,0.62,-0.45,0.09,0.66,3.37,2.23,-0.88,5,Estratificado
22/2021/04 02:23:44,65,53,57,1012,1.58,0.18,0.82,-0.41,-0.03,0.64,4.04,3.46,-0.34,5,Estratificado
22/2021/04 02:23:47,66,49,58,1014,1.95,0.19,0.77,-0.44,0.02,0.65,3.23,4.98,-0.73,5,Estratificado
22/2021/04 02:23:50,60,47,57,1007,-0.59,0.19,0.77,-0.45,-0.02,0.65,3.79,2.45,-1.08,5,Estratificado
22/2021/04 02:23:53,63,49,58,1013,-1.55,0.21,0.73,-0.36,0.02,0.63,4.52,3.51,-0.20,5,Estratificado
22/2021/04 02:23:56,62,51,56,1017,0.12,0.20,0.81,-0.46,-0.01,0.65,3.23,4.50,-0.92,5,Estratificado
22/2021/04 02:23:59,59,48,56,1010,-0.41,0.19,0.67,-0.43,0.01,0.66,3.57,2.65,-0.82,5,Estratificado
22/2021/04 02:24:02,59,49,57,1011,-2.00,0.18,0.81,-0.39,0.02,0.63,4.06,4.07,-0.64,5,Estratificado
22/2021/04 02:24:05,62,48,56,1016,-0.18,0.19,0.69,-0.41,-0.03,0.63,3.48,4.37,-0.63,5,Estratificado
22/2021/04 02:24:08,59,46,57,1011,-0.06,0.19,0.67,-0.44,0.00,0.66,3.50,2.92,-1.15,5,Estratificado
22/2021/04 02:24:11,62,47,57,1010,0.35,0.18,0.63,-0.40,0.09,0.66,3.94,3.29,-0.78,5,Estratificado
22/2021/04 02:24:14,61,47,55,1012,0.28,0.18,0.78,-0.36,0.02,0.60,4.34,3.71,-0.49,5,Estratificado
22/2021/04 02:24:17,60,46,56,1016,-0.44,0.18,0.69,-0.40,0.00,0.63,3.73,4.34,-0.45,5,Estratificado
22/2021/04 02:24:20,59,46,56,1012,-1.92,0.18,0.75,-0.44,-0.03,0.65,3.48,2.66,-1.36,5,Estratificado
22/2021/04 02:24:23,60,49,56,1007,-2.00,0.18,0.81,-0.43,0.02,0.66,3.94,2.74,-0.36,5,Estratificado
22/2021/04 02:24:26,63,51,58,1014,0.11,0.18,0.60,-0.38,0.02,0.60,4.26,3.98,-0.37,5,Estratificado
22/2021/04 02:24:29,61,48,58,1013,-0.40,0.18,0.83,-0.45,-0.02,0.65,3.13,4.08,-1.05,5,Estratificado
