data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
22/2021/04 01:24:05,58,48,55,1011,0.37,0.22,0.33,-0.44,0.00,0.66,4.06,3.21,-0.88,1,Estratificado
22/2021/04 01:24:05,59,47,55,1011,-0.49,0.22,0.32,-0.41,0.00,0.62,4.05,4.54,-0.39,1,Estratificado
22/2021/04 01:24:05,57,45,53,1010,-1.13,0.22,0.32,-0.45,-0.01,0.66,3.31,2.84,-1.26,1,Estratificado
22/2021/04 01:24:06,59,48,54,1009,-0.21,0.22,0.37,-0.40,-0.00,0.61,4.08,2.79,-0.84,1,Estratificado
22/2021/04 01:24:09,57,42,54,1012,-0.23,0.22,0.33,-0.43,0.01,0.64,3.69,4.58,-0.69,1,Estratificado
22/2021/04 01:24:12,58,46,54,1009,0.00,0.22,0.35,-0.43,-0.00,0.65,3.90,3.05,-0.72,1,Estratificado
22/2021/04 01:24:15,59,46,54,1014,-0.76,0.21,0.25,-0.39,0.01,0.61,3.97,4.53,-0.73,1,Estratificado
22/2021/04 01:24:18,59,45,54,1011,-0.53,0.19,0.27,-0.42,0.00,0.63,3.55,3.02,-1.02,1,Estratificado
22/2021/04 01:24:21,58,46,54,1007,-0.76,0.19,0.24,-0.42,0.01,0.62,3.90,3.03,-0.48,1,Estratificado
22/2021/04 01:24:24,59,44,54,1012,-0.58,0.20,0.26,-0.42,0.01,0.63,3.26,3.91,-0.82,1,Estratificado
22/2021/04 01:24:27,59,47,53,1008,-0.66,0.20,0.33,-0.44,-0.00,0.66,4.19,2.87,-0.34,1,Estratificado
22/2021/04 01:24:30,58,43,54,1012,-0.48,0.20,0.35,-0.43,0.01,0.64,3.51,4.70,-0.49,1,Estratificado
22/2021/04 01:24:33,60,47,54,1010,0.46,0.23,0.27,-0.42,-0.01,0.66,3.89,3.11,-0.67,1,Estratificado
22/2021/04 01:24:36,59,44,54,1014,0.06,0.25,0.30,-0.39,0.01,0.62,3.77,4.52,-0.60,1,Estratificado
22/2021/04 01:24:39,59,48,55,1008,-0.16,0.21,0.31,-0.46,-0.01,0.66,3.68,3.17,-0.79,1,Estratificado
22/2021/04 01:24:42,61,46,54,1012,-0.01,0.21,0.31,-0.38,0.01,0.61,3.91,4.40,-0.69,1,Estratificado
22/2021/04 01:24:45,57,43,53,1011,-0.03,0.22,0.28,-0.43,0.01,0.65,3.31,3.54,-1.39,1,Estratificado
22/2021/04 01:24:48,60,48,54,1011,0.18,0.21,0.32,-0.40,-0.00,0.61,4.23,3.53,-0.24,1,Estratificado
22/2021/04 01:24:51,59,47,55,1011,-0.19,0.22,0.31,-0.44,-0.03,0.63,3.27,3.54,-1.15,1,Estratificado
22/2021/04 01:24:54,58,47,54,1010,-0.15,0.23,0.29,-0.44,-0.02,0.63,4.21,2.60,-0.44,1,Estratificado
22/2021/04 01:24:57,59,44,55,1011,-0.01,0.21,0.35,-0.40,0.01,0.62,3.44,4.76,-0.69,1,Estratificado
22/2021/04 01:25:00,60,47,54,1010,-0.13,0.22,0.30,-0.42,0.01,0.66,3.84,2.73,-0.68,1,Estratificado
22/2021/04 01:25:03,57,46,56,1013,-0.35,0.22,0.31,-0.39,0.00,0.62,4.03,4.22,-0.57,1,Estratificado
22/2021/04 01:25:06,60,46,55,1010,0.25,0.23,0.33,-0.46,0.00,0.67,3.32,3.52,-1.20,1,Estratificado
22/2021/04 01:25:09,58,46,53,1012,0.45,0.25,0.29,-0.39,-0.01,0.61,4.41,3.40,-0.41,1,Estratificado
22/2021/04 01:25:12,59,45,54,1011,0.15,0.24,0.40,-0.45,0.01,0.64,3.34,3.68,-1.03,1,Estratificado
22/2021/04 01:25:15,59,47,53,1009,-0.21,0.22,0.28,-0.44,-0.00,0.66,3.77,2.96,-0.71,1,Estratificado
22/2021/04 01:25:18,59,44,53,1014,-0.04,0.24,0.34,-0.38,0.01,0.61,3.94,4.21,-0.73,1,Estratificado
22/2021/04 01:25:21,60,44,56,1010,-0.14,0.22,0.24,-0.44,-0.00,0.65,3.52,3.27,-1.18,1,Estratificado
22/2021/04 01:25:24,59,47,53,1012,-0.43,0.19,0.36,-0.41,0.00,0.62,4.05,2.92,-0.58,1,Estratificado
