data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 15:08:17,44,31,54,1023,0.09,0.63,1.20,-0.41,0.06,0.64,3.33,4.79,-1.47,3,Plug
20/2021/04 15:08:17,51,38,53,1023,0.09,0.63,1.25,-0.43,0.00,0.65,3.48,2.66,-0.69,3,Plug
20/2021/04 15:08:17,46,33,54,1023,-1.63,0.63,1.30,-0.46,-0.00,0.65,3.89,2.11,0.00,3,Plug
20/2021/04 15:08:17,30,22,54,1023,-0.06,0.63,1.32,-0.37,-0.01,0.61,3.16,4.04,-1.30,3,Plug
20/2021/04 15:08:19,43,29,54,1023,0.15,0.63,1.25,-0.42,0.01,0.65,2.22,5.91,-2.08,3,Plug
20/2021/04 15:08:22,48,39,53,1023,0.12,0.63,1.24,-0.45,0.01,0.67,3.48,2.62,-0.67,3,Plug
20/2021/04 15:08:25,50,22,55,1023,0.28,0.63,1.29,-0.39,0.01,0.63,3.55,4.05,-0.72,3,Plug
20/2021/04 15:08:28,41,28,53,1023,-0.19,0.63,1.29,-0.42,-0.01,0.64,2.92,4.11,-1.29,3,Plug
20/2021/04 15:08:31,48,45,53,1023,1.58,0.63,1.28,-0.42,0.03,0.66,3.63,2.60,-0.36,3,Plug
20/2021/04 15:08:34,39,26,55,1023,-1.24,0.63,1.23,-0.42,0.08,0.60,2.83,3.54,-0.93,3,Plug
20/2021/04 15:08:37,41,28,56,1023,-2.00,0.62,1.32,-0.39,-0.04,0.66,2.89,5.51,-1.42,3,Plug
20/2021/04 15:08:40,58,44,54,1023,0.08,0.62,1.30,-0.45,-0.02,0.64,3.21,4.72,-0.94,3,Plug
20/2021/04 15:08:43,45,33,54,1023,-0.30,0.63,1.24,-0.42,0.01,0.61,4.82,0.06,-0.03,3,Plug
20/2021/04 15:08:46,37,22,55,1023,-0.24,0.63,1.26,-0.39,-0.01,0.63,3.51,4.40,-0.46,3,Plug
20/2021/04 15:08:49,42,28,55,1023,-2.00,0.63,1.21,-0.44,0.02,0.64,2.52,3.29,-1.91,3,Plug
20/2021/04 15:08:52,47,37,56,1023,-2.00,0.63,1.26,-0.47,-0.00,0.69,3.90,1.80,0.36,3,Plug
20/2021/04 15:08:55,53,46,54,1023,-0.02,0.63,1.30,-0.42,-0.01,0.65,4.01,2.76,-0.09,3,Plug
20/2021/04 15:08:58,40,31,55,1023,-0.60,0.63,1.27,-0.41,0.02,0.64,3.01,4.40,-2.01,3,Plug
20/2021/04 15:09:01,38,23,54,1023,-0.24,0.63,1.28,-0.39,0.00,0.64,4.05,2.52,-0.30,3,Plug
20/2021/04 15:09:04,40,26,54,1023,0.24,0.63,1.26,-0.41,0.00,0.63,3.18,5.32,-1.97,3,Plug
20/2021/04 15:09:08,44,38,58,1023,0.55,0.63,1.29,-0.46,-0.00,0.65,3.11,4.05,-0.96,3,Plug
20/2021/04 15:09:11,50,42,55,1023,0.76,0.62,1.31,-0.44,-0.00,0.65,3.93,2.35,-0.14,3,Plug
20/2021/04 15:09:14,40,25,54,1023,-2.00,0.63,1.30,-0.39,0.04,0.64,4.24,3.45,-0.69,3,Plug
