data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 16:39:57,122,110,112,1023,-0.04,0.28,0.85,-0.40,0.01,0.66,2.63,4.44,-0.05,4,Estratificado
19/2021/04 16:39:57,117,104,113,1023,-0.00,0.29,0.74,-0.39,0.01,0.63,3.72,1.58,-0.40,4,Estratificado
19/2021/04 16:39:57,116,103,112,1023,-1.89,0.28,0.83,-0.39,-0.03,0.62,2.11,9.95,-1.47,4,Estratificado
19/2021/04 16:39:57,126,118,114,1023,-0.00,0.29,0.72,-0.43,-0.02,0.67,2.53,1.57,-0.92,4,Estratificado
19/2021/04 16:39:57,134,120,114,1023,0.29,0.28,0.81,-0.47,0.03,0.67,2.77,0.55,-0.82,4,Estratificado
19/2021/04 16:39:57,121,104,114,1023,0.13,0.29,0.72,-0.36,0.07,0.64,2.98,3.94,-0.81,4,Estratificado
19/2021/04 16:39:57,118,107,111,1023,0.51,0.28,0.73,-0.40,0.06,0.66,2.17,4.28,-1.53,4,Estratificado
19/2021/04 16:39:58,132,123,112,1023,0.00,0.29,0.73,-0.45,-0.04,0.66,2.90,2.37,-0.56,4,Estratificado
19/2021/04 16:39:58,113,101,109,1016,0.09,0.28,0.86,-0.42,-0.01,0.65,3.32,1.99,-0.24,4,Estratificado
19/2021/04 16:39:58,111,102,112,1023,0.13,0.28,0.76,-0.36,-0.03,0.62,2.73,6.68,0.06,4,Estratificado
19/2021/04 16:39:58,124,109,112,1023,0.05,0.29,0.76,-0.39,-0.07,0.63,2.66,4.54,-1.31,4,Estratificado
19/2021/04 16:39:58,137,127,114,1023,-0.55,0.28,0.78,-0.43,0.01,0.66,2.84,1.77,-0.76,4,Estratificado
19/2021/04 16:39:58,115,102,112,1023,1.29,0.29,0.75,-0.38,0.01,0.63,3.24,2.21,-0.48,4,Estratificado
19/2021/04 16:39:58,115,102,112,1023,0.03,0.29,0.76,-0.37,0.03,0.63,3.26,5.56,-0.54,4,Estratificado
19/2021/04 16:39:58,123,113,115,1023,0.08,0.29,0.65,-0.39,0.03,0.65,2.49,4.90,-1.27,4,Estratificado
19/2021/04 16:39:58,132,115,115,1023,0.18,0.29,0.88,-0.42,0.00,0.65,3.20,1.83,-0.49,4,Estratificado
19/2021/04 16:39:58,119,105,113,1023,-1.56,0.29,0.87,-0.40,0.00,0.64,3.31,2.89,-0.21,4,Estratificado
19/2021/04 16:39:58,122,109,115,1023,0.20,0.29,0.70,-0.41,0.02,0.65,2.71,4.05,-0.93,4,Estratificado
19/2021/04 16:39:58,122,119,110,1023,-0.03,0.28,0.79,-0.47,0.03,0.68,2.47,2.20,-0.84,4,Estratificado
19/2021/04 16:39:58,123,113,113,1023,-0.14,0.29,0.65,-0.48,-0.01,0.65,3.05,1.18,-0.28,4,Estratificado
19/2021/04 16:39:58,122,104,113,1023,-1.41,0.28,0.81,-0.37,0.04,0.64,3.17,3.94,-0.73,4,Estratificado
19/2021/04 16:39:58,120,107,113,1023,-0.43,0.29,0.64,-0.36,0.02,0.62,1.18,4.31,-3.09,4,Estratificado
19/2021/04 16:39:58,129,121,112,1023,-0.24,0.28,0.79,-0.46,-0.02,0.67,2.40,2.12,-1.02,4,Estratificado
19/2021/04 16:39:58,117,104,110,1023,-0.12,0.29,0.74,-0.41,-0.01,0.65,3.21,1.88,-0.30,4,Estratificado
19/2021/04 16:39:58,117,104,110,1023,-0.64,0.28,0.81,-0.36,0.01,0.65,2.69,5.95,-0.84,4,Estratificado
19/2021/04 16:39:58,121,109,113,1023,-0.30,0.28,0.80,-0.44,0.00,0.65,2.49,3.36,-0.04,4,Estratificado
19/2021/04 16:39:58,131,120,112,1023,-0.77,0.29,0.69,-0.42,0.07,0.66,2.89,1.77,-0.83,4,Estratificado
19/2021/04 16:39:58,118,104,112,1023,0.01,0.29,0.81,-0.41,-0.01,0.65,3.25,3.18,-0.17,4,Estratificado
19/2021/04 16:39:58,116,105,109,1023,0.61,0.28,0.77,-0.36,0.02,0.64,3.02,5.31,-0.67,4,Estratificado
19/2021/04 16:39:58,128,111,111,1023,0.92,0.29,0.69,-0.42,-0.03,0.65,2.91,3.27,-0.79,4,Estratificado
19/2021/04 16:40:02,130,112,114,1023,-0.26,0.29,0.68,-0.42,0.02,0.65,2.89,1.61,-0.96,4,Estratificado
19/2021/04 16:40:05,114,105,112,1023,-0.84,0.29,0.78,-0.39,0.01,0.63,3.34,2.40,-0.40,4,Estratificado
19/2021/04 16:40:08,110,102,113,1023,0.46,0.28,0.77,-0.37,-0.00,0.64,3.02,4.67,-0.39,4,Estratificado
19/2021/04 16:40:11,123,111,112,1023,-0.20,0.29,0.73,-0.37,-0.00,0.64,2.40,3.96,-1.26,4,Estratificado
19/2021/04 16:40:14,129,111,110,1023,0.76,0.29,0.65,-0.44,-0.02,0.66,3.34,1.70,0.12,4,Estratificado
19/2021/04 16:40:17,120,109,115,1023,-0.39,0.28,0.85,-0.44,-0.02,0.68,2.60,2.77,-0.89,4,Estratificado
19/2021/04 16:40:20,120,111,114,1023,-1.89,0.28,0.71,-0.37,0.02,0.63,3.09,4.76,-0.43,4,Estratificado
19/2021/04 16:40:23,121,110,112,1023,-0.21,0.29,0.66,-0.39,0.01,0.67,2.40,3.69,-1.37,4,Estratificado
19/2021/04 16:40:26,122,109,112,1023,-0.86,0.28,0.74,-0.44,-0.00,0.66,3.11,1.55,-0.41,4,Estratificado
19/2021/04 16:40:29,132,119,121,1023,2.00,0.28,0.74,-0.46,-0.01,0.64,4.17,-1.43,1.49,4,Estratificado
19/2021/04 16:40:32,120,108,111,1023,-0.20,0.28,0.72,-0.41,0.00,0.65,2.55,5.05,-1.21,4,Estratificado
19/2021/04 16:40:35,140,124,114,1023,0.03,0.28,0.78,-0.47,-0.01,0.69,2.88,1.77,-0.43,4,Estratificado
19/2021/04 16:40:38,119,102,111,1023,-0.02,0.28,0.77,-0.38,0.06,0.64,3.18,2.83,-0.56,4,Estratificado
19/2021/04 16:40:41,117,107,113,1023,0.61,0.28,0.75,-0.41,0.01,0.63,2.48,3.53,-0.23,4,Estratificado
19/2021/04 16:40:44,140,126,114,1023,-1.11,0.29,0.65,-0.44,-0.02,0.68,2.82,1.46,-0.69,4,Estratificado
19/2021/04 16:40:47,120,104,112,1023,0.78,0.28,0.75,-0.41,0.02,0.63,2.98,2.65,-0.67,4,Estratificado
19/2021/04 16:40:50,114,100,112,1023,-0.20,0.28,0.68,-0.37,0.01,0.64,2.86,4.09,-0.51,4,Estratificado
19/2021/04 16:40:53,119,109,110,1023,-0.10,0.29,0.67,-0.40,0.01,0.65,2.52,3.48,-1.24,4,Estratificado
19/2021/04 16:40:56,126,112,112,1023,-0.30,0.28,0.78,-0.39,-0.01,0.63,2.81,3.54,-0.95,4,Estratificado
19/2021/04 16:40:59,125,113,115,1023,-1.20,0.28,0.69,-0.42,-0.02,0.63,2.56,8.93,-0.36,4,Estratificado
19/2021/04 16:41:02,115,102,112,1023,0.55,0.28,0.77,-0.39,-0.00,0.65,3.33,2.38,-0.27,4,Estratificado
19/2021/04 16:41:05,119,99,110,1023,0.26,0.28,0.77,-0.33,0.07,0.64,2.92,4.73,-1.05,4,Estratificado
19/2021/04 16:41:08,119,108,111,1023,0.32,0.28,0.80,-0.41,-0.00,0.64,2.66,3.79,-0.52,4,Estratificado
19/2021/04 16:41:11,126,118,112,1023,-0.50,0.28,0.70,-0.46,-0.02,0.68,5.73,0.47,2.05,4,Estratificado
19/2021/04 16:41:14,118,99,111,1023,0.45,0.28,0.75,-0.35,0.01,0.62,2.89,4.16,-0.63,4,Estratificado
19/2021/04 16:41:17,121,109,114,1023,-0.36,0.28,0.71,-0.38,-0.03,0.59,2.82,4.21,-1.52,4,Estratificado
19/2021/04 16:41:20,139,120,111,1023,0.02,0.37,2.30,-0.43,0.01,0.65,2.88,3.74,-0.51,4,Estratificado
19/2021/04 16:41:23,114,100,109,1023,0.05,0.36,1.57,-0.39,0.04,0.65,2.72,3.50,-0.83,4,Estratificado
19/2021/04 16:41:26,126,113,115,1023,0.74,0.33,1.37,-0.30,0.00,0.60,1.96,4.06,-2.20,4,Estratificado
19/2021/04 16:41:29,133,116,114,1023,0.23,0.34,1.55,-0.44,-0.01,0.66,3.00,1.88,-0.80,4,Estratificado
19/2021/04 16:41:32,118,107,112,1023,0.43,0.33,1.16,-0.42,-0.06,0.63,3.01,2.09,-0.69,4,Estratificado
19/2021/04 16:41:35,115,102,113,1023,-1.85,0.28,0.94,-0.37,0.03,0.62,2.93,3.92,-0.48,4,Estratificado
19/2021/04 16:41:38,121,109,113,1023,-0.46,0.32,1.04,-0.39,0.05,0.65,2.89,4.76,-0.70,4,Estratificado
19/2021/04 16:41:41,140,124,114,1023,-0.61,0.31,1.37,-0.42,0.03,0.65,2.76,1.73,-0.95,4,Estratificado
19/2021/04 16:41:44,120,106,115,1023,0.05,0.28,0.79,-0.39,0.03,0.65,2.96,2.66,-0.09,4,Estratificado
19/2021/04 16:41:47,123,111,116,1023,-1.87,0.28,0.70,-0.40,0.02,0.61,2.07,7.40,-2.06,4,Estratificado
19/2021/04 16:41:50,138,130,116,1023,-0.29,0.28,0.75,-0.45,0.01,0.66,2.75,1.58,-0.78,4,Estratificado
19/2021/04 16:41:53,124,111,119,1023,-0.28,0.28,0.76,-0.44,0.01,0.62,3.40,1.05,-0.05,4,Estratificado
19/2021/04 16:41:56,115,102,113,1023,-0.29,0.28,0.69,-0.41,0.02,0.64,2.95,3.75,-0.78,4,Estratificado
19/2021/04 16:41:59,121,109,114,1023,0.04,0.28,0.63,-0.38,0.04,0.63,2.21,6.41,-1.21,4,Estratificado
19/2021/04 16:42:02,130,122,117,1023,0.08,0.28,0.81,-0.44,-0.02,0.70,3.49,1.66,-0.20,4,Estratificado
19/2021/04 16:42:05,139,126,116,1023,-0.69,0.28,0.81,-0.35,0.04,0.69,5.28,1.64,0.56,4,Estratificado
19/2021/04 16:42:08,121,107,115,1023,-0.09,0.29,1.00,-0.50,-0.00,0.71,3.68,-2.34,-0.88,4,Estratificado
19/2021/04 16:42:11,124,112,116,1023,0.62,0.27,0.95,0.00,0.00,0.00,0.00,0.00,0.00,4,Estratificado
19/2021/04 16:42:14,135,122,116,1023,0.14,0.28,0.65,-0.47,0.04,0.69,3.20,-3.12,-0.91,4,Estratificado
19/2021/04 16:42:17,126,109,119,1023,-0.07,0.28,0.77,-0.39,-0.01,0.64,3.02,4.55,-0.59,4,Estratificado
19/2021/04 16:42:20,129,128,115,1023,0.00,0.28,0.76,-0.45,-0.01,0.67,2.73,2.56,-0.84,4,Estratificado
19/2021/04 16:42:23,122,109,118,1023,-0.00,0.28,0.60,-0.44,0.00,0.67,3.44,1.13,0.50,4,Estratificado
19/2021/04 16:42:26,123,111,116,1023,-0.65,0.27,0.85,-0.40,-0.01,0.63,2.46,3.97,-1.22,4,Estratificado
