data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 00:25:53,58,44,37,1023,0.01,0.51,1.09,-0.41,-0.02,0.66,4.22,3.38,-0.11,4,Golfada
20/2021/04 00:25:53,43,27,37,1023,-2.00,0.51,1.07,-0.39,0.02,0.63,4.10,5.35,-0.05,4,Golfada
20/2021/04 00:25:53,46,29,37,1023,-0.33,0.51,1.15,-0.41,-0.03,0.62,3.75,2.59,-1.15,4,Golfada
20/2021/04 00:25:53,50,40,37,1023,-0.55,0.51,1.08,-0.42,0.00,0.64,3.82,3.38,-0.32,4,Golfada
20/2021/04 00:25:53,39,22,36,1023,-0.68,0.51,1.10,-0.40,0.01,0.64,3.73,5.21,-0.64,4,Golfada
20/2021/04 00:25:53,51,39,38,1023,-0.89,0.51,1.08,-0.45,0.01,0.65,3.28,3.40,-1.67,4,Golfada
20/2021/04 00:25:53,44,29,37,1023,-2.00,0.51,1.04,-0.46,0.02,0.67,4.44,2.83,-0.37,4,Golfada
20/2021/04 00:25:53,40,23,37,1023,-0.89,0.51,1.07,-0.38,-0.02,0.61,3.60,4.92,-0.79,4,Golfada
20/2021/04 00:25:55,42,27,38,1023,0.41,0.51,1.04,-0.40,0.02,0.63,3.50,3.37,-1.27,4,Golfada
20/2021/04 00:25:58,51,47,38,1023,0.11,0.51,1.13,-0.43,-0.01,0.66,4.46,3.09,-0.18,4,Golfada
20/2021/04 00:26:01,40,23,37,1023,-0.48,0.51,1.09,-0.37,0.06,0.61,4.14,4.22,-0.36,4,Golfada
20/2021/04 00:26:04,35,21,37,1023,0.44,0.51,1.18,-0.35,0.01,0.60,3.75,5.17,-1.02,4,Golfada
20/2021/04 00:26:07,42,28,36,1023,-0.22,0.51,1.18,-0.44,0.01,0.65,3.27,3.60,-1.40,4,Golfada
20/2021/04 00:26:10,48,35,36,1023,0.73,0.51,1.19,-0.45,0.01,0.66,3.43,2.61,-1.02,4,Golfada
20/2021/04 00:26:13,57,49,37,1023,0.11,0.51,1.00,-0.38,0.03,0.48,2.16,-0.05,-2.39,4,Golfada
20/2021/04 00:26:16,45,29,36,1023,0.49,0.51,1.08,-0.39,-0.00,0.63,4.11,3.48,-0.02,4,Golfada
20/2021/04 00:26:19,39,24,36,1023,-1.11,0.51,1.15,-0.38,0.04,0.61,3.79,4.85,-0.50,4,Golfada
20/2021/04 00:26:22,40,27,37,1023,0.19,0.51,0.96,-0.26,0.06,0.50,2.09,3.00,-0.62,4,Golfada
20/2021/04 00:26:25,49,38,37,1023,-2.00,0.50,1.17,-0.45,-0.10,0.69,3.63,3.45,-1.02,4,Golfada
20/2021/04 00:26:28,55,47,38,1023,-0.10,0.50,1.06,-0.44,0.03,0.68,3.82,3.51,-0.42,4,Golfada
20/2021/04 00:26:31,41,24,38,1023,0.88,0.51,1.13,-0.32,-0.01,0.61,3.63,6.41,-1.43,4,Golfada
20/2021/04 00:26:34,38,22,37,1023,0.21,0.50,1.12,-0.39,-0.01,0.63,3.37,5.24,-1.12,4,Golfada
20/2021/04 00:26:37,43,27,38,1023,-2.00,0.50,1.06,-0.42,0.02,0.62,3.15,5.52,-2.23,4,Golfada
20/2021/04 00:26:40,54,47,37,1023,0.39,0.50,1.08,-0.45,-0.01,0.66,3.83,2.32,-0.32,4,Golfada
20/2021/04 00:26:43,39,24,36,1023,-0.63,0.51,1.14,-0.38,0.01,0.62,4.05,4.77,-0.16,4,Golfada
20/2021/04 00:26:46,42,27,37,1023,-0.13,0.50,1.07,-0.42,0.02,0.64,3.24,5.19,-1.03,4,Golfada
20/2021/04 00:26:49,58,49,38,1023,0.16,0.50,1.11,-0.42,0.05,0.63,3.86,3.00,-0.77,4,Golfada
20/2021/04 00:26:52,38,25,38,1023,-2.00,0.50,1.06,-0.34,-0.01,0.59,4.89,4.54,0.77,4,Golfada
20/2021/04 00:26:55,42,30,36,1023,0.77,0.50,1.14,-0.46,-0.00,0.64,3.01,3.39,-2.46,4,Golfada
20/2021/04 00:26:58,55,44,36,1023,-1.19,0.50,1.10,-0.37,0.01,0.70,2.97,6.21,-2.28,4,Golfada
20/2021/04 00:27:01,41,26,38,1023,0.59,0.50,1.12,-0.37,-0.00,0.63,4.09,3.92,-0.09,4,Golfada
20/2021/04 00:27:04,42,28,37,1023,-0.04,0.50,1.13,-0.43,0.02,0.66,3.43,3.70,-0.76,4,Golfada
20/2021/04 00:27:07,50,40,37,1023,0.06,0.50,1.08,-0.48,-0.00,0.69,3.18,3.98,-0.82,4,Golfada
20/2021/04 00:27:10,50,41,36,1023,0.58,0.50,1.16,-0.43,0.01,0.65,4.24,2.95,-0.26,4,Golfada
20/2021/04 00:27:13,42,25,37,1023,-1.09,0.52,1.13,-0.42,0.02,0.65,3.56,2.61,-0.33,4,Golfada
20/2021/04 00:27:16,44,27,38,1023,1.70,0.50,1.17,-0.40,-0.03,0.65,3.52,5.60,-1.76,4,Golfada
20/2021/04 00:27:19,50,33,36,1023,0.57,0.51,1.16,-0.44,0.01,0.65,3.36,3.49,-1.21,4,Golfada
20/2021/04 00:27:22,55,48,36,1023,0.98,0.51,1.12,-0.45,0.02,0.65,4.33,2.37,-0.11,4,Golfada
20/2021/04 00:27:25,49,36,37,1023,-0.14,0.51,1.18,-0.41,-0.02,0.62,4.05,3.74,-0.29,4,Golfada
20/2021/04 00:27:28,41,25,38,1023,-0.09,0.51,1.10,-0.38,0.00,0.62,4.15,4.57,-0.53,4,Golfada
20/2021/04 00:27:31,41,25,37,1023,0.30,0.50,1.13,-0.39,0.06,0.61,3.92,4.85,-0.06,4,Golfada
20/2021/04 00:27:34,31,22,37,1023,-0.43,0.51,1.06,-0.40,-0.01,0.63,3.52,5.72,-0.79,4,Golfada
20/2021/04 00:27:37,43,29,38,1023,-0.40,0.50,1.11,-0.45,0.01,0.68,2.89,6.21,-1.98,4,Golfada
20/2021/04 00:27:41,46,32,37,1023,-1.40,0.50,1.09,-0.45,0.12,0.64,2.49,2.51,-1.96,4,Golfada
20/2021/04 00:27:44,55,47,37,1023,1.24,0.50,1.14,-0.44,0.00,0.65,3.90,2.37,-0.07,4,Golfada
20/2021/04 00:27:47,48,35,37,1023,-0.54,0.50,1.13,-0.41,0.03,0.63,4.13,3.90,-0.40,4,Golfada
20/2021/04 00:27:50,40,25,37,1023,-0.06,0.50,1.16,-0.38,0.00,0.61,3.94,4.76,-0.08,4,Golfada
20/2021/04 00:27:53,41,26,37,1023,0.32,0.51,1.09,-0.43,0.06,0.65,3.46,4.55,-1.26,4,Golfada
20/2021/04 00:27:56,45,37,37,1023,-0.12,0.51,1.04,-0.46,0.01,0.66,3.14,2.35,-1.73,4,Golfada
