data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 17:33:18,114,104,101,1023,-1.52,0.74,1.19,-0.45,-0.01,0.64,3.11,3.62,-0.98,1,Plug
19/2021/04 17:33:21,117,107,100,1023,-0.62,0.73,1.19,-0.45,-0.04,0.65,5.03,-1.81,0.43,1,Plug
19/2021/04 17:33:24,107,92,100,1023,-1.57,0.74,1.15,-0.46,0.03,0.65,2.98,4.59,-0.57,1,Plug
19/2021/04 17:33:27,106,89,101,1023,-0.33,0.73,1.19,-0.40,0.01,0.64,2.92,5.30,-0.97,1,Plug
19/2021/04 17:33:30,114,102,103,1023,-1.28,0.73,1.18,-0.46,0.03,0.64,2.59,4.71,-1.58,1,Plug
19/2021/04 17:33:33,124,112,103,1023,-1.87,0.73,1.18,-0.46,-0.01,0.64,3.76,2.53,-0.23,1,Plug
19/2021/04 17:33:36,100,90,99,1023,-1.14,0.73,1.19,-0.40,0.03,0.64,3.95,3.09,-0.15,1,Plug
19/2021/04 17:33:39,105,92,100,1023,-1.75,0.74,1.17,-0.40,-0.01,0.64,2.93,4.15,-1.42,1,Plug
19/2021/04 17:33:42,110,99,98,1023,-0.57,0.73,1.19,-0.44,-0.01,0.65,2.94,4.47,-1.08,1,Plug
19/2021/04 17:33:45,114,113,103,1023,0.92,0.73,1.19,-0.43,-0.00,0.66,4.14,2.18,0.22,1,Plug
19/2021/04 17:33:48,106,91,100,1023,-0.35,0.73,1.18,-0.40,0.02,0.63,3.47,4.02,-0.67,1,Plug
19/2021/04 17:33:51,109,99,103,1023,0.43,0.73,1.18,-0.38,0.01,0.63,3.20,4.37,-1.32,1,Plug
19/2021/04 17:33:54,110,97,100,1023,-1.21,0.73,1.18,-0.38,0.01,0.64,2.81,4.79,-1.92,1,Plug
19/2021/04 17:33:57,120,102,99,1023,0.50,0.74,1.19,-0.38,-0.02,0.63,3.56,3.58,-0.44,1,Plug
19/2021/04 17:34:00,117,103,103,1023,-1.92,0.73,1.19,-0.46,-0.01,0.68,4.18,1.31,-0.34,1,Plug
19/2021/04 17:34:03,110,95,103,1023,0.33,0.73,1.19,-0.41,0.01,0.63,3.73,3.46,-0.31,1,Plug
19/2021/04 17:34:06,111,98,103,1023,0.20,0.73,1.17,-0.44,0.02,0.65,3.54,3.85,-0.61,1,Plug
19/2021/04 17:34:09,112,96,101,1023,0.13,0.73,1.18,-0.37,0.03,0.62,3.47,4.65,-1.02,1,Plug
19/2021/04 17:34:12,109,99,100,1023,0.03,0.73,1.17,-0.39,0.01,0.64,3.40,3.47,-0.17,1,Plug
19/2021/04 17:34:15,120,104,103,1023,0.70,0.74,1.17,-0.45,0.00,0.65,3.14,3.69,-1.23,1,Plug
19/2021/04 17:34:18,115,100,100,1023,0.29,0.73,1.18,-0.40,0.04,0.64,3.58,4.06,-1.05,1,Plug
19/2021/04 17:34:21,104,90,98,1023,1.00,0.74,1.19,-0.42,0.00,0.64,3.85,3.54,-0.40,1,Plug
19/2021/04 17:34:24,110,96,100,1023,-1.83,0.74,1.19,-0.39,0.01,0.64,3.02,4.60,-1.02,1,Plug
19/2021/04 17:34:27,110,95,101,1023,-1.32,0.74,1.18,-0.43,-0.01,0.63,2.67,3.89,-1.54,1,Plug
19/2021/04 17:34:30,114,103,101,1023,-1.86,0.73,1.18,-0.46,0.01,0.64,2.72,3.10,-1.88,1,Plug
19/2021/04 17:34:33,122,111,103,1023,-1.29,0.73,1.17,-0.46,-0.00,0.67,3.63,2.24,-0.21,1,Plug
19/2021/04 17:34:36,103,89,98,1023,0.19,0.74,1.19,-0.39,0.01,0.63,3.63,4.74,-0.44,1,Plug
19/2021/04 17:34:39,106,95,101,1023,-1.10,0.73,1.19,-0.39,0.01,0.63,3.21,4.46,-0.86,1,Plug
19/2021/04 17:34:42,110,93,103,1023,-1.57,0.73,1.17,-0.45,0.02,0.65,2.59,4.63,-1.31,1,Plug
19/2021/04 17:34:45,108,96,98,1023,-0.08,0.74,1.17,-0.39,0.02,0.64,2.98,4.53,-1.74,1,Plug
19/2021/04 17:34:48,118,103,100,1023,0.12,0.73,1.17,-0.48,0.00,0.67,3.47,3.95,-0.75,1,Plug
19/2021/04 17:34:51,127,100,101,1023,-0.08,0.73,1.19,-0.41,0.00,0.63,3.76,3.29,-0.53,1,Plug
19/2021/04 17:34:54,109,96,101,1023,-0.38,0.73,1.19,-0.46,0.00,0.66,4.23,1.98,0.47,1,Plug
19/2021/04 17:34:57,104,89,98,1023,-0.73,0.74,1.19,-0.41,0.01,0.63,3.79,3.24,-0.14,1,Plug
19/2021/04 17:35:00,107,96,101,1023,-1.89,0.74,1.19,-0.38,0.01,0.63,3.50,4.45,-0.47,1,Plug
19/2021/04 17:35:03,103,93,98,1023,0.73,0.74,1.19,-0.39,0.02,0.63,2.87,4.95,-1.42,1,Plug
19/2021/04 17:35:06,106,96,98,1023,-0.74,0.74,1.18,-0.38,-0.02,0.62,2.17,6.59,-2.31,1,Plug
19/2021/04 17:35:09,104,102,100,1023,-1.92,0.74,1.18,-0.44,0.00,0.64,3.09,2.76,-1.56,1,Plug
19/2021/04 17:35:12,115,100,101,1023,-1.88,0.74,1.19,-0.43,0.03,0.66,4.19,1.47,0.23,1,Plug
19/2021/04 17:35:15,107,95,101,1023,-0.54,0.73,1.14,-0.42,0.02,0.68,4.50,1.89,-0.33,1,Plug
19/2021/04 17:35:18,111,98,103,1023,0.26,0.73,1.19,-0.41,-0.00,0.63,3.90,3.25,0.34,1,Plug
