data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
18/2021/04 20:49:01,33,20,31,1023,-0.49,0.38,0.74,-0.40,0.06,0.65,4.12,3.79,-0.27,3,Estratificado
18/2021/04 20:49:01,38,26,32,1023,-0.36,0.37,0.90,-0.43,-0.00,0.64,3.08,3.72,-1.53,3,Estratificado
18/2021/04 20:49:01,39,23,31,1023,-1.93,0.37,0.84,-0.29,0.01,0.58,2.92,1.42,-2.86,3,Estratificado
18/2021/04 20:49:01,34,21,32,1023,-2.00,0.37,0.84,-0.41,0.03,0.59,3.33,6.20,-1.75,3,Estratificado
18/2021/04 20:49:01,43,28,31,1023,-0.46,0.37,0.89,-0.43,0.00,0.65,3.27,4.12,-1.22,3,Estratificado
18/2021/04 20:49:01,31,20,32,1023,-0.15,0.36,0.88,-0.42,-0.00,0.64,4.22,3.21,-0.03,3,Estratificado
18/2021/04 20:49:02,36,24,32,1023,-0.26,0.36,0.87,-0.42,0.01,0.66,3.74,3.79,-0.55,3,Estratificado
18/2021/04 20:49:05,45,24,31,1023,-0.28,0.36,0.90,-0.41,0.04,0.63,3.74,2.60,-0.74,3,Estratificado
18/2021/04 20:49:08,33,25,32,1023,-0.50,0.36,0.81,-0.35,-0.02,0.62,4.39,4.73,-0.05,3,Estratificado
18/2021/04 20:49:11,49,39,31,1023,0.32,0.36,0.91,-0.44,0.00,0.66,3.70,1.76,-0.79,3,Estratificado
18/2021/04 20:49:14,31,16,31,1023,0.24,0.36,0.86,-0.36,0.01,0.59,3.67,5.67,-0.81,3,Estratificado
18/2021/04 20:49:17,35,21,31,1023,0.63,0.36,0.83,-0.41,-0.01,0.64,3.19,4.44,-1.16,3,Estratificado
18/2021/04 20:49:20,42,24,31,1023,-0.12,0.36,0.73,-0.46,0.02,0.64,3.12,5.29,-0.96,3,Estratificado
18/2021/04 20:49:23,27,22,32,1023,-0.80,0.36,0.82,-0.39,0.03,0.62,3.79,4.76,-0.26,3,Estratificado
