data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 16:20:44,82,68,103,1023,0.24,0.30,0.66,-0.40,0.01,0.63,2.66,5.17,-1.41,2,Estratificado
19/2021/04 16:20:44,83,69,103,1023,-0.09,0.30,0.60,-0.41,0.02,0.64,3.03,3.95,-1.12,2,Estratificado
19/2021/04 16:20:44,92,83,105,1023,-0.38,0.30,0.53,-0.46,0.00,0.66,2.88,2.91,-1.22,2,Estratificado
19/2021/04 16:20:44,89,79,102,1023,-0.08,0.31,0.56,-0.41,0.01,0.63,3.88,2.69,-0.42,2,Estratificado
19/2021/04 16:20:44,80,65,104,1023,-0.27,0.30,0.56,-0.40,-0.04,0.63,3.99,2.12,-0.56,2,Estratificado
19/2021/04 16:20:44,75,63,103,1023,0.03,0.30,0.45,-0.37,0.01,0.63,3.69,4.99,-0.63,2,Estratificado
19/2021/04 16:20:44,82,69,104,1023,0.05,0.30,0.58,-0.41,0.00,0.65,3.18,4.69,-1.23,2,Estratificado
19/2021/04 16:20:44,93,85,104,1023,-0.20,0.30,0.56,-0.45,0.00,0.66,3.18,3.01,-1.47,2,Estratificado
19/2021/04 16:20:44,87,76,103,1023,-0.35,0.30,0.56,-0.43,0.00,0.66,3.92,3.34,-0.53,2,Estratificado
19/2021/04 16:20:44,79,64,104,1023,0.07,0.30,0.54,-0.40,0.02,0.65,3.78,3.71,0.02,2,Estratificado
19/2021/04 16:20:44,77,63,103,1023,-0.35,0.30,0.50,-0.38,0.00,0.63,3.30,4.74,-0.85,2,Estratificado
19/2021/04 16:20:44,86,73,104,1023,-0.05,0.30,0.50,-0.39,-0.01,0.65,2.73,3.94,-1.82,2,Estratificado
19/2021/04 16:20:45,93,88,105,1023,-2.00,0.30,0.61,-0.44,0.00,0.66,3.15,2.67,-1.05,2,Estratificado
19/2021/04 16:20:48,89,79,104,1023,-0.36,0.30,0.53,-0.45,0.01,0.66,3.63,2.07,-0.58,2,Estratificado
19/2021/04 16:20:51,80,63,102,1023,0.06,0.30,0.50,-0.41,0.01,0.63,3.66,3.73,-0.50,2,Estratificado
19/2021/04 16:20:54,76,63,104,1023,-0.24,0.30,0.49,-0.38,0.02,0.62,3.41,5.08,-0.60,2,Estratificado
19/2021/04 16:20:57,83,69,105,1023,-0.33,0.30,0.57,-0.40,0.02,0.65,2.92,4.76,-1.15,2,Estratificado
19/2021/04 16:21:00,93,77,104,1023,-0.54,0.30,0.52,-0.41,-0.02,0.64,2.69,4.25,-1.67,2,Estratificado
19/2021/04 16:21:03,96,88,106,1023,-0.13,0.30,0.57,-0.44,-0.02,0.64,3.12,2.47,-1.06,2,Estratificado
19/2021/04 16:21:06,88,76,102,1023,0.26,0.30,0.51,-0.42,0.01,0.65,3.53,2.21,-0.56,2,Estratificado
19/2021/04 16:21:09,82,66,106,1023,0.37,0.29,0.50,-0.39,0.03,0.62,3.49,3.41,-0.71,2,Estratificado
19/2021/04 16:21:12,80,66,106,1023,0.63,0.29,0.49,-0.38,0.02,0.63,3.46,4.56,-0.21,2,Estratificado
19/2021/04 16:21:15,75,60,101,1023,0.15,0.29,0.52,-0.38,0.02,0.63,2.74,6.11,-1.09,2,Estratificado
19/2021/04 16:21:18,80,68,103,1023,-0.70,0.29,0.50,-0.40,0.05,0.65,3.16,5.02,-0.73,2,Estratificado
19/2021/04 16:21:21,83,70,102,1023,-0.20,0.29,0.51,-0.41,0.01,0.65,2.92,3.98,-1.07,2,Estratificado
19/2021/04 16:21:24,94,80,104,1023,0.09,0.28,0.59,-0.44,-0.00,0.65,3.34,2.27,-0.69,2,Estratificado
19/2021/04 16:21:27,86,73,105,1023,-0.25,0.29,0.51,-0.43,0.00,0.65,3.46,2.02,-0.76,2,Estratificado
19/2021/04 16:21:30,80,66,104,1023,-0.09,0.29,0.55,-0.41,-0.01,0.63,3.53,3.30,-0.99,2,Estratificado
19/2021/04 16:21:33,82,71,103,1023,-0.09,0.29,0.54,-0.38,0.01,0.63,3.47,5.21,-0.41,2,Estratificado
19/2021/04 16:21:36,83,71,101,1023,0.53,0.29,0.58,-0.41,0.02,0.64,2.90,4.23,-1.17,2,Estratificado
19/2021/04 16:21:39,93,79,104,1023,1.18,0.29,0.42,-0.45,0.01,0.66,3.53,2.04,-0.25,2,Estratificado
19/2021/04 16:21:42,78,65,102,1023,-1.45,0.28,0.59,-0.43,0.00,0.64,3.66,2.25,-0.19,2,Estratificado
19/2021/04 16:21:45,84,70,103,1023,1.46,0.28,0.54,-0.37,0.01,0.62,3.63,4.44,-0.38,2,Estratificado
19/2021/04 16:21:48,84,73,103,1023,0.10,0.28,0.56,-0.45,0.02,0.65,3.31,2.82,-0.56,2,Estratificado
19/2021/04 16:21:51,87,78,103,1023,-0.29,0.28,0.50,-0.42,-0.02,0.65,3.07,2.66,-0.91,2,Estratificado
19/2021/04 16:21:54,92,81,103,1023,-0.05,0.28,0.56,-0.43,-0.01,0.64,3.42,1.35,-0.60,2,Estratificado
19/2021/04 16:21:57,97,79,102,1023,0.50,0.29,0.44,-0.44,0.00,0.64,3.37,2.44,-0.30,2,Estratificado
19/2021/04 16:22:00,80,65,105,1023,0.38,0.28,0.52,-0.40,0.00,0.63,3.73,2.67,-0.31,2,Estratificado
19/2021/04 16:22:03,78,64,101,1023,-1.00,0.29,0.52,-0.39,0.03,0.62,3.47,4.50,-0.68,2,Estratificado
19/2021/04 16:22:06,75,63,101,1023,-2.00,0.28,0.51,-0.37,0.02,0.63,3.50,5.18,-0.53,2,Estratificado
19/2021/04 16:22:09,86,71,104,1023,0.20,0.28,0.52,-0.41,0.03,0.64,2.94,4.61,-0.95,2,Estratificado
19/2021/04 16:22:12,80,68,101,1023,0.06,0.29,0.43,-0.38,0.01,0.65,2.88,4.87,-1.27,2,Estratificado
19/2021/04 16:22:15,95,81,101,1023,0.08,0.28,0.53,-0.44,0.04,0.65,2.88,3.57,-0.89,2,Estratificado
19/2021/04 16:22:18,94,84,103,1023,-0.14,0.28,0.47,-0.44,0.00,0.65,3.53,2.34,-0.47,2,Estratificado
19/2021/04 16:22:21,89,74,104,1023,0.39,0.28,0.51,-0.43,0.00,0.64,4.03,2.28,0.13,2,Estratificado
19/2021/04 16:22:24,77,63,101,1023,-0.55,0.28,0.41,-0.42,0.00,0.63,4.72,1.99,0.98,2,Estratificado
19/2021/04 16:22:27,80,64,102,1023,0.20,0.27,0.52,-0.38,0.05,0.63,3.66,4.76,-0.39,2,Estratificado
19/2021/04 16:22:30,82,69,103,1023,-0.02,0.28,0.40,-0.38,0.00,0.63,2.87,4.46,-1.19,2,Estratificado
19/2021/04 16:22:33,88,79,103,1023,-0.31,0.27,0.49,-0.42,0.01,0.66,2.85,2.66,-1.56,2,Estratificado
19/2021/04 16:22:36,98,86,105,1023,-0.00,0.27,0.56,-0.46,0.01,0.66,3.49,2.73,-0.66,2,Estratificado
19/2021/04 16:22:39,92,77,105,1023,-0.11,0.27,0.46,-0.45,0.00,0.64,3.60,2.11,-0.53,2,Estratificado
19/2021/04 16:22:42,82,64,101,1023,-0.16,0.27,0.54,-0.43,-0.00,0.63,3.85,3.33,-0.20,2,Estratificado
19/2021/04 16:22:45,93,65,103,1023,0.12,0.28,0.47,-0.40,0.02,0.63,3.61,3.27,-0.56,2,Estratificado
19/2021/04 16:22:48,72,67,105,1023,0.02,0.27,0.50,-0.39,0.02,0.63,3.27,4.98,-0.71,2,Estratificado
19/2021/04 16:22:51,84,69,103,1023,0.19,0.27,0.50,-0.39,-0.03,0.64,3.05,4.53,-1.17,2,Estratificado
19/2021/04 16:22:54,87,77,103,1023,0.11,0.27,0.51,-0.45,-0.00,0.67,2.63,3.24,-1.63,2,Estratificado
19/2021/04 16:22:57,97,85,103,1023,-0.12,0.28,0.44,-0.43,-0.02,0.66,3.35,3.37,-0.97,2,Estratificado
19/2021/04 16:23:00,87,76,103,1023,-0.56,0.27,0.54,-0.42,0.00,0.66,3.75,2.31,-0.30,2,Estratificado
19/2021/04 16:23:03,80,68,105,1023,-0.01,0.28,0.44,-0.35,-0.02,0.60,4.87,1.40,0.37,2,Estratificado
19/2021/04 16:23:06,74,64,103,1023,-0.31,0.28,0.50,-0.37,0.02,0.63,3.41,4.63,-0.78,2,Estratificado
19/2021/04 16:23:09,86,74,103,1023,-0.23,0.27,0.46,-0.40,0.01,0.64,2.55,5.36,-0.72,2,Estratificado
