data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 15:20:15,42,26,57,1023,-2.00,0.64,1.38,-0.43,0.01,0.64,3.53,3.68,-0.24,4,Golfada
20/2021/04 15:20:15,38,25,55,1023,-0.67,0.64,1.30,-0.40,0.00,0.63,3.11,4.13,-1.20,4,Golfada
20/2021/04 15:20:15,48,40,55,1023,-1.13,0.64,1.23,-0.51,0.03,0.64,3.28,0.52,-0.81,4,Golfada
20/2021/04 15:20:15,48,34,55,1023,-2.00,0.64,1.31,-0.42,-0.04,0.64,3.82,2.92,-0.32,4,Golfada
20/2021/04 15:20:16,39,22,56,1023,-2.00,0.64,1.27,-0.41,0.02,0.64,3.08,4.47,-0.97,4,Golfada
20/2021/04 15:20:19,42,28,56,1023,0.55,0.64,1.35,-0.41,-0.00,0.64,3.02,4.53,-1.19,4,Golfada
20/2021/04 15:20:22,48,46,55,1023,-0.90,0.64,1.28,-0.44,-0.01,0.64,3.79,2.10,-0.77,4,Golfada
20/2021/04 15:20:25,40,24,55,1023,-0.38,0.64,1.28,-0.39,0.08,0.63,3.48,3.56,-0.66,4,Golfada
20/2021/04 15:20:28,43,24,56,1023,0.43,0.64,1.29,-0.40,0.01,0.64,3.09,5.35,-1.53,4,Golfada
20/2021/04 15:20:31,46,34,55,1023,-2.00,0.63,1.30,-0.43,0.00,0.65,3.12,6.30,-2.88,4,Golfada
20/2021/04 15:20:34,60,47,56,1023,2.00,0.64,1.30,-0.41,-0.02,0.63,3.31,1.28,-1.48,4,Golfada
20/2021/04 15:20:37,42,26,56,1023,0.76,0.64,1.30,-0.38,0.01,0.64,3.61,2.24,-1.23,4,Golfada
20/2021/04 15:20:40,39,22,54,1023,-0.18,0.64,1.26,-0.38,0.03,0.62,3.31,5.62,-0.72,4,Golfada
20/2021/04 15:20:43,41,28,55,1023,-0.07,0.64,1.29,-0.42,-0.00,0.64,3.05,4.31,-1.12,4,Golfada
20/2021/04 15:20:46,50,39,54,1023,0.12,0.64,1.25,-0.45,-0.01,0.64,3.32,3.64,-0.79,4,Golfada
20/2021/04 15:20:49,56,46,55,1023,-0.53,0.63,1.32,-0.44,0.01,0.66,3.54,2.98,-0.60,4,Golfada
20/2021/04 15:20:52,39,24,59,1023,-2.00,0.63,1.28,-0.46,-0.09,0.69,4.98,5.31,-0.32,4,Golfada
20/2021/04 15:20:55,39,23,56,1023,-1.57,0.63,1.31,-0.40,0.05,0.61,4.06,2.13,0.64,4,Golfada
20/2021/04 15:20:58,44,27,55,1023,-0.57,0.64,1.32,-0.41,-0.05,0.66,2.98,4.18,-1.23,4,Golfada
20/2021/04 15:21:01,55,43,55,1023,-1.65,0.63,1.24,-0.42,-0.05,0.59,3.49,-3.73,-0.85,4,Golfada
20/2021/04 15:21:04,52,41,55,1023,-0.27,0.63,1.32,-0.44,-0.04,0.65,3.45,2.69,-0.64,4,Golfada
20/2021/04 15:21:07,39,22,54,1023,0.16,0.63,1.26,-0.40,-0.00,0.63,3.50,3.86,-0.62,4,Golfada
20/2021/04 15:21:10,34,23,56,1023,-0.24,0.63,1.31,-0.37,0.04,0.63,3.55,4.65,-0.89,4,Golfada
20/2021/04 15:21:13,42,27,55,1023,-0.04,0.63,1.23,-0.43,0.09,0.67,3.04,5.08,0.59,4,Golfada
20/2021/04 15:21:16,49,34,56,1023,0.01,0.63,1.31,-0.43,-0.02,0.65,3.60,3.19,-0.82,4,Golfada
20/2021/04 15:21:19,54,46,55,1023,-0.43,0.63,1.27,-0.41,-0.01,0.62,3.67,3.48,-0.50,4,Golfada
20/2021/04 15:21:22,50,36,55,1023,2.00,0.63,1.29,-0.42,0.00,0.61,3.56,2.62,-1.18,4,Golfada
20/2021/04 15:21:25,43,25,55,1023,1.18,0.63,1.26,-0.42,0.00,0.64,3.69,3.20,-0.06,4,Golfada
20/2021/04 15:21:28,40,24,57,1023,2.00,0.63,1.25,-0.38,0.02,0.64,3.54,5.64,-0.15,4,Golfada
20/2021/04 15:21:31,40,27,56,1023,-0.45,0.63,1.29,-0.42,-0.02,0.63,2.17,10.54,-1.47,4,Golfada
20/2021/04 15:21:34,46,34,57,1023,-2.00,0.63,1.26,-0.43,0.01,0.67,2.76,3.38,-1.54,4,Golfada
20/2021/04 15:21:37,51,46,55,1023,-0.05,0.63,1.30,-0.44,-0.01,0.65,3.72,2.69,0.05,4,Golfada
20/2021/04 15:21:40,42,32,57,1023,-2.00,0.63,1.30,-0.45,-0.01,0.68,3.82,2.53,0.41,4,Golfada
20/2021/04 15:21:43,40,25,55,1023,0.33,0.63,1.24,-0.41,-0.03,0.62,3.76,3.10,-0.10,4,Golfada
20/2021/04 15:21:46,40,21,59,1023,-2.00,0.63,1.32,-0.37,-0.02,0.63,3.48,4.18,-0.65,4,Golfada
20/2021/04 15:21:49,42,28,55,1023,-0.53,0.63,1.31,-0.39,-0.01,0.63,3.08,4.24,-0.94,4,Golfada
