data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 17:11:32,115,100,110,1023,1.51,0.53,1.13,-0.38,0.04,0.63,3.82,3.66,-0.41,3,Plug
19/2021/04 17:11:35,109,99,109,1023,-0.12,0.53,1.19,-0.40,0.02,0.65,3.10,4.70,-0.77,3,Plug
19/2021/04 17:11:38,121,106,112,1023,-0.68,0.52,1.19,-0.40,-0.00,0.63,2.67,4.69,-1.56,3,Plug
19/2021/04 17:11:41,127,117,106,1023,-0.43,0.53,1.11,-0.43,0.02,0.66,3.09,3.55,-1.07,3,Plug
19/2021/04 17:11:44,119,107,110,1023,-1.92,0.53,1.12,-0.45,-0.04,0.60,4.24,3.76,-0.29,3,Plug
19/2021/04 17:11:47,116,99,109,1023,-1.25,0.53,1.08,-0.41,0.04,0.62,3.48,4.10,-0.17,3,Plug
19/2021/04 17:11:50,111,99,111,1023,-1.92,0.54,1.04,-0.66,-0.41,0.66,5.32,-1.50,4.14,3,Plug
19/2021/04 17:11:53,122,110,112,1023,0.21,0.53,1.13,-0.40,-0.01,0.64,2.79,4.47,-1.47,3,Plug
19/2021/04 17:11:56,131,113,110,1023,0.11,0.53,1.10,-0.43,0.02,0.65,3.30,2.00,-1.06,3,Plug
19/2021/04 17:11:59,117,103,106,1023,-0.30,0.53,1.09,-0.49,-0.05,0.60,3.70,-7.69,0.50,3,Plug
19/2021/04 17:12:02,111,99,106,1023,-0.32,0.54,1.06,-0.41,0.01,0.63,3.83,2.58,-0.18,3,Plug
19/2021/04 17:12:05,111,101,108,1023,-0.90,0.54,1.03,-0.39,-0.03,0.63,3.07,4.98,-1.24,3,Plug
19/2021/04 17:12:08,120,109,110,1023,-1.89,0.53,1.08,-0.42,0.10,0.64,2.15,5.61,-1.09,3,Plug
19/2021/04 17:12:11,118,110,107,1023,0.37,0.53,1.09,-0.35,-0.00,0.63,2.60,3.05,-1.82,3,Plug
19/2021/04 17:12:14,126,110,113,1023,-0.57,0.53,1.17,-0.43,0.03,0.65,3.99,2.76,-0.21,3,Plug
19/2021/04 17:12:17,115,105,110,1023,0.19,0.53,1.10,-0.41,0.07,0.65,3.56,7.04,-0.67,3,Plug
19/2021/04 17:12:20,116,105,110,1023,0.50,0.53,1.15,-0.39,0.02,0.63,3.24,4.34,-1.15,3,Plug
19/2021/04 17:12:23,115,106,107,1023,-0.46,0.53,1.05,-0.41,0.06,0.62,3.21,4.49,-2.14,3,Plug
19/2021/04 17:12:26,122,111,110,1023,-0.35,0.53,1.22,-0.44,-0.05,0.65,3.14,4.06,-0.86,3,Plug
19/2021/04 17:12:29,132,124,113,1023,0.40,0.53,1.15,-0.46,-0.03,0.64,3.40,3.20,-1.34,3,Plug
19/2021/04 17:12:32,120,107,112,1023,-0.52,0.53,1.12,-0.44,-0.01,0.66,3.51,3.16,-0.39,3,Plug
19/2021/04 17:12:35,118,103,113,1023,-1.91,0.53,1.04,-0.45,0.02,0.67,4.27,2.84,0.76,3,Plug
19/2021/04 17:12:38,111,100,107,1023,-0.76,0.53,1.19,-0.41,0.02,0.64,2.66,4.50,-1.53,3,Plug
19/2021/04 17:12:41,123,113,107,1023,-0.79,0.53,1.13,-0.41,0.00,0.65,2.95,3.18,-1.23,3,Plug
19/2021/04 17:12:44,123,110,107,1023,-0.34,0.53,1.08,-0.44,-0.00,0.64,4.07,1.83,0.53,3,Plug
19/2021/04 17:12:47,122,99,110,1023,-0.05,0.53,1.14,-0.40,0.03,0.63,3.58,2.76,-0.44,3,Plug
19/2021/04 17:12:50,116,102,110,1023,-0.58,0.53,1.04,-0.46,-0.03,0.64,3.25,3.41,1.13,3,Plug
19/2021/04 17:12:53,126,116,107,1023,-0.07,0.54,1.11,-0.45,0.00,0.67,2.99,3.46,-1.16,3,Plug
19/2021/04 17:12:56,129,119,114,1023,-1.90,0.53,1.06,-0.44,-0.02,0.64,4.22,-0.85,0.98,3,Plug
19/2021/04 17:12:59,113,100,110,1023,-0.35,0.54,1.05,-0.45,-0.01,0.68,4.45,1.74,1.08,3,Plug
19/2021/04 17:13:02,114,98,110,1023,0.29,0.54,1.03,-0.37,-0.00,0.65,3.10,5.81,-0.92,3,Plug
19/2021/04 17:13:05,117,104,110,1023,0.30,0.53,1.12,-0.40,0.06,0.65,2.86,4.43,-1.79,3,Plug
