data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 22:28:44,39,22,33,1023,-0.28,0.29,0.68,-0.39,0.03,0.63,4.01,4.89,-0.37,4,Estratificado
19/2021/04 22:28:44,37,25,33,1023,0.23,0.29,0.82,-0.43,0.01,0.65,3.43,4.19,-0.86,4,Estratificado
19/2021/04 22:28:44,58,46,33,1023,-0.58,0.29,0.66,-0.41,-0.00,0.65,3.67,3.18,-0.73,4,Estratificado
19/2021/04 22:28:44,36,22,33,1023,-1.97,0.29,0.69,-0.39,-0.01,0.62,3.83,4.54,-0.50,4,Estratificado
19/2021/04 22:28:45,54,36,33,1023,-0.64,0.34,0.60,-0.42,0.04,0.66,3.74,3.48,-0.93,4,Estratificado
19/2021/04 22:28:48,37,22,35,1023,-1.26,0.32,0.86,-0.38,-0.01,0.61,4.19,4.72,-0.37,4,Estratificado
19/2021/04 22:28:51,40,25,33,1023,-0.50,0.28,0.73,-0.41,0.05,0.62,3.38,4.21,-1.24,4,Estratificado
19/2021/04 22:28:54,43,31,34,1023,0.35,0.28,0.74,-0.44,0.00,0.65,3.89,3.27,-0.48,4,Estratificado
19/2021/04 22:28:57,46,28,34,1023,-0.37,0.29,0.66,-0.39,-0.01,0.62,4.21,5.62,-0.30,4,Estratificado
19/2021/04 22:29:00,43,33,32,1023,-0.70,0.28,0.81,-0.41,-0.00,0.63,3.98,2.14,-0.91,4,Estratificado
19/2021/04 22:29:03,41,25,32,1023,-0.52,0.28,0.87,-0.42,0.04,0.62,4.58,3.60,0.13,4,Estratificado
19/2021/04 22:29:06,36,28,33,1023,0.03,0.28,0.71,-0.37,0.04,0.63,3.49,5.63,-0.65,4,Estratificado
19/2021/04 22:29:09,46,36,33,1023,-0.06,0.28,0.71,-0.45,0.00,0.67,3.50,2.82,-1.21,4,Estratificado
19/2021/04 22:29:12,39,26,32,1023,-2.00,0.30,0.70,-0.40,-0.01,0.62,5.37,-1.07,2.45,4,Estratificado
19/2021/04 22:29:15,43,31,35,1023,2.00,0.28,0.75,-0.41,-0.06,0.64,3.97,4.60,0.02,4,Estratificado
19/2021/04 22:29:18,43,31,33,1023,-0.16,0.29,0.58,-0.46,0.02,0.64,2.89,4.29,-1.67,4,Estratificado
19/2021/04 22:29:21,47,35,33,1023,-0.08,0.28,0.80,-0.45,-0.02,0.65,3.21,2.98,-1.16,4,Estratificado
19/2021/04 22:29:24,39,31,33,1023,-2.00,0.28,0.72,-0.42,-0.00,0.64,3.80,2.90,-0.69,4,Estratificado
19/2021/04 22:29:27,36,23,32,1023,0.11,0.29,0.56,-0.38,0.02,0.62,4.20,3.50,-0.21,4,Estratificado
