data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 22:45:01,39,24,33,1023,-0.21,0.42,0.80,-0.44,0.03,0.65,3.37,4.21,-1.21,2,Estratificado
19/2021/04 22:45:04,53,46,33,1023,-1.39,0.41,0.78,-0.43,-0.00,0.63,3.89,3.19,-0.89,2,Estratificado
19/2021/04 22:45:07,37,22,33,1023,0.39,0.42,0.78,-0.39,0.05,0.62,3.89,4.45,-0.59,2,Estratificado
19/2021/04 22:45:10,36,22,32,1023,0.12,0.42,0.74,-0.44,0.01,0.65,3.50,4.37,-1.17,2,Estratificado
19/2021/04 22:45:13,54,36,32,1023,-0.35,0.42,0.79,-0.44,-0.01,0.66,3.63,3.67,-1.11,2,Estratificado
19/2021/04 22:45:16,53,42,33,1023,0.81,0.41,0.81,-0.46,0.01,0.66,4.11,1.44,0.07,2,Estratificado
19/2021/04 22:45:19,40,23,32,1023,0.03,0.43,0.80,-0.39,0.02,0.62,3.91,3.70,-0.63,2,Estratificado
19/2021/04 22:45:22,40,21,33,1023,-0.90,0.45,0.74,-0.42,-0.03,0.64,4.26,2.82,0.04,2,Estratificado
19/2021/04 22:45:25,39,26,33,1023,-0.53,0.45,0.74,-0.43,0.00,0.64,3.47,4.03,-1.30,2,Estratificado
19/2021/04 22:45:28,42,27,33,1023,-0.01,0.43,0.72,-0.39,-0.01,0.62,3.49,3.71,-1.03,2,Estratificado
19/2021/04 22:45:31,50,44,32,1023,0.31,0.42,0.77,-0.46,-0.00,0.64,4.18,2.43,0.03,2,Estratificado
19/2021/04 22:45:34,54,43,33,1023,0.15,0.42,0.82,-0.45,0.00,0.65,3.87,3.21,-0.21,2,Estratificado
19/2021/04 22:45:37,37,22,32,1023,-0.15,0.42,0.80,-0.38,0.00,0.62,3.95,3.85,-0.49,2,Estratificado
19/2021/04 22:45:40,34,20,33,1023,-1.56,0.42,0.80,-0.36,0.02,0.62,3.84,5.10,-0.48,2,Estratificado
19/2021/04 22:45:43,40,25,33,1023,-0.41,0.42,0.71,-0.43,-0.00,0.64,3.18,4.52,-1.20,2,Estratificado
19/2021/04 22:45:46,46,37,34,1023,-0.86,0.41,0.78,-0.44,-0.02,0.66,3.50,3.89,-1.26,2,Estratificado
19/2021/04 22:45:49,52,43,32,1023,-0.10,0.42,0.81,-0.43,0.01,0.66,3.94,3.05,-0.27,2,Estratificado
19/2021/04 22:45:52,39,22,34,1023,-0.92,0.42,0.77,-0.42,0.02,0.65,3.66,7.95,-1.38,2,Estratificado
19/2021/04 22:45:55,37,21,33,1023,-0.82,0.41,0.80,-0.39,0.01,0.62,4.23,5.07,0.04,2,Estratificado
19/2021/04 22:45:58,39,26,33,1023,-2.00,0.42,0.78,-0.45,-0.00,0.64,3.18,4.11,-1.66,2,Estratificado
19/2021/04 22:46:01,53,37,32,1023,0.10,0.42,0.76,-0.43,-0.01,0.65,3.53,3.08,-0.71,2,Estratificado
19/2021/04 22:46:04,51,42,32,1023,-0.30,0.41,0.76,-0.43,0.01,0.66,3.98,3.56,-0.44,2,Estratificado
19/2021/04 22:46:07,38,22,33,1023,-0.26,0.41,0.71,-0.39,0.02,0.62,3.76,4.41,-0.72,2,Estratificado
19/2021/04 22:46:10,33,18,33,1023,-0.19,0.41,0.74,-0.40,0.01,0.62,3.66,5.29,-0.48,2,Estratificado
19/2021/04 22:46:13,39,27,33,1023,-1.24,0.40,0.74,-0.43,0.00,0.64,3.11,4.45,-2.09,2,Estratificado
