data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 16:04:07,43,27,57,1023,0.68,0.73,1.30,-0.42,-0.03,0.63,3.75,4.05,-0.29,3,Plug
20/2021/04 16:04:07,42,29,56,1023,-1.29,0.73,1.36,-0.40,0.03,0.63,2.78,5.11,-1.46,3,Plug
20/2021/04 16:04:07,51,42,56,1023,-0.10,0.73,1.36,-0.44,0.02,0.65,3.59,2.37,-0.67,3,Plug
20/2021/04 16:04:07,50,25,58,1023,-2.00,0.73,1.33,-0.39,0.02,0.63,3.34,2.64,-0.60,3,Plug
20/2021/04 16:04:07,49,36,58,1023,-0.70,0.73,1.37,-0.39,-0.01,0.63,2.61,2.87,-1.66,3,Plug
20/2021/04 16:04:07,49,37,57,1023,-0.85,0.73,1.40,-0.43,-0.03,0.66,3.63,3.21,-0.44,3,Plug
20/2021/04 16:04:10,38,32,58,1023,-2.00,0.73,1.38,-0.45,-0.04,0.65,3.63,0.69,-0.89,3,Plug
20/2021/04 16:04:13,44,29,58,1023,0.61,0.73,1.40,-0.45,0.00,0.66,3.21,4.56,-1.16,3,Plug
20/2021/04 16:04:16,59,49,58,1023,0.87,0.72,1.43,-0.42,-0.00,0.64,3.09,4.44,-0.03,3,Plug
20/2021/04 16:04:19,45,27,57,1023,-0.71,0.73,1.34,-0.39,0.01,0.63,3.63,3.68,-0.57,3,Plug
20/2021/04 16:04:22,40,25,58,1023,-1.18,0.74,1.41,-0.39,0.01,0.62,3.31,3.70,-0.85,3,Plug
20/2021/04 16:04:25,45,31,57,1023,-0.99,0.73,1.36,-0.42,0.02,0.66,2.70,4.69,-1.34,3,Plug
20/2021/04 16:04:28,56,48,57,1023,-0.20,0.72,1.35,-0.40,-0.00,0.62,2.97,2.60,-0.45,3,Plug
20/2021/04 16:04:31,44,29,58,1023,-0.12,0.73,1.35,-0.41,0.01,0.63,3.35,3.53,-0.63,3,Plug
20/2021/04 16:04:34,43,24,58,1023,-2.00,0.72,1.36,-0.39,0.02,0.64,3.70,2.79,-0.82,3,Plug
20/2021/04 16:04:37,43,30,58,1023,-2.00,0.72,1.34,-0.42,-0.01,0.65,3.81,2.43,-0.37,3,Plug
20/2021/04 16:04:40,48,37,57,1023,-0.26,0.73,1.44,-0.43,-0.01,0.64,3.10,4.17,-1.27,3,Plug
20/2021/04 16:04:43,52,47,57,1023,0.26,0.73,1.37,-0.44,-0.04,0.65,3.68,2.44,-0.50,3,Plug
20/2021/04 16:04:46,42,25,57,1023,-1.15,0.73,1.38,-0.42,0.04,0.63,3.32,4.41,-0.73,3,Plug
20/2021/04 16:04:49,42,30,57,1023,-0.37,0.73,1.39,-0.41,-0.01,0.64,2.92,4.66,-1.27,3,Plug
20/2021/04 16:04:52,61,48,57,1023,0.13,0.72,1.38,-0.43,0.00,0.64,3.26,2.59,-0.70,3,Plug
20/2021/04 16:04:55,42,28,57,1023,-0.15,0.72,1.31,-0.42,0.01,0.64,3.63,3.68,0.89,3,Plug
20/2021/04 16:04:58,45,30,58,1023,-2.00,0.72,1.37,-0.36,-0.01,0.62,3.02,5.68,-1.41,3,Plug
20/2021/04 16:05:01,54,47,59,1023,-2.00,0.72,1.31,-0.35,-0.07,0.61,3.88,6.75,-1.13,3,Plug
20/2021/04 16:05:04,42,28,58,1023,-1.39,0.72,1.34,-0.42,0.03,0.62,3.40,6.56,-0.04,3,Plug
20/2021/04 16:05:07,45,30,59,1023,-1.29,0.72,1.32,-0.36,0.03,0.66,2.65,4.57,-1.77,3,Plug
20/2021/04 16:05:10,57,48,57,1023,-0.08,0.72,1.36,-0.43,0.00,0.66,3.61,1.70,-0.89,3,Plug
20/2021/04 16:05:13,48,33,57,1023,-0.19,0.72,1.37,-0.42,-0.03,0.65,3.78,2.79,-0.25,3,Plug
20/2021/04 16:05:16,41,25,57,1023,-0.29,0.72,1.35,-0.39,0.01,0.65,3.08,5.09,-1.09,3,Plug
20/2021/04 16:05:19,42,30,58,1023,-0.85,0.72,1.31,-0.46,0.03,0.68,1.89,2.21,-1.85,3,Plug
20/2021/04 16:05:22,61,49,57,1023,-0.08,0.72,1.38,-0.42,0.04,0.66,3.98,2.06,-0.23,3,Plug
20/2021/04 16:05:25,42,26,57,1023,-0.86,0.72,1.37,-0.40,0.03,0.63,3.40,2.23,0.09,3,Plug
20/2021/04 16:05:28,45,26,58,1023,-1.27,0.72,1.36,-0.36,0.02,0.60,2.33,7.93,-0.94,3,Plug
20/2021/04 16:05:31,53,43,59,1023,-0.33,0.72,1.39,-0.46,0.08,0.71,1.73,9.74,-2.28,3,Plug
20/2021/04 16:05:34,43,29,58,1023,-2.00,0.72,1.41,-0.41,-0.01,0.65,3.53,2.61,-0.52,3,Plug
20/2021/04 16:05:37,41,26,59,1023,-0.19,0.71,1.41,-0.41,0.03,0.62,2.82,6.50,-1.42,3,Plug
20/2021/04 16:05:40,52,45,58,1023,1.53,0.72,1.42,-0.44,0.02,0.65,3.41,2.92,-0.80,3,Plug
20/2021/04 16:05:43,47,28,57,1023,0.33,0.71,1.36,-0.43,-0.01,0.65,3.39,1.76,-0.21,3,Plug
20/2021/04 16:05:46,40,24,58,1023,0.39,0.72,1.39,-0.39,0.00,0.64,3.29,4.44,-0.60,3,Plug
20/2021/04 16:05:49,54,41,59,1023,-0.84,0.71,1.33,-0.43,0.00,0.63,2.79,2.76,-1.03,3,Plug
20/2021/04 16:05:52,52,41,60,1023,2.00,0.71,1.35,-0.41,0.01,0.67,3.75,3.04,-0.27,3,Plug
20/2021/04 16:05:55,41,27,58,1023,-2.00,0.72,1.33,-0.29,-0.01,0.65,3.11,5.33,0.10,3,Plug
20/2021/04 16:05:58,44,31,57,1023,0.25,0.72,1.40,-0.39,0.00,0.63,3.05,4.69,-1.08,3,Plug
20/2021/04 16:06:01,52,39,58,1023,-1.57,0.72,1.40,-0.42,-0.08,0.67,2.72,3.43,-1.22,3,Plug
20/2021/04 16:06:04,56,48,57,1023,-1.08,0.72,1.33,-0.45,0.01,0.65,3.41,1.89,0.07,3,Plug
20/2021/04 16:06:07,43,27,58,1023,-0.85,0.72,1.36,-0.43,0.01,0.64,3.77,2.63,-0.61,3,Plug
20/2021/04 16:06:10,36,26,58,1023,0.16,0.71,1.40,-0.38,0.01,0.63,3.24,4.69,-0.75,3,Plug
20/2021/04 16:06:13,43,29,59,1023,-2.00,0.71,1.35,-0.41,-0.01,0.61,2.66,4.69,-1.03,3,Plug
20/2021/04 16:06:16,54,45,59,1023,-2.00,0.72,1.39,-0.42,0.00,0.65,3.09,3.71,-0.82,3,Plug
20/2021/04 16:06:19,55,44,57,1023,-0.34,0.71,1.34,-0.45,-0.02,0.66,4.02,2.43,0.16,3,Plug
20/2021/04 16:06:22,42,29,59,1023,-0.04,0.71,1.43,-0.41,0.01,0.61,3.87,4.56,0.02,3,Plug
20/2021/04 16:06:25,44,28,58,1023,0.42,0.71,1.35,-0.44,-0.01,0.65,2.89,4.20,-0.01,3,Plug
20/2021/04 16:06:28,49,37,57,1023,-0.11,0.72,1.35,-0.47,0.09,0.67,3.24,2.40,-0.41,3,Plug
20/2021/04 16:06:31,50,47,59,1023,-2.00,0.72,1.33,-0.47,0.00,0.66,3.47,2.64,-0.57,3,Plug
20/2021/04 16:06:34,44,27,60,1023,0.11,0.72,1.31,-0.41,0.01,0.63,3.14,6.05,-0.53,3,Plug
20/2021/04 16:06:37,44,30,57,1023,0.43,0.72,1.33,-0.42,0.01,0.66,3.56,4.62,-0.66,3,Plug
20/2021/04 16:06:40,53,43,58,1023,0.41,0.72,1.36,-0.40,-0.00,0.64,3.18,3.76,-0.93,3,Plug
20/2021/04 16:06:43,49,40,58,1023,-0.07,0.71,1.40,-0.44,0.04,0.62,3.42,5.63,0.50,3,Plug
20/2021/04 16:06:46,42,28,60,1023,-2.00,0.72,1.34,-0.41,0.01,0.64,3.60,3.26,0.02,3,Plug
20/2021/04 16:06:49,44,30,58,1023,0.29,0.71,1.37,-0.39,-0.02,0.61,2.99,4.81,-1.79,3,Plug
20/2021/04 16:06:52,46,36,58,1023,-0.80,0.71,1.38,-0.44,-0.02,0.64,2.63,4.68,-1.48,3,Plug
20/2021/04 16:06:55,53,49,58,1023,-2.00,0.71,1.41,-0.45,0.00,0.66,3.46,3.81,-0.79,3,Plug
20/2021/04 16:06:58,46,32,59,1023,0.17,0.71,1.40,-0.41,-0.00,0.63,3.50,2.71,-0.13,3,Plug
20/2021/04 16:07:01,41,24,58,1023,0.62,0.71,1.39,-0.42,0.03,0.63,3.02,7.92,-0.44,3,Plug
20/2021/04 16:07:04,45,31,59,1023,-0.15,0.71,1.36,-0.40,-0.00,0.63,2.40,4.77,-1.96,3,Plug
20/2021/04 16:07:07,52,46,59,1023,-0.79,0.71,1.30,-0.40,0.00,0.68,3.12,1.95,-0.39,3,Plug
