data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 21:33:56,73,62,65,1007,-0.40,0.19,0.52,-0.42,0.01,0.63,3.80,3.67,-0.77,3,Estratificado
21/2021/04 21:33:59,74,62,68,1008,-0.35,0.22,0.55,-0.38,-0.02,0.61,4.09,3.93,-0.53,3,Estratificado
21/2021/04 21:34:02,72,58,66,1012,-0.15,0.30,0.67,-0.43,0.01,0.63,3.66,4.95,-0.87,3,Estratificado
21/2021/04 21:34:05,71,58,66,1009,0.37,0.25,0.56,-0.45,-0.00,0.63,3.22,3.43,-1.10,3,Estratificado
21/2021/04 21:34:08,74,60,68,1006,0.34,0.28,0.69,-0.42,0.00,0.63,3.60,2.88,-0.98,3,Estratificado
21/2021/04 21:34:11,72,60,65,1005,0.41,0.36,0.79,-0.42,-0.01,0.63,3.82,2.63,0.08,3,Estratificado
21/2021/04 21:34:14,74,60,66,1011,1.18,0.28,0.75,-0.41,-0.03,0.63,3.82,5.05,-0.85,3,Estratificado
21/2021/04 21:34:17,70,57,66,1009,-0.72,0.21,0.43,-0.44,0.01,0.64,3.50,2.94,-1.19,3,Estratificado
21/2021/04 21:34:20,74,57,65,1005,-2.00,0.20,0.51,-0.42,0.00,0.65,3.60,2.39,-0.30,3,Estratificado
21/2021/04 21:34:23,73,62,66,1008,-0.42,0.18,0.51,-0.40,0.02,0.62,3.77,4.34,-0.84,3,Estratificado
21/2021/04 21:34:26,71,59,65,1011,-0.17,0.20,0.31,-0.43,-0.02,0.64,3.58,4.85,-0.66,3,Estratificado
21/2021/04 21:34:29,72,60,68,1009,1.02,0.18,0.40,-0.42,-0.01,0.62,3.80,3.18,-0.83,3,Estratificado
21/2021/04 21:34:32,72,59,66,1006,0.02,0.19,0.60,-0.44,0.01,0.66,3.27,3.19,-0.90,3,Estratificado
21/2021/04 21:34:35,73,60,66,1006,-0.19,0.21,0.42,-0.41,-0.00,0.63,4.31,3.65,-0.40,3,Estratificado
21/2021/04 21:34:38,72,61,68,1009,0.15,0.19,0.42,-0.39,0.00,0.62,3.63,4.40,-0.75,3,Estratificado
21/2021/04 21:34:41,69,54,65,1010,0.07,0.18,0.51,-0.45,0.00,0.66,3.27,4.35,-0.80,3,Estratificado
21/2021/04 21:34:44,69,56,65,1009,0.02,0.18,0.44,-0.41,0.01,0.62,3.44,3.14,-1.01,3,Estratificado
21/2021/04 21:34:47,75,62,67,1008,0.21,0.18,0.46,-0.40,-0.00,0.65,3.89,3.33,-0.72,3,Estratificado
21/2021/04 21:34:50,74,62,66,1009,-0.60,0.18,0.43,-0.41,0.01,0.63,4.24,3.79,-0.75,3,Estratificado
21/2021/04 21:34:53,75,59,66,1011,0.11,0.18,0.44,-0.42,0.02,0.64,3.69,4.44,-0.44,3,Estratificado
21/2021/04 21:34:56,72,58,66,1008,-0.03,0.18,0.34,-0.44,0.01,0.65,3.22,3.99,-0.92,3,Estratificado
21/2021/04 21:34:59,72,59,66,1008,-2.00,0.18,0.42,-0.42,0.00,0.62,3.44,2.87,-1.03,3,Estratificado
21/2021/04 21:35:02,73,61,66,1008,0.17,0.18,0.44,-0.41,-0.00,0.65,3.77,3.31,-0.50,3,Estratificado
21/2021/04 21:35:05,75,61,65,1008,0.06,0.17,0.49,-0.40,-0.00,0.62,3.92,3.98,-0.69,3,Estratificado
21/2021/04 21:35:08,70,59,65,1016,-0.16,0.18,0.31,-0.42,-0.02,0.60,4.22,3.34,-0.98,3,Estratificado
21/2021/04 21:35:11,71,59,67,1010,0.09,0.17,0.50,-0.44,-0.00,0.64,3.01,3.84,-0.95,3,Estratificado
21/2021/04 21:35:14,73,61,68,1009,0.08,0.18,0.40,-0.43,-0.02,0.65,3.28,2.62,-0.92,3,Estratificado
21/2021/04 21:35:17,72,60,65,1008,-0.31,0.18,0.46,-0.41,0.02,0.64,4.07,3.73,-0.53,3,Estratificado
21/2021/04 21:35:20,71,60,66,1011,0.20,0.18,0.33,-0.43,0.01,0.64,3.78,3.49,-0.48,3,Estratificado
21/2021/04 21:35:23,70,57,67,1009,-0.50,0.17,0.45,-0.45,0.00,0.65,3.21,3.95,-1.01,3,Estratificado
21/2021/04 21:35:26,74,60,67,1008,0.25,0.17,0.44,-0.45,-0.03,0.67,3.63,3.01,-0.46,3,Estratificado
21/2021/04 21:35:29,74,63,67,1008,0.17,0.17,0.47,-0.42,-0.00,0.64,4.05,3.61,-0.56,3,Estratificado
21/2021/04 21:35:32,73,59,67,1010,0.09,0.18,0.36,-0.41,-0.00,0.62,3.74,4.94,-0.64,3,Estratificado
21/2021/04 21:35:35,71,57,66,1011,0.09,0.17,0.43,-0.45,0.00,0.65,3.18,4.40,-0.71,3,Estratificado
21/2021/04 21:35:38,71,57,66,1010,-0.12,0.17,0.44,-0.42,0.00,0.63,3.40,3.27,-1.10,3,Estratificado
21/2021/04 21:35:41,73,59,67,1008,0.12,0.17,0.39,-0.43,-0.02,0.66,3.58,3.05,-0.90,3,Estratificado
21/2021/04 21:35:45,75,62,68,1008,0.60,0.17,0.44,-0.41,-0.02,0.62,3.82,3.45,-0.63,3,Estratificado
21/2021/04 21:35:48,74,62,67,1007,0.13,0.17,0.44,-0.41,-0.00,0.63,4.12,3.65,-0.48,3,Estratificado
21/2021/04 21:35:50,75,62,67,1009,-1.64,0.17,0.43,-0.39,-0.01,0.59,3.79,3.91,-0.87,3,Estratificado
21/2021/04 21:35:54,74,61,67,1010,-0.02,0.17,0.42,-0.40,0.00,0.62,3.69,4.61,-0.74,3,Estratificado
21/2021/04 21:35:57,70,57,65,1015,0.33,0.17,0.39,-0.43,0.01,0.64,3.70,4.76,-0.63,3,Estratificado
21/2021/04 21:35:59,69,54,65,1012,-0.59,0.17,0.46,-0.45,-0.01,0.64,3.49,3.89,-0.77,3,Estratificado
21/2021/04 21:36:03,74,60,68,1009,0.68,0.16,0.37,-0.42,-0.02,0.62,3.57,2.70,-1.25,3,Estratificado
21/2021/04 21:36:06,70,59,66,1008,0.08,0.16,0.50,-0.42,-0.01,0.65,3.66,3.35,-0.75,3,Estratificado
21/2021/04 21:36:09,73,60,67,1010,0.21,0.16,0.41,-0.41,0.01,0.64,3.89,3.92,-0.53,3,Estratificado
