data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 17:37:10,104,91,98,1023,0.08,0.27,0.67,-0.41,-0.00,0.62,3.05,4.30,-1.31,3,Estratificado
21/2021/04 17:37:13,114,109,98,1023,0.08,0.27,0.55,-0.44,-0.01,0.65,4.02,2.50,-0.59,3,Estratificado
21/2021/04 17:37:16,98,82,99,1023,-0.91,0.28,0.74,-0.38,-0.00,0.61,3.56,4.47,-0.71,3,Estratificado
21/2021/04 17:37:19,110,101,96,1023,-1.08,0.27,0.66,-0.45,0.01,0.64,3.05,4.03,-0.43,3,Estratificado
21/2021/04 17:37:22,102,85,98,1021,0.07,0.27,0.60,-0.37,0.03,0.61,3.80,2.27,0.58,3,Estratificado
21/2021/04 17:37:25,100,87,95,1023,0.18,0.27,0.70,-0.45,0.01,0.65,2.86,4.35,-1.11,3,Estratificado
21/2021/04 17:37:28,117,109,98,1023,-0.02,0.27,0.64,-0.41,-0.01,0.65,3.76,2.96,-0.32,3,Estratificado
21/2021/04 17:37:31,107,92,101,1022,1.06,0.27,0.66,-0.35,0.06,0.62,3.86,4.46,-0.94,3,Estratificado
21/2021/04 17:37:34,107,93,101,1023,-0.39,0.27,0.62,-0.44,0.00,0.65,2.80,4.05,-1.27,3,Estratificado
21/2021/04 17:37:37,121,111,97,1023,0.53,0.27,0.63,-0.41,-0.01,0.64,4.20,1.85,0.21,3,Estratificado
21/2021/04 17:37:40,102,86,97,1023,-0.94,0.27,0.65,-0.38,0.01,0.60,3.94,4.04,-0.85,3,Estratificado
21/2021/04 17:37:43,104,93,94,1023,-0.69,0.27,0.63,-0.44,0.03,0.64,3.03,4.24,-1.27,3,Estratificado
21/2021/04 17:37:46,112,107,95,1023,-0.84,0.27,0.57,-0.42,-0.00,0.64,3.35,3.27,-1.18,3,Estratificado
21/2021/04 17:37:49,99,84,94,1015,0.19,0.27,0.65,-0.42,0.02,0.63,3.87,3.83,-0.31,3,Estratificado
21/2021/04 17:37:52,100,87,100,1023,0.21,0.27,0.61,-0.43,0.01,0.64,3.20,4.08,-1.15,3,Estratificado
