data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 23:16:58,44,36,37,1023,-0.37,0.40,0.85,-0.42,0.01,0.64,3.51,3.41,-1.11,3,Estratificado
19/2021/04 23:17:01,57,45,37,1023,0.08,0.40,0.72,-0.48,-0.01,0.69,4.78,1.69,1.12,3,Estratificado
19/2021/04 23:17:04,42,24,37,1023,0.07,0.40,0.85,-0.39,-0.00,0.62,3.95,3.76,-0.40,3,Estratificado
19/2021/04 23:17:07,40,24,38,1023,-0.68,0.39,0.79,-0.38,0.01,0.63,3.40,6.00,-0.75,3,Estratificado
19/2021/04 23:17:10,37,22,37,1023,-0.79,0.39,0.76,-0.40,0.01,0.63,3.50,4.51,-0.61,3,Estratificado
19/2021/04 23:17:13,41,28,36,1023,0.80,0.39,0.79,-0.41,-0.00,0.63,3.39,3.75,-0.95,3,Estratificado
19/2021/04 23:17:16,50,42,37,1023,0.99,0.39,0.79,-0.44,-0.01,0.66,3.69,3.59,-0.95,3,Estratificado
19/2021/04 23:17:19,55,46,39,1023,0.11,0.38,0.87,-0.42,-0.01,0.65,3.68,3.29,-0.49,3,Estratificado
19/2021/04 23:17:22,47,32,37,1023,-0.05,0.39,0.78,-0.41,-0.02,0.62,3.69,3.08,-0.78,3,Estratificado
19/2021/04 23:17:25,42,25,38,1023,-0.44,0.39,0.76,-0.37,-0.01,0.61,4.13,3.11,-0.87,3,Estratificado
19/2021/04 23:17:28,34,23,38,1023,0.12,0.39,0.80,-0.41,0.00,0.65,3.39,4.95,-0.69,3,Estratificado
19/2021/04 23:17:31,40,26,39,1023,0.16,0.40,0.81,-0.44,0.01,0.65,3.27,4.11,-1.14,3,Estratificado
19/2021/04 23:17:34,49,37,38,1023,0.11,0.39,0.84,-0.44,0.01,0.64,3.55,3.39,-1.14,3,Estratificado
19/2021/04 23:17:37,57,44,37,1023,0.06,0.40,0.83,-0.43,0.01,0.65,3.79,3.23,-0.33,3,Estratificado
19/2021/04 23:17:40,40,24,37,1023,-2.00,0.39,0.81,-0.40,0.03,0.63,3.85,4.18,-0.80,3,Estratificado
19/2021/04 23:17:43,42,27,38,1023,0.92,0.39,0.80,-0.46,0.01,0.64,2.98,4.60,-1.26,3,Estratificado
19/2021/04 23:17:46,58,45,38,1023,0.05,0.38,0.84,-0.44,-0.00,0.65,3.67,2.92,-0.77,3,Estratificado
19/2021/04 23:17:49,48,33,38,1023,-1.60,0.38,0.83,-0.41,-0.01,0.64,3.96,4.27,-0.19,3,Estratificado
19/2021/04 23:17:52,39,23,40,1023,-0.41,0.38,0.91,-0.36,0.01,0.62,4.04,1.71,-0.06,3,Estratificado
19/2021/04 23:17:55,41,27,37,1023,-1.25,0.38,0.77,-0.45,0.05,0.63,2.67,4.77,-0.47,3,Estratificado
19/2021/04 23:17:58,56,48,37,1023,-0.34,0.37,0.81,-0.41,0.00,0.64,3.54,3.37,-0.95,3,Estratificado
19/2021/04 23:18:01,49,35,37,1023,-1.34,0.38,0.78,-0.47,-0.01,0.64,3.63,2.84,-0.89,3,Estratificado
19/2021/04 23:18:04,40,24,37,1023,-0.27,0.38,0.75,-0.40,-0.00,0.65,3.79,4.05,-0.37,3,Estratificado
19/2021/04 23:18:07,40,27,37,1023,0.80,0.37,0.87,-0.45,-0.01,0.65,3.24,3.96,-1.10,3,Estratificado
19/2021/04 23:18:10,62,47,38,1023,-0.24,0.38,0.79,-0.42,-0.00,0.65,3.72,3.43,-0.76,3,Estratificado
19/2021/04 23:18:13,41,28,37,1023,-2.00,0.38,0.75,-0.41,0.00,0.63,4.14,3.40,-0.47,3,Estratificado
19/2021/04 23:18:16,42,27,37,1023,-2.00,0.37,0.88,-0.40,0.04,0.63,3.73,5.24,-0.12,3,Estratificado
19/2021/04 23:18:19,44,32,37,1023,0.20,0.38,0.82,-0.42,-0.00,0.63,3.45,3.71,-1.22,3,Estratificado
19/2021/04 23:18:22,49,36,38,1023,-1.52,0.37,0.72,-0.44,0.00,0.65,3.92,3.95,-0.79,3,Estratificado
19/2021/04 23:18:25,39,24,38,1023,-0.16,0.37,0.86,-0.39,0.00,0.62,3.97,3.57,-0.60,3,Estratificado
19/2021/04 23:18:28,39,20,36,1023,1.23,0.37,0.83,-0.37,-0.01,0.61,3.53,4.63,-1.27,3,Estratificado
19/2021/04 23:18:31,43,30,38,1023,-0.46,0.37,0.83,-0.37,-0.02,0.61,2.95,5.45,-2.31,3,Estratificado
19/2021/04 23:18:34,55,47,38,1023,0.01,0.37,0.80,-0.43,-0.01,0.66,3.66,3.73,-0.81,3,Estratificado
19/2021/04 23:18:37,52,39,37,1023,-0.13,0.37,0.70,-0.44,0.02,0.64,4.02,2.40,-0.32,3,Estratificado
19/2021/04 23:18:40,41,25,38,1023,1.13,0.37,0.81,-0.39,-0.00,0.62,3.96,4.13,-0.70,3,Estratificado
19/2021/04 23:18:43,40,22,37,1023,-0.71,0.37,0.81,-0.41,0.01,0.64,3.94,4.35,-0.34,3,Estratificado
19/2021/04 23:18:46,43,28,38,1023,-1.08,0.37,0.83,-0.42,0.01,0.63,3.38,4.02,-0.95,3,Estratificado
19/2021/04 23:18:49,47,37,36,1023,0.05,0.37,0.77,-0.43,-0.01,0.64,3.85,3.48,-0.97,3,Estratificado
19/2021/04 23:18:52,46,45,37,1023,-0.04,0.37,0.75,-0.42,0.01,0.64,4.10,3.16,-0.69,3,Estratificado
19/2021/04 23:18:55,41,24,38,1023,0.32,0.37,0.78,-0.38,0.02,0.62,3.95,4.20,-0.53,3,Estratificado
19/2021/04 23:18:58,37,22,37,1023,-0.57,0.37,0.70,-0.46,0.05,0.65,3.67,3.46,-0.64,3,Estratificado
19/2021/04 23:19:01,42,28,36,1023,0.45,0.37,0.81,-0.40,0.00,0.63,3.43,3.97,-1.09,3,Estratificado
