data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
19/2021/04 23:25:04,45,23,37,1023,0.23,0.41,0.98,-0.39,0.02,0.62,3.76,4.06,-0.53,4,Estratificado
19/2021/04 23:25:07,42,29,37,1023,0.35,0.40,1.06,-0.42,0.03,0.64,3.47,3.29,-0.94,4,Estratificado
19/2021/04 23:25:10,55,46,38,1023,0.01,0.40,1.01,-0.43,-0.01,0.65,3.68,3.28,-0.48,4,Estratificado
19/2021/04 23:25:13,39,24,37,1023,-0.29,0.40,1.00,-0.40,0.05,0.64,3.97,3.84,-0.38,4,Estratificado
19/2021/04 23:25:16,35,22,38,1023,0.58,0.41,0.94,-0.37,0.00,0.62,3.45,4.80,-1.03,4,Estratificado
19/2021/04 23:25:19,49,36,37,1023,0.41,0.41,0.99,-0.46,0.01,0.67,3.63,2.95,-1.21,4,Estratificado
19/2021/04 23:25:22,48,39,38,1023,-0.92,0.40,1.00,-0.47,0.05,0.64,3.72,2.53,-0.73,4,Estratificado
19/2021/04 23:25:25,35,22,37,1023,-2.00,0.40,1.05,-0.40,0.01,0.63,3.92,4.66,-0.64,4,Estratificado
19/2021/04 23:25:28,46,30,37,1023,0.52,0.40,1.00,-0.42,-0.01,0.66,3.21,4.21,-1.73,4,Estratificado
19/2021/04 23:25:31,51,40,37,1023,0.11,0.41,0.94,-0.41,0.05,0.63,4.25,3.11,-0.42,4,Estratificado
19/2021/04 23:25:34,36,22,37,1023,-0.39,0.40,0.97,-0.38,0.02,0.62,3.83,4.46,-0.73,4,Estratificado
19/2021/04 23:25:37,43,29,38,1023,0.07,0.41,0.97,-0.43,-0.04,0.64,2.85,4.77,-2.00,4,Estratificado
19/2021/04 23:25:40,49,40,37,1023,-0.49,0.40,0.94,-0.55,-0.04,0.61,2.92,10.20,-2.52,4,Estratificado
19/2021/04 23:25:43,40,24,38,1023,2.00,0.41,0.97,-0.38,-0.00,0.62,3.77,4.66,-0.20,4,Estratificado
19/2021/04 23:25:46,46,30,39,1023,2.00,0.40,0.94,-0.43,-0.01,0.65,3.06,3.36,-1.41,4,Estratificado
19/2021/04 23:25:49,54,46,38,1023,0.34,0.40,0.99,-0.43,-0.02,0.63,4.06,3.80,-0.09,4,Estratificado
19/2021/04 23:25:52,38,26,37,1023,-2.00,0.41,0.92,-0.39,0.03,0.63,3.84,3.85,-0.49,4,Estratificado
19/2021/04 23:25:55,42,27,38,1023,0.04,0.40,0.92,-0.42,0.02,0.64,3.00,5.16,-1.85,4,Estratificado
19/2021/04 23:25:58,54,46,38,1023,0.54,0.40,0.97,-0.41,-0.00,0.63,3.53,2.79,-1.14,4,Estratificado
19/2021/04 23:26:01,40,23,38,1023,-0.84,0.40,0.94,-0.37,0.02,0.67,3.36,3.45,0.26,4,Estratificado
19/2021/04 23:26:04,40,24,37,1023,1.74,0.40,0.97,-0.41,0.02,0.64,3.16,5.99,-2.24,4,Estratificado
19/2021/04 23:26:07,49,42,36,1023,1.67,0.40,0.97,-0.45,0.04,0.65,3.47,2.53,-1.24,4,Estratificado
19/2021/04 23:26:10,46,34,36,1023,-1.37,0.40,0.92,-0.41,0.02,0.63,4.02,3.58,-0.12,4,Estratificado
19/2021/04 23:26:13,40,24,37,1023,0.45,0.40,0.93,-0.37,0.02,0.65,3.82,2.37,-0.76,4,Estratificado
19/2021/04 23:26:16,42,27,38,1023,0.09,0.39,0.98,-0.43,0.01,0.65,3.37,4.36,-0.89,4,Estratificado
19/2021/04 23:26:19,40,33,36,1023,-0.19,0.40,0.95,-0.43,-0.02,0.63,3.52,3.28,-1.31,4,Estratificado
19/2021/04 23:26:22,57,46,38,1023,-0.17,0.39,0.93,-0.39,-0.05,0.63,4.04,3.03,-0.52,4,Estratificado
19/2021/04 23:26:25,39,24,37,1023,-0.30,0.40,0.94,-0.38,0.02,0.61,4.21,3.86,-0.46,4,Estratificado
19/2021/04 23:26:28,37,22,37,1023,0.05,0.39,0.94,-0.41,0.01,0.64,3.57,4.94,-0.73,4,Estratificado
19/2021/04 23:26:31,45,33,37,1023,-2.00,0.40,0.96,-0.46,0.06,0.65,3.28,3.49,-1.89,4,Estratificado
19/2021/04 23:26:34,47,37,37,1023,0.24,0.39,0.99,-0.45,-0.01,0.66,3.95,3.78,-0.32,4,Estratificado
19/2021/04 23:26:37,36,21,37,1023,2.00,0.39,0.93,-0.39,-0.01,0.64,3.51,5.37,-0.55,4,Estratificado
19/2021/04 23:26:40,52,37,37,1023,-1.14,0.39,0.94,-0.49,-0.07,0.62,2.93,5.10,-0.15,4,Estratificado
