data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
22/2021/04 02:04:24,61,49,58,1012,-2.00,0.19,0.47,-0.45,-0.01,0.65,3.56,4.52,-0.76,3,Estratificado
22/2021/04 02:04:27,63,50,58,1007,-0.08,0.21,0.43,-0.43,-0.02,0.66,3.91,2.44,-0.69,3,Estratificado
22/2021/04 02:04:30,62,49,55,1012,0.12,0.24,0.35,-0.39,0.02,0.63,4.02,3.40,-0.80,3,Estratificado
22/2021/04 02:04:33,58,47,56,1012,-0.95,0.21,0.50,-0.47,0.02,0.65,3.34,3.05,-1.03,3,Estratificado
22/2021/04 02:04:36,63,52,58,1007,-0.53,0.23,0.47,-0.42,-0.01,0.66,3.81,3.12,-0.70,3,Estratificado
22/2021/04 02:04:39,63,48,56,1013,-0.53,0.23,0.41,-0.39,0.00,0.62,4.16,4.62,-0.57,3,Estratificado
22/2021/04 02:04:42,61,49,56,1013,0.00,0.19,0.36,-0.44,0.01,0.66,3.04,4.31,-1.22,3,Estratificado
22/2021/04 02:04:45,61,48,55,1011,-0.03,0.18,0.51,-0.42,-0.00,0.65,3.94,2.44,-0.88,3,Estratificado
22/2021/04 02:04:48,61,50,58,1009,-0.86,0.22,0.50,-0.41,-0.01,0.62,4.24,3.61,-0.64,3,Estratificado
22/2021/04 02:04:51,63,50,56,1015,-0.39,0.22,0.49,-0.39,0.00,0.61,3.93,4.97,-0.18,3,Estratificado
22/2021/04 02:04:54,60,49,56,1013,0.08,0.18,0.53,-0.47,-0.01,0.65,3.11,3.74,-0.73,3,Estratificado
22/2021/04 02:04:57,62,49,57,1010,-0.32,0.18,0.44,-0.40,0.01,0.63,3.58,3.47,-0.76,3,Estratificado
22/2021/04 02:05:00,62,48,55,1011,-0.00,0.18,0.42,-0.41,-0.00,0.64,4.06,3.42,-0.55,3,Estratificado
22/2021/04 02:05:03,61,49,56,1011,-0.16,0.18,0.46,-0.39,-0.00,0.60,4.15,3.68,-0.71,3,Estratificado
22/2021/04 02:05:06,64,46,55,1016,-0.32,0.18,0.46,-0.41,0.00,0.63,3.53,5.00,-0.82,3,Estratificado
22/2021/04 02:05:09,60,46,57,1011,-0.11,0.18,0.42,-0.46,0.01,0.63,3.49,3.37,-0.93,3,Estratificado
22/2021/04 02:05:12,58,46,55,1011,-1.74,0.18,0.45,-0.42,-0.01,0.65,3.61,2.80,-0.77,3,Estratificado
22/2021/04 02:05:15,62,49,57,1007,-2.00,0.18,0.44,-0.44,0.00,0.64,4.02,3.54,-0.56,3,Estratificado
22/2021/04 02:05:18,61,52,57,1010,-0.20,0.18,0.43,-0.39,0.01,0.60,4.05,3.84,-0.80,3,Estratificado
22/2021/04 02:05:21,60,47,57,1013,0.14,0.18,0.45,-0.42,0.00,0.63,3.72,4.22,-0.58,3,Estratificado
22/2021/04 02:05:24,62,49,58,1012,-0.35,0.18,0.39,-0.45,0.00,0.65,3.69,2.96,-0.57,3,Estratificado
22/2021/04 02:05:27,60,47,55,1008,0.05,0.18,0.51,-0.39,0.01,0.64,4.04,2.92,-0.40,3,Estratificado
22/2021/04 02:05:30,61,49,56,1011,-0.72,0.18,0.43,-0.38,-0.00,0.60,4.11,4.09,-0.44,3,Estratificado
22/2021/04 02:05:33,60,47,56,1013,-0.15,0.18,0.46,-0.45,0.01,0.66,3.25,4.16,-1.23,3,Estratificado
22/2021/04 02:05:36,61,46,57,1008,0.02,0.18,0.45,-0.44,-0.02,0.65,3.43,3.03,-0.95,3,Estratificado
22/2021/04 02:05:39,62,49,57,1009,0.38,0.18,0.47,-0.41,-0.00,0.62,3.87,3.45,-0.40,3,Estratificado
22/2021/04 02:05:42,62,51,56,1022,-0.11,0.18,0.33,-0.39,0.03,0.61,3.69,4.27,-0.72,3,Estratificado
22/2021/04 02:05:45,60,49,56,1012,0.04,0.18,0.53,-0.44,0.01,0.64,3.50,2.95,-1.11,3,Estratificado
22/2021/04 02:05:48,62,49,58,1006,-0.11,0.18,0.45,-0.41,-0.02,0.65,4.18,2.35,-0.60,3,Estratificado
22/2021/04 02:05:51,60,47,55,1011,0.06,0.18,0.42,-0.39,-0.01,0.56,4.76,2.90,-0.39,3,Estratificado
22/2021/04 02:05:54,60,46,55,1014,0.01,0.18,0.50,-0.42,0.01,0.64,3.56,4.11,-0.87,3,Estratificado
22/2021/04 02:05:57,61,48,58,1012,-2.00,0.17,0.43,-0.42,-0.00,0.63,3.47,2.61,-0.99,3,Estratificado
22/2021/04 02:06:00,61,48,55,1012,0.03,0.18,0.42,-0.39,-0.01,0.62,4.12,3.74,-0.55,3,Estratificado
22/2021/04 02:06:03,62,52,58,1015,-2.00,0.17,0.44,-0.43,0.00,0.63,3.59,4.21,-0.63,3,Estratificado
22/2021/04 02:06:06,61,49,56,1012,0.27,0.18,0.48,-0.46,0.01,0.65,3.38,3.17,-0.75,3,Estratificado
22/2021/04 02:06:09,60,48,56,1008,-0.24,0.19,0.44,-0.42,-0.01,0.65,4.13,3.02,-0.44,3,Estratificado
22/2021/04 02:06:12,64,49,57,1012,-0.83,0.18,0.38,-0.38,0.00,0.61,4.05,4.06,-0.66,3,Estratificado
22/2021/04 02:06:15,60,47,55,1013,0.70,0.18,0.40,-0.46,-0.03,0.65,3.63,3.24,-0.77,3,Estratificado
22/2021/04 02:06:18,62,48,57,1004,0.37,0.18,0.45,-0.42,-0.04,0.65,4.04,2.59,-0.76,3,Estratificado
22/2021/04 02:06:21,61,49,56,1009,-0.06,0.18,0.46,-0.40,0.00,0.62,4.27,3.68,-0.56,3,Estratificado
