data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
22/2021/04 02:03:18,58,47,56,1007,0.14,0.19,0.40,-0.41,0.01,0.64,4.04,3.52,-0.55,3,Estratificado
22/2021/04 02:03:18,62,49,57,1011,0.27,0.19,0.52,-0.38,0.00,0.61,4.28,3.28,-0.18,3,Estratificado
22/2021/04 02:03:18,63,49,57,1012,0.04,0.19,0.54,-0.43,0.03,0.64,3.27,4.05,-0.85,3,Estratificado
22/2021/04 02:03:21,62,48,58,1011,0.79,0.19,0.44,-0.41,0.01,0.64,3.39,2.95,-1.25,3,Estratificado
22/2021/04 02:03:24,62,51,57,1008,-0.09,0.19,0.48,-0.41,0.00,0.65,3.89,3.24,-0.42,3,Estratificado
22/2021/04 02:03:27,63,52,57,1012,-0.43,0.19,0.44,-0.40,0.02,0.62,4.06,3.41,-0.53,3,Estratificado
22/2021/04 02:03:30,62,48,57,1014,-0.19,0.19,0.42,-0.43,-0.01,0.63,3.67,4.54,-0.58,3,Estratificado
22/2021/04 02:03:33,60,46,57,1011,0.32,0.19,0.46,-0.41,-0.01,0.62,3.87,2.58,-1.09,3,Estratificado
22/2021/04 02:03:36,63,51,58,1008,-0.23,0.19,0.46,-0.39,-0.02,0.64,4.27,2.89,-0.24,3,Estratificado
22/2021/04 02:03:39,62,48,57,1012,0.36,0.19,0.49,-0.38,-0.02,0.61,3.90,4.37,-0.42,3,Estratificado
22/2021/04 02:03:42,63,50,57,1013,-0.15,0.22,0.46,-0.42,0.01,0.64,3.40,4.49,-0.62,3,Estratificado
22/2021/04 02:03:45,63,47,56,1010,0.22,0.20,0.54,-0.44,-0.01,0.64,3.59,2.86,-1.24,3,Estratificado
22/2021/04 02:03:48,62,48,57,1006,-0.47,0.20,0.37,-0.41,-0.01,0.63,4.13,3.17,-0.37,3,Estratificado
22/2021/04 02:03:51,59,49,56,1012,-0.32,0.19,0.51,-0.39,0.01,0.61,3.94,4.43,-0.43,3,Estratificado
22/2021/04 02:03:54,62,49,57,1014,-0.09,0.19,0.31,-0.44,0.01,0.65,2.97,4.58,-1.26,3,Estratificado
22/2021/04 02:03:57,58,48,57,1010,-2.00,0.19,0.53,-0.44,-0.00,0.67,3.37,2.93,-1.11,3,Estratificado
22/2021/04 02:04:00,62,50,57,1008,-0.11,0.19,0.44,-0.40,-0.01,0.63,4.11,2.92,-0.47,3,Estratificado
22/2021/04 02:04:03,63,49,56,1012,0.36,0.22,0.47,-0.35,0.00,0.61,3.86,4.76,-0.34,3,Estratificado
22/2021/04 02:04:06,61,47,56,1013,0.42,0.20,0.52,-0.46,0.01,0.67,3.25,4.05,-0.85,3,Estratificado
22/2021/04 02:04:09,61,46,56,1010,-0.17,0.19,0.35,-0.45,0.00,0.65,3.44,2.50,-1.15,3,Estratificado
22/2021/04 02:04:12,63,50,58,1009,-0.07,0.20,0.37,-0.41,-0.00,0.63,4.27,3.17,-0.55,3,Estratificado
22/2021/04 02:04:15,62,47,56,1014,-0.11,0.33,0.46,-0.41,0.03,0.62,3.77,4.53,-0.56,3,Estratificado
22/2021/04 02:04:18,62,47,57,1011,0.80,0.24,0.53,-0.45,0.02,0.66,3.67,2.31,-0.64,3,Estratificado
22/2021/04 02:04:21,63,51,57,1010,-0.32,0.25,0.48,-0.40,-0.00,0.61,4.11,3.31,-0.45,3,Estratificado
