data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 15:57:09,42,26,57,1023,0.93,0.73,1.35,-0.40,0.02,0.64,3.61,4.02,-0.63,2,Plug
20/2021/04 15:57:09,44,29,58,1023,-0.70,0.73,1.35,-0.40,0.01,0.66,3.60,3.08,-0.29,2,Plug
20/2021/04 15:57:09,53,43,57,1023,-0.34,0.73,1.33,-0.42,-0.02,0.64,3.03,3.31,-0.92,2,Plug
20/2021/04 15:57:09,50,41,58,1023,-1.24,0.73,1.34,-0.44,-0.00,0.66,3.75,2.67,-0.49,2,Plug
20/2021/04 15:57:09,42,26,56,1023,-0.51,0.73,1.34,-0.42,0.01,0.64,3.27,4.15,-0.95,2,Plug
20/2021/04 15:57:11,44,30,58,1023,-0.42,0.73,1.35,-0.41,0.02,0.64,3.09,3.85,-1.04,2,Plug
20/2021/04 15:57:14,45,30,57,1023,-0.02,0.73,1.34,-0.42,0.02,0.65,2.72,4.34,-1.70,2,Plug
20/2021/04 15:57:17,55,50,57,1023,-2.00,0.73,1.35,-0.39,0.01,0.63,3.47,3.06,-0.39,2,Plug
20/2021/04 15:57:20,44,34,57,1023,-1.55,0.72,1.36,-0.42,-0.01,0.64,3.34,2.63,-0.46,2,Plug
20/2021/04 15:57:23,40,27,57,1023,-0.43,0.72,1.34,-0.34,-0.00,0.60,3.73,2.19,0.43,2,Plug
20/2021/04 15:57:26,41,29,57,1023,-0.48,0.72,1.37,-0.42,0.05,0.64,2.79,4.11,-1.37,2,Plug
20/2021/04 15:57:29,50,47,57,1023,0.15,0.72,1.35,-0.43,0.01,0.65,4.15,2.08,0.33,2,Plug
20/2021/04 15:57:32,49,36,57,1023,-1.34,0.72,1.33,-0.41,-0.01,0.64,4.08,-0.17,0.47,2,Plug
20/2021/04 15:57:35,41,25,58,1023,-0.36,0.71,1.37,-0.38,0.00,0.63,3.29,4.64,-0.92,2,Plug
20/2021/04 15:57:38,43,30,57,1023,0.31,0.70,1.33,-0.37,-0.01,0.64,2.52,4.79,-2.24,2,Plug
20/2021/04 15:57:41,50,42,57,1023,-0.52,0.70,1.37,-0.44,0.00,0.66,3.64,2.81,-0.59,2,Plug
20/2021/04 15:57:44,36,23,57,1023,-2.00,0.70,1.31,-0.41,0.02,0.64,3.00,3.85,-1.51,2,Plug
20/2021/04 15:57:47,54,45,57,1023,-0.12,0.71,1.36,-0.44,0.01,0.64,3.07,4.74,-0.46,2,Plug
20/2021/04 15:57:50,43,26,57,1023,2.00,0.70,1.32,-0.40,0.03,0.64,3.66,1.62,-0.31,2,Plug
20/2021/04 15:57:53,44,28,56,1023,0.58,0.70,1.31,-0.38,0.01,0.64,3.14,3.47,-1.31,2,Plug
20/2021/04 15:57:56,53,50,57,1023,-0.52,0.70,1.36,-0.42,-0.02,0.65,3.24,3.22,-0.98,2,Plug
20/2021/04 15:57:59,46,31,58,1023,0.35,0.70,1.31,-0.42,0.00,0.64,3.56,2.84,-0.27,2,Plug
20/2021/04 15:58:02,34,24,58,1023,-0.35,0.70,1.32,-0.39,-0.01,0.64,3.55,4.27,-0.61,2,Plug
20/2021/04 15:58:05,44,31,57,1023,-2.00,0.70,1.31,-0.40,0.01,0.62,3.11,3.90,-0.50,2,Plug
20/2021/04 15:58:08,55,48,57,1023,0.92,0.70,1.31,-0.42,-0.02,0.64,3.27,4.21,-1.01,2,Plug
