data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 17:26:10,102,89,95,1023,-0.55,0.30,0.51,-0.43,-0.02,0.63,3.18,3.39,-1.19,2,Estratificado
21/2021/04 17:26:13,123,114,102,1023,0.14,0.29,0.50,-0.44,0.01,0.65,3.70,2.58,-0.43,2,Estratificado
21/2021/04 17:26:16,110,101,96,1023,0.23,0.30,0.56,-0.44,-0.03,0.63,3.85,2.98,-0.15,2,Estratificado
21/2021/04 17:26:19,110,94,106,1019,2.00,0.29,0.50,-0.39,-0.01,0.61,3.76,4.56,-0.75,2,Estratificado
21/2021/04 17:26:22,96,87,101,1023,0.02,0.29,0.49,-0.39,0.01,0.62,3.37,4.73,-0.73,2,Estratificado
21/2021/04 17:26:25,107,95,102,1023,-0.72,0.29,0.50,-0.43,-0.00,0.64,2.83,4.25,-1.57,2,Estratificado
21/2021/04 17:26:28,117,109,102,1023,1.24,0.29,0.55,-0.44,0.02,0.65,3.51,1.97,-0.53,2,Estratificado
21/2021/04 17:26:31,115,108,100,1023,-0.39,0.29,0.47,-0.42,0.02,0.65,3.70,2.63,-0.26,2,Estratificado
21/2021/04 17:26:34,98,82,95,1023,-0.67,0.29,0.52,-0.38,0.03,0.61,3.82,4.69,-0.63,2,Estratificado
21/2021/04 17:26:37,104,84,98,1023,-1.15,0.28,0.56,-0.41,0.17,0.68,3.50,0.28,0.98,2,Estratificado
21/2021/04 17:26:40,108,94,101,1023,-0.82,0.29,0.48,-0.43,-0.01,0.64,3.21,3.38,-1.07,2,Estratificado
21/2021/04 17:26:43,108,105,95,1023,1.27,0.28,0.56,-0.45,-0.03,0.64,3.32,3.47,-0.99,2,Estratificado
21/2021/04 17:26:46,111,86,99,1023,0.07,0.28,0.56,-0.43,-0.02,0.64,3.79,4.10,-0.45,2,Estratificado
21/2021/04 17:26:49,101,85,98,1023,-0.84,0.28,0.48,-0.43,-0.02,0.63,3.16,4.20,-1.05,2,Estratificado
21/2021/04 17:26:52,107,97,95,1023,0.03,0.28,0.53,-0.46,-0.01,0.65,3.15,2.88,-0.92,2,Estratificado
21/2021/04 17:26:55,119,110,101,1023,0.07,0.29,0.44,-0.44,-0.01,0.65,3.92,2.29,-0.25,2,Estratificado
21/2021/04 17:26:58,97,83,96,1023,-0.13,0.29,0.56,-0.40,0.04,0.62,3.44,4.85,-0.94,2,Estratificado
21/2021/04 17:27:01,103,86,99,1023,0.19,0.28,0.54,-0.42,0.01,0.64,3.24,4.47,-1.05,2,Estratificado
21/2021/04 17:27:04,105,90,95,1023,0.45,0.29,0.46,-0.44,-0.02,0.64,3.21,3.14,-1.05,2,Estratificado
21/2021/04 17:27:07,120,113,101,1023,-0.11,0.28,0.62,-0.44,0.02,0.65,3.50,2.34,-0.34,2,Estratificado
21/2021/04 17:27:10,107,93,98,1023,0.19,0.29,0.59,-0.40,-0.01,0.62,3.96,3.14,-0.27,2,Estratificado
21/2021/04 17:27:13,103,87,98,1023,0.34,0.29,0.55,-0.40,-0.01,0.62,3.73,4.50,-0.81,2,Estratificado
21/2021/04 17:27:16,102,85,98,1023,0.07,0.28,0.53,-0.42,-0.00,0.64,3.24,4.73,-0.95,2,Estratificado
