data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
20/2021/04 00:40:20,32,17,27,1023,-0.51,0.52,1.20,-0.42,-0.03,0.64,4.18,2.93,0.20,5,Golfada
20/2021/04 00:40:23,31,12,28,1023,-2.00,0.51,1.16,-0.44,0.01,0.64,3.50,4.44,-0.90,5,Golfada
20/2021/04 00:40:26,45,34,28,1023,-2.00,0.51,1.15,-0.44,-0.01,0.66,3.48,4.47,-1.43,5,Golfada
20/2021/04 00:40:29,29,12,28,1023,1.43,0.51,1.16,-0.41,0.03,0.57,3.66,7.34,-1.95,5,Golfada
20/2021/04 00:40:32,26,12,27,1023,-0.89,0.51,1.14,-0.42,0.03,0.65,3.27,5.02,-1.66,5,Golfada
20/2021/04 00:40:35,41,29,27,1023,0.30,0.51,1.13,-0.43,-0.01,0.64,3.68,3.05,-1.08,5,Golfada
20/2021/04 00:40:38,38,27,28,1023,1.42,0.51,1.13,-0.47,0.01,0.67,4.43,2.79,0.36,5,Golfada
20/2021/04 00:40:41,31,12,27,1023,-0.11,0.51,1.23,-0.39,0.03,0.63,3.71,4.56,-0.27,5,Golfada
20/2021/04 00:40:44,31,16,28,1023,-0.77,0.51,1.14,-0.44,0.01,0.62,2.63,3.50,-2.08,5,Golfada
20/2021/04 00:40:47,46,34,27,1023,-0.04,0.51,1.17,-0.41,-0.00,0.66,4.27,2.35,-0.41,5,Golfada
20/2021/04 00:40:50,30,12,28,1023,0.25,0.51,1.13,-0.39,0.01,0.62,3.92,4.63,-0.46,5,Golfada
20/2021/04 00:40:53,30,16,27,1023,-0.79,0.51,1.13,-0.43,0.03,0.64,3.47,4.19,-1.15,5,Golfada
20/2021/04 00:40:56,41,30,27,1023,1.14,0.51,1.07,-0.47,0.00,0.66,4.37,1.96,-0.69,5,Golfada
20/2021/04 00:40:59,34,9,28,1023,-2.00,0.51,1.12,-0.31,0.08,0.63,3.92,3.90,-0.93,5,Golfada
20/2021/04 00:41:02,42,35,27,1023,-2.00,0.51,1.14,-0.40,-0.00,0.63,4.08,3.15,-0.22,5,Golfada
20/2021/04 00:41:05,25,10,27,1023,-0.62,0.51,1.11,-0.44,0.13,0.70,3.69,1.35,1.75,5,Golfada
20/2021/04 00:41:08,43,30,28,1023,-0.40,0.51,1.18,-0.44,0.02,0.65,3.47,3.66,-1.34,5,Golfada
20/2021/04 00:41:11,28,13,28,1023,0.94,0.51,1.15,-0.39,0.01,0.63,3.95,3.89,-0.36,5,Golfada
20/2021/04 00:41:14,24,10,27,1023,0.84,0.51,1.17,-0.41,0.01,0.63,3.54,4.38,-0.72,5,Golfada
20/2021/04 00:41:17,34,22,27,1023,-1.26,0.51,1.18,-0.44,0.07,0.71,1.44,6.78,-2.27,5,Golfada
20/2021/04 00:41:20,45,32,27,1023,1.42,0.52,1.13,-0.42,0.03,0.64,3.66,3.85,-0.69,5,Golfada
20/2021/04 00:41:23,29,12,27,1023,-0.17,0.51,1.18,-0.41,0.04,0.65,3.48,6.34,-0.57,5,Golfada
20/2021/04 00:41:26,32,20,28,1023,-0.54,0.51,1.11,-0.42,0.00,0.64,3.44,3.95,-1.16,5,Golfada
20/2021/04 00:41:29,38,24,27,1023,-1.59,0.52,1.07,-0.44,-0.04,0.66,3.53,3.21,-1.39,5,Golfada
20/2021/04 00:41:32,40,29,28,1023,0.54,0.51,1.08,-0.41,0.03,0.63,3.91,3.40,-0.43,5,Golfada
20/2021/04 00:41:35,29,14,28,1023,-2.00,0.51,1.20,-0.38,-0.01,0.63,3.60,5.30,0.21,5,Golfada
20/2021/04 00:41:38,31,17,27,1023,1.16,0.51,1.16,-0.44,0.02,0.66,3.47,4.42,-0.64,5,Golfada
20/2021/04 00:41:41,45,37,27,1023,-2.00,0.51,1.08,-0.35,-0.12,0.55,4.78,6.85,0.25,5,Golfada
20/2021/04 00:41:44,28,12,28,1023,0.05,0.51,1.15,-0.36,-0.00,0.62,4.02,4.89,-0.29,5,Golfada
