data,Piezo1,Piezo2,801s,Condutance,dP,InletFlow,OutletFlow,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Airflow,FlowPattern
21/2021/04 12:59:46,34,21,29,956,0.05,0.30,0.53,-0.45,-0.00,0.65,2.94,3.91,-1.21,1,Estratificado
21/2021/04 12:59:46,37,23,30,954,-0.64,0.30,0.51,-0.39,-0.01,0.63,3.96,3.18,-0.45,1,Estratificado
21/2021/04 12:59:46,38,21,29,956,-0.15,0.29,0.43,-0.39,0.00,0.61,3.91,4.42,-0.47,1,Estratificado
21/2021/04 12:59:46,32,21,29,956,-0.24,0.30,0.53,-0.46,0.01,0.66,3.13,4.03,-1.01,1,Estratificado
21/2021/04 12:59:46,35,24,30,954,0.18,0.29,0.46,-0.41,-0.01,0.64,4.08,2.61,-0.50,1,Estratificado
21/2021/04 12:59:48,37,23,30,957,0.15,0.29,0.49,-0.39,0.01,0.61,3.90,4.18,-0.48,1,Estratificado
21/2021/04 12:59:51,35,23,30,957,0.27,0.29,0.47,-0.46,0.01,0.65,2.95,3.35,-1.05,1,Estratificado
21/2021/04 12:59:54,36,21,30,954,-0.24,0.29,0.51,-0.40,-0.00,0.62,3.81,3.33,-0.66,1,Estratificado
21/2021/04 12:59:57,34,23,29,957,-0.28,0.28,0.48,-0.39,-0.02,0.61,3.52,4.51,-0.79,1,Estratificado
21/2021/04 13:00:00,33,22,30,957,-0.55,0.29,0.44,-0.49,0.03,0.71,2.88,3.09,-1.35,1,Estratificado
21/2021/04 13:00:03,36,22,29,951,-0.29,0.28,0.50,-0.40,0.01,0.64,3.91,3.11,-0.44,1,Estratificado
21/2021/04 13:00:06,36,23,30,958,-0.68,0.29,0.45,-0.40,-0.01,0.61,3.80,4.50,-0.56,1,Estratificado
21/2021/04 13:00:09,34,22,29,957,-0.02,0.29,0.48,-0.42,-0.00,0.64,3.02,3.69,-1.14,1,Estratificado
21/2021/04 13:00:12,36,21,30,956,-0.05,0.30,0.45,-0.41,-0.01,0.63,3.89,3.63,-0.65,1,Estratificado
21/2021/04 13:00:15,35,23,29,956,-0.75,0.30,0.42,-0.39,0.01,0.60,3.46,5.06,-0.63,1,Estratificado
21/2021/04 13:00:18,36,20,30,956,-0.16,0.34,0.52,-0.44,0.01,0.64,3.09,3.49,-1.20,1,Estratificado
21/2021/04 13:00:21,37,23,31,956,-0.72,0.29,0.50,-0.43,0.02,0.64,3.81,3.61,-0.66,1,Estratificado
21/2021/04 13:00:24,34,24,29,956,-0.56,0.29,0.50,-0.41,-0.02,0.63,3.82,4.74,-0.65,1,Estratificado
21/2021/04 13:00:27,34,19,29,956,0.39,0.29,0.48,-0.44,-0.00,0.64,3.18,3.60,-1.42,1,Estratificado
21/2021/04 13:00:30,36,25,29,956,0.16,0.28,0.50,-0.43,0.00,0.65,3.78,2.55,-0.48,1,Estratificado
21/2021/04 13:00:33,28,16,29,958,-2.00,0.28,0.52,-0.39,0.01,0.61,3.60,4.47,-0.43,1,Estratificado
21/2021/04 13:00:36,33,22,30,960,-1.08,0.28,0.42,-0.42,0.00,0.63,3.44,5.05,-0.79,1,Estratificado
21/2021/04 13:00:39,50,36,29,966,-0.31,0.29,0.48,-0.43,0.01,0.65,4.08,2.73,-0.48,1,Estratificado
21/2021/04 13:00:42,31,14,30,958,-0.82,0.28,0.47,-0.37,0.01,0.61,4.01,4.79,-0.62,1,Estratificado
21/2021/04 13:00:45,30,12,29,964,-0.34,0.29,0.45,-0.42,0.01,0.62,3.14,5.04,-1.18,1,Estratificado
21/2021/04 13:00:48,35,24,29,970,-0.40,0.32,0.49,-0.45,-0.00,0.66,4.00,3.15,-0.80,1,Estratificado
21/2021/04 13:00:51,39,30,28,965,0.70,0.31,0.46,-0.41,-0.01,0.63,4.03,2.74,-0.29,1,Estratificado
21/2021/04 13:00:54,31,13,29,963,0.11,0.28,0.46,-0.39,0.01,0.63,3.70,3.73,-0.73,1,Estratificado
21/2021/04 13:00:57,32,19,29,968,-1.27,0.29,0.37,-0.44,-0.00,0.63,3.09,3.89,-0.95,1,Estratificado
21/2021/04 13:01:00,49,39,30,968,0.18,0.30,0.52,-0.40,-0.01,0.64,3.49,3.57,-0.99,1,Estratificado
21/2021/04 13:01:03,30,19,28,960,-0.69,0.33,0.55,0.00,0.00,0.00,0.00,0.00,0.00,1,Estratificado
21/2021/04 13:01:06,32,14,30,962,-0.25,0.28,0.54,-0.39,0.01,0.61,3.87,4.46,-0.52,1,Estratificado
21/2021/04 13:01:09,31,16,29,969,0.21,0.30,0.49,-0.43,-0.01,0.63,3.07,4.82,-0.71,1,Estratificado
21/2021/04 13:01:12,41,31,29,974,0.23,0.30,0.44,-0.47,-0.01,0.66,3.11,2.56,-1.11,1,Estratificado
21/2021/04 13:01:15,42,29,29,967,-0.94,0.30,0.52,-0.41,0.00,0.63,3.90,3.04,-0.40,1,Estratificado
21/2021/04 13:01:18,31,12,29,965,-0.48,0.29,0.38,-0.39,0.01,0.60,3.58,4.44,-0.69,1,Estratificado
21/2021/04 13:01:21,34,20,30,970,-0.62,0.30,0.55,-0.46,-0.01,0.65,3.08,3.69,-0.92,1,Estratificado
21/2021/04 13:01:24,44,37,30,974,-0.18,0.35,0.48,-0.43,-0.01,0.65,3.94,3.15,-0.66,1,Estratificado
21/2021/04 13:01:27,31,15,30,961,0.03,0.33,0.47,-0.46,0.01,0.66,3.21,3.68,-1.07,1,Estratificado
21/2021/04 13:01:30,28,17,29,973,-0.05,0.32,0.47,-0.43,-0.00,0.63,3.02,4.36,-1.19,1,Estratificado
21/2021/04 13:01:33,43,27,29,970,-1.22,0.37,0.49,-0.46,-0.01,0.66,3.29,2.44,-1.02,1,Estratificado
21/2021/04 13:01:36,38,30,29,967,-0.71,0.33,0.45,-0.41,0.00,0.63,3.82,3.34,-0.59,1,Estratificado
21/2021/04 13:01:39,29,13,29,970,0.09,0.34,0.44,-0.40,-0.00,0.61,3.73,4.53,-0.81,1,Estratificado
21/2021/04 13:01:42,32,19,29,973,0.01,0.35,0.48,-0.40,-0.00,0.62,3.85,3.50,-0.59,1,Estratificado
21/2021/04 13:01:45,47,37,29,978,-0.21,0.28,0.39,-0.41,0.01,0.66,3.73,2.79,-0.28,1,Estratificado
21/2021/04 13:01:48,32,18,29,963,-0.07,0.30,0.50,-0.36,0.01,0.61,4.02,4.25,-0.50,1,Estratificado
21/2021/04 13:01:51,29,12,30,974,-0.11,0.31,0.37,-0.41,-0.00,0.62,4.21,2.53,0.18,1,Estratificado
21/2021/04 13:01:54,45,28,30,980,-0.45,0.36,0.42,-0.45,-0.00,0.65,2.91,3.67,-1.04,1,Estratificado
21/2021/04 13:01:57,31,20,28,966,-0.15,0.30,0.46,-0.37,-0.01,0.61,3.99,4.29,-0.60,1,Estratificado
21/2021/04 13:02:00,25,13,30,975,0.35,0.33,0.48,-0.44,-0.00,0.64,3.46,4.65,-0.89,1,Estratificado
21/2021/04 13:02:03,44,34,29,998,0.11,0.34,0.49,-0.42,-0.01,0.64,4.08,3.29,-0.35,1,Estratificado
21/2021/04 13:02:06,33,19,30,955,0.02,0.35,0.52,-0.38,-0.01,0.61,4.21,3.79,-0.57,1,Estratificado
21/2021/04 13:02:09,28,12,30,972,0.08,0.39,0.37,-0.43,-0.01,0.64,2.98,4.11,-1.14,1,Estratificado
21/2021/04 13:02:12,35,17,29,970,-0.11,0.31,0.43,-0.46,0.01,0.66,3.15,4.18,-1.15,1,Estratificado
21/2021/04 13:02:15,51,37,28,981,-0.03,0.31,0.40,-0.46,-0.00,0.65,2.95,3.40,-1.05,1,Estratificado
21/2021/04 13:02:18,31,16,30,973,-0.69,0.25,0.41,-0.37,0.00,0.61,4.08,4.57,-0.47,1,Estratificado
21/2021/04 13:02:21,35,12,29,974,-0.96,0.26,0.37,-0.41,0.01,0.62,3.52,4.99,-0.86,1,Estratificado
21/2021/04 13:02:24,40,21,29,986,0.51,0.27,0.26,-0.44,-0.01,0.63,3.24,1.99,-1.37,1,Estratificado
21/2021/04 13:02:27,43,30,29,975,0.27,0.24,0.37,-0.45,-0.00,0.65,3.88,3.20,-0.70,1,Estratificado
21/2021/04 13:02:30,30,12,30,979,-0.34,0.27,0.44,-0.40,0.00,0.62,3.74,4.58,-0.64,1,Estratificado
21/2021/04 13:02:33,33,18,29,981,-0.25,0.29,0.44,-0.44,-0.01,0.64,3.25,3.03,-0.99,1,Estratificado
21/2021/04 13:02:36,43,30,29,978,-0.38,0.27,0.31,-0.45,0.00,0.65,3.19,3.52,-1.02,1,Estratificado
21/2021/04 13:02:39,22,12,30,980,-1.20,0.23,0.38,-0.41,0.01,0.62,3.60,4.71,-0.59,1,Estratificado
21/2021/04 13:02:42,34,23,29,979,-0.88,0.27,0.42,-0.45,-0.01,0.64,3.14,3.76,-1.61,1,Estratificado
21/2021/04 13:02:45,37,27,29,979,1.24,0.24,0.38,-0.41,-0.00,0.63,3.95,3.41,-0.53,1,Estratificado
21/2021/04 13:02:48,28,11,29,982,-0.67,0.23,0.38,-0.40,0.01,0.62,3.71,5.15,-0.77,1,Estratificado
